gene	mean_log2ND	std_log2ND	median_log2ND	R-181110-535748-BLD-521005_BC_E18111112-3-DNA_F1811112948-16_L181111-00002-A5_20181113-C12_panel12_P181114419-3_sample20181114-A3-A00168-log2_ND	R-RZ	R-CopyRatio
LMO1	0.2526622	0.10356415	0.24272478	0.50484745	2.4350631	0.18566494
LMO1	-0.21969745	0.14092698	-0.21904731	-0.43450385	-1.524239	-0.29191426
LMO1	0.32605331	0.15860342	0.32280304	0.69355161	2.3170894	0.29429085
LMO1	-0.86207369	0.11540293	-0.84415396	-0.71244043	1.2966158	0.055255812
IPO7	-0.82307795	0.38522969	-0.80656911	-0.61089456	0.55079707	0.11921682
TPH1	-1.0285207	0.23409907	-0.97355174	-0.32636407	2.9993995	0.57072995
TPH1	0.25331907	0.33611946	0.29155993	1.8118069	4.6367082	1.4437893
WT1	0.11934878	0.041833296	0.11285251	0.33510096	5.1574271	0.14579073
WT1	-0.099888924	0.12627582	-0.085511246	0.85142506	7.5336196	0.86047859
WT1	-0.20925822	0.09340297	-0.20675714	0.24150092	4.8259615	0.37180034
WT1	-0.75165364	0.0629946	-0.75239659	-0.62684498	1.9812596	0.049093886
WT1	0.39692315	0.087356474	0.40842522	0.80346612	4.653839	0.31858318
WT1	-0.36755207	0.092764982	-0.35797378	-0.44037652	-0.78504247	-0.15886046
WT1	-0.12360727	0.12934593	-0.098218553	-0.47214823	-2.6946419	-0.4503874
WT1	-0.79076293	0.087904814	-0.7751126	-1.4408115	-7.3949143	-0.74215661
WT1	0.11670297	0.058452651	0.10508873	0.24881728	2.2601936	0.067270827
WT1	-0.39060389	0.18144453	-0.41434828	-0.3855496	0.027855837	-0.047659041
WT1	-0.88706489	0.39028596	-0.95824446	-1.0777893	-0.4886786	-0.19600255
PTPRJ	-0.71405036	0.25367728	-0.6619183	-0.20696992	1.9989194	0.37849066
FOLH1	-0.023931326	0.30096947	0.043657337	-0.53564877	-1.7002304	-0.65576383
FOLH1	0.7328109	0.32412759	0.77854192	2.327237	4.9191311	1.4722374
MED19	-1.4890519	0.32109636	-1.4220743	-1.3059038	0.57038369	0.039712805
MARK2	-0.6155149	0.29212591	-0.54135155	-0.36756404	0.8487808	0.097329794
MEN1	-0.37188142	0.33276755	-0.4351173	-0.44497698	-0.21965953	-0.086317405
MEN1	0.026331122	0.10122595	0.059229703	-0.25074425	-2.7371971	-0.38643168
MEN1	-0.20616519	0.050492568	-0.21378543	0.016222404	4.4043629	0.15355011
MEN1	0.26813574	0.045306211	0.27183226	0.73925281	10.39851	0.39096283
MEN1	-0.55409784	0.11823338	-0.57298031	-0.64093936	-0.73449244	-0.14441677
MEN1	-0.12570669	0.06193034	-0.11643765	-0.01160284	1.8424548	0.028377089
MEN1	0.39393676	0.082482507	0.38440912	0.56661136	2.0934694	0.10574452
MEN1	-0.43587182	0.32006604	-0.49516858	-0.49727929	-0.19185875	-0.078568432
rs1695	-0.25976017	0.10876312	-0.24883293	-0.14861974	1.0218577	0.023755471
rs1138272	0.015628276	0.0985866	0.027184001	0.016125742	0.0050459794	-0.08751598
CCND1	0.51776799	0.10987917	0.50363965	1.0258541	4.6240436	0.4457567
CCND1	0.099984393	0.10382731	0.086387808	0.38925858	2.7861089	0.22641306
CCND1	-0.44681458	0.070349197	-0.42583718	-0.24556382	2.8607399	0.10381563
CCND1	-0.019490711	0.062294641	-0.021513079	0.15858042	2.8585305	0.10363578
CCND1	-0.57866367	0.15187851	-0.55283061	-0.52335319	0.36417582	-0.046980299
CCND1	-0.076707362	0.2663498	-0.031090101	-0.28829449	-0.79439566	-0.33366211
FGF19	-0.33392001	0.18291066	-0.36367881	-0.16971682	0.89772344	0.11750427
FGF19	-0.46686861	0.09916645	-0.45036584	-0.25281124	2.1585664	0.12109688
FGF19	-0.9436979	0.12148864	-0.95616996	-1.0376637	-0.77345302	-0.15795142
FGF4	0.2598502	0.077590969	0.24797402	0.37296721	1.4578631	0.048535471
FGF4	-1.0923557	0.10114332	-1.0890481	-0.62700314	4.6009224	0.38558724
FGF4	-1.1079449	0.22306636	-1.1493359	-1.167998	-0.26921619	-0.095119797
FGF3	-0.03844862	0.2538198	-0.084431064	-0.088786906	-0.19832293	-0.080813562
FGF3	0.11051636	0.11010165	0.11262735	0.27525201	1.4962142	0.086166942
FGF3	-0.71318336	0.13907721	-0.73716243	-0.49455404	1.5719996	0.16615067
ANO1	-0.81693163	0.39785412	-0.80141366	1.6520767	6.2058131	2.3770326
MRE11A	0.52974545	0.2626386	0.58257564	-0.67498909	-4.587043	-1.3340225
MRE11A	0.86676267	0.24212416	0.86157205	3.1941684	9.6124474	2.2561386
MRE11A	0.075994785	0.10782177	0.10380279	-0.819153	-8.3021062	-0.99941351
MRE11A	0.59163167	0.094671349	0.59616682	0.59724083	0.059248765	-0.07538371
MRE11A	-0.64978074	0.10288239	-0.63151014	-0.60819578	0.40419897	-0.053143364
MRE11A	-0.24464569	0.13804931	-0.2565207	-0.39286599	-1.0736765	-0.21280301
MRE11A	0.32973005	0.09373809	0.35541764	0.64950275	3.4113422	0.21762739
MRE11A	0.57549761	0.06400226	0.58214073	-0.23258157	-12.625791	-0.89118002
MRE11A	0.48214985	0.16152454	0.51336399	-0.50960203	-6.1399456	-1.0994237
MRE11A	0.14106732	0.095780429	0.15876248	-1.0669381	-12.612236	-1.3021583
MRE11A	0.25459935	0.16283083	0.25556452	1.1234668	5.3360132	0.79144456
MRE11A	-0.0010416613	0.060923745	0.0038507611	-0.81763927	-13.403602	-0.89794775
MRE11A	0.38416232	0.088790551	0.37985299	-0.84198721	-13.80946	-1.2982979
MRE11A	0.31482142	0.070355495	0.32247421	-0.37976744	-9.8725602	-0.77869937
MRE11A	-0.098757313	0.079183025	-0.099293752	-0.54055245	-5.5794172	-0.51771642
MRE11A	-0.12901772	0.12551487	-0.11074902	-0.59115247	-3.6819124	-0.55686117
MRE11A	0.17529943	0.046208369	0.16931522	0.28683755	2.4138077	0.041064605
MRE11A	0.50989466	0.057573021	0.52007593	-0.84160978	-23.474614	-1.4381434
MRE11A	-0.041729949	0.080023989	-0.04698471	0.20569193	3.0918464	0.17621892
rs716274	-0.42865696	0.11523674	-0.39592031	0.27110048	6.0723468	0.59056307
ATM	0.49662408	0.10013297	0.50870261	0.058144042	-4.3789776	-0.52701629
ATM	1.304169	0.072638252	1.3179852	1.3685407	0.88619543	-0.025902233
ATM	-0.045970011	0.084623541	-0.072647536	0.081699901	1.5086808	0.077889716
ATM	0.14435756	0.077271103	0.1531204	-0.19968321	-4.4523859	-0.42926133
ATM	0.72081466	0.039329103	0.71524568	0.3125952	-10.379577	-0.4791082
ATM	0.068618957	0.14456382	0.055513055	-0.64913748	-4.9649797	-0.78110826
ATM	-0.004021999	0.10908197	0.0080049944	-0.23453493	-2.1132084	-0.31899765
ATM	-0.20742808	0.090916117	-0.20027318	-0.51910715	-3.4282048	-0.39529169
ATM	-0.27647512	0.075401509	-0.26409895	-0.35581495	-1.0522314	-0.16817372
ATM	-0.23785869	0.25855729	-0.27968431	0.15234257	1.5091482	0.35556916
ATM	0.062218053	0.081254241	0.056147252	0.04193758	-0.24959279	-0.090667392
ATM	0.45430899	0.13392838	0.48782727	-0.65739834	-8.3007599	-1.2216833
ATM	-0.41177554	0.11928226	-0.41413795	-1.7321428	-11.069268	-1.3944626
ATM	0.65139923	0.089865341	0.64663518	0.21038436	-4.9075078	-0.51270854
ATM	-0.28135314	0.059376117	-0.28786663	0.20347622	8.1653935	0.41488513
ATM	0.86865273	0.11600886	0.88988349	0.65237748	-1.8642994	-0.31396373
ATM	-0.42363271	0.04278133	-0.42293969	-0.34504499	1.836963	0.001436978
ATM	0.16928013	0.11087017	0.15996353	-0.69466162	-7.7923733	-0.93108287
ATM	0.31835782	0.096130167	0.32715435	0.59724083	2.9010977	0.19362876
ATM	0.70577631	0.072429189	0.71002749	0.60989625	-1.3237765	-0.17658896
ATM	0.8165165	0.13956401	0.84472763	0.61884283	-1.4163656	-0.30234252
ATM	-0.025389654	0.047326722	-0.019660648	-0.01649318	0.18797993	-0.073290253
ATM	0.013428941	0.048159367	0.012353222	-1.3417278	-28.139007	-1.4305388
ATM	0.45544033	0.054061856	0.45412649	0.26385779	-3.5437654	-0.26672642
ATM	0.92798418	0.072295273	0.92665384	0.11894648	-11.190741	-0.88416508
ATM	-0.12429516	0.10784032	-0.14406001	-1.2866538	-10.778516	-1.2190515
ATM	-0.60219532	0.056677258	-0.59822598	-0.73385968	-2.3230546	-0.21209142
ATM	-0.055945705	0.079393519	-0.04322585	-0.93930764	-11.126373	-0.97253951
ATM	0.70248487	0.071696554	0.68783142	0.90367022	2.8060672	0.13938108
ATM	0.51062147	0.047565273	0.51519452	-0.35845562	-18.271252	-0.95010786
ATM	0.7537904	0.083080817	0.76420473	0.087795604	-8.0162283	-0.75286685
ATM	-0.31376859	0.057526054	-0.30335921	-1.1012988	-13.689974	-0.87439731
ATM	-0.70789923	0.099064901	-0.6968146	-0.98103812	-2.7571712	-0.36068124
ATM	-0.24829936	0.094885756	-0.22834276	-1.2269215	-10.313689	-1.0750365
ATM	0.22757407	0.041683189	0.22350894	-0.16034395	-9.3063422	-0.46031061
ATM	0.15179769	0.073447098	0.15401632	-0.47670029	-8.557152	-0.70717433
ATM	0.19729731	0.075110282	0.17430509	0.72145242	6.9784734	0.47068961
ATM	0.21616831	0.057641664	0.22076711	-0.32601023	-9.4060183	-0.62323506
ATM	0.20653741	0.062308744	0.20421536	-0.6556047	-13.836615	-0.93627778
ATM	-0.57340244	0.14865635	-0.54800511	-0.63373078	-0.40582416	-0.16218339
ATM	0.52259136	0.083738833	0.54302961	-0.15240453	-8.0607272	-0.77189186
ATM	0.21609544	0.10087189	0.22976243	0.23854903	0.22259511	-0.067671121
ATM	-0.43357852	0.067099204	-0.43467395	-0.8597704	-6.3516682	-0.50155417
ATM	-0.77266467	0.17679465	-0.72773449	-2.1222283	-7.6335092	-1.4709515
ATM	0.32795766	0.07155993	0.32154216	0.83353181	7.0650453	0.43553193
ATM	-0.56768787	0.13076861	-0.58265207	-1.2023794	-4.8535468	-0.6961851
ATM	-0.19877249	0.047622239	-0.21238741	-0.54708286	-7.3140275	-0.41115317
ATM	-0.034888047	0.058405161	-0.029468755	0.035586281	1.2066456	-0.011402685
ATM	-0.33268298	0.10385117	-0.34003138	-0.76256306	-4.139386	-0.4989894
ATM	-0.14232287	0.097097318	-0.16949174	0.33772305	4.9439669	0.43075707
ATM	0.31615119	0.053563528	0.32640673	-0.48748049	-15.003337	-0.89034494
ATM	-0.20126935	0.069491263	-0.21458002	-0.15353859	0.68685991	-0.015416288
ATM	-0.67053502	0.068231182	-0.6687626	-1.9704196	-19.051181	-1.3781148
ATM	0.36788023	0.11206572	0.39143262	0.30949146	-0.52102259	-0.15839888
ATM	-0.27365268	0.066940423	-0.2710205	-0.50741837	-3.4921454	-0.31285559
ATM	-0.35966632	0.098532638	-0.37011639	1.0577025	14.384765	1.3513612
ATM	0.34841251	0.047399222	0.35177322	-0.039340697	-8.1805817	-0.46757164
ATM	0.67026928	0.079398044	0.65522698	0.63913476	-0.39213214	-0.092549945
ATM	-0.19390607	0.096672041	-0.17966901	-0.85531082	-6.8417377	-0.75209953
ATM	0.23398337	0.061477383	0.23821066	0.49783117	4.2917865	0.18316279
ATM	-0.27840013	0.096442621	-0.27208597	0.025286442	3.1488834	0.22091469
ATM	0.091504053	0.036578627	0.096396071	0.64295805	15.075853	0.47010426
ATM	0.20156806	0.058428605	0.20233001	0.43708314	4.0308181	0.15829541
ALG9	-0.98435432	0.28601731	-0.90741555	-1.7306736	-2.6093501	-0.8997158
ALG9	-0.76596961	0.30120546	-0.7184707	-0.52873545	0.78761573	0.11327753
SDHD	0.60061673	0.19141413	0.59662148	0.65496915	0.28395196	-0.018110052
SDHD	-0.31044713	0.21234658	-0.27349483	-0.065886753	1.1517039	0.13115036
SDHD	-0.22127165	0.24190256	-0.17147124	-0.15822943	0.26060999	-0.063215906
SDHD	0.40229126	0.047426607	0.39692759	-0.031265384	-9.1416332	-0.50465069
SDHD	0.62687494	0.15957017	0.61284295	2.2707701	10.30202	1.5814694
SDHD	-0.049711965	0.1118291	-0.033408314	-0.1368795	-0.77947095	-0.17992891
LOC100131626	-0.19425547	0.27608412	-0.15280199	-0.99399326	-2.8967178	-0.91764899
LOC100131626	0.67140478	0.28071299	0.67911845	2.2556919	5.643797	1.5001157
KMT2A	-0.54702374	0.059011091	-0.54798763	-0.69939605	-2.5820962	-0.22786614
KMT2A	0.3270376	0.093174724	0.3145294	-0.17532774	-5.3916483	-0.56631486
KMT2A	0.29273213	0.1152043	0.2995315	0.80869913	4.478713	0.43270991
KMT2A	0.3730044	0.59615884	0.25933984	0.33328862	-0.066619464	-0.0025089428
KMT2A	0.10086073	0.45556333	0.019651595	-0.12772049	-0.50175508	-0.2238298
KMT2A	-0.46768374	0.057906577	-0.47381386	-0.64431785	-3.0503289	-0.24696171
KMT2A	-0.33176517	0.13407443	-0.35196047	-0.29591002	0.26742723	-0.020407268
KMT2A	0.047439079	0.094442921	0.064627242	-0.55114779	-6.3380808	-0.69223275
KMT2A	-0.10509011	0.20640954	-0.14562934	-0.43600293	-1.6031857	-0.36683131
KMT2A	-0.47429786	0.13521552	-0.4445271	-0.5733695	-0.73269431	-0.20530012
KMT2A	-0.61639779	0.0557409	-0.6100616	-1.1802986	-10.116464	-0.64669471
KMT2A	0.097442209	0.069692232	0.099688575	-1.647579	-25.038963	-1.8237253
KMT2A	0.31064014	0.066495942	0.29965096	-0.026496933	-5.0700398	-0.40260561
KMT2A	0.074618899	0.070084334	0.076396628	-0.90646518	-13.998622	-1.0593195
KMT2A	0.006794374	0.071575948	0.012881012	-0.87911162	-12.377146	-0.96845035
KMT2A	0.26352037	0.054343831	0.27327792	-0.0092683561	-5.0196816	-0.359004
KMT2A	-0.12319989	0.081991122	-0.13788502	-0.62502633	-6.1204973	-0.56359903
KMT2A	-0.43393317	0.082025359	-0.44514513	-1.3457223	-11.115942	-0.97703491
KMT2A	0.4702183	0.077041247	0.45660771	1.0097834	7.0035877	0.476718
KMT2A	1.1108718	0.099048856	1.1029542	2.2357046	11.356343	1.0562927
KMT2A	-0.31676857	0.089945059	-0.3313791	-0.41048335	-1.0419113	-0.15556197
KMT2A	-0.22288451	0.069995994	-0.2085339	-1.7632334	-22.006243	-1.6311572
KMT2A	0.025167859	0.064894219	0.021478457	0.84752637	12.672292	0.74959019
KMT2A	-0.29802579	0.066234735	-0.29199422	0.13827856	6.5872438	0.35381506
KMT2A	0.43251704	0.03906108	0.43669345	0.71141676	7.1400923	0.19826559
KMT2A	-0.22987745	0.12350889	-0.22261849	0.59309099	6.6632324	0.73925176
KMT2A	-0.48118184	0.080111674	-0.49328838	-0.29045372	2.3807781	0.12637694
KMT2A	0.35468872	0.075774558	0.34091248	0.50760967	2.0181042	0.090239474
KMT2A	1.414837	0.5746437	1.3070416	1.3680576	-0.081405853	-0.015441681
KMT2A	-0.69869397	0.10724971	-0.67645069	-0.5096014	1.7631057	0.090391573
KMT2A	0.28354613	0.12148248	0.29659563	0.52126977	1.9568553	0.14821642
KMT2A	-0.47089913	0.075682304	-0.49049458	0.027615625	6.5869395	0.44165248
KMT2A	0.13109559	0.087488887	0.15420958	0.24669978	1.3213586	0.016032479
KMT2A	0.34736154	0.090237764	0.33718261	0.47157375	1.3764992	0.057933421
KMT2A	-0.42515391	0.093759607	-0.40843563	-0.1099421	3.3619148	0.22203581
KMT2A	0.21676587	0.14682046	0.23091005	1.8313938	10.997295	1.524026
KMT2A	0.29814459	0.065149123	0.29709484	0.25252118	-0.70029202	-0.12103138
KMT2A	-0.16482975	0.16473052	-0.19635694	0.050532537	1.3073612	0.17043176
HYOU1	-2.0731129	0.33596572	-2.0085605	-1.2515388	2.4454106	0.68056401
CBL	0.2085712	0.092946861	0.21076292	0.035677474	-1.8601352	-0.25154317
CBL	0.23501444	0.15030687	0.24921666	0.34825728	0.75341097	0.022582904
CBL	-0.2680255	0.1692148	-0.28543617	-0.18338402	0.50020143	0.025594434
CBL	-0.57782492	0.040374733	-0.58066732	-1.2671035	-17.072029	-0.76289393
CBL	-0.062000104	0.050527652	-0.072179088	-0.82757901	-15.151682	-0.83185765
CBL	-0.072933526	0.05809636	-0.067971623	-0.10778482	-0.59988772	-0.11627092
CBL	0.18352768	0.045719899	0.18194557	-0.045966219	-5.0195627	-0.30436951
CBL	-0.11183865	0.12443283	-0.087954053	-1.0337324	-7.4087661	-1.0222361
CBL	-0.45502794	0.065007786	-0.4600048	0.049006235	7.7534432	0.43255331
CBL	-0.027267224	0.12289506	0.0017522923	-0.28374313	-2.0869505	-0.36195314
CBL	-0.016228135	0.18034138	-0.0013689881	0.60471667	3.4431632	0.52962794
CBL	0.96230429	0.054521099	0.95506024	1.0425203	1.4712829	0.011002293
CBL	0.66935647	0.26159324	0.61511631	0.47371704	-0.74787646	-0.21785699
CBL	0.1582166	0.11453737	0.16732152	0.15669516	-0.013283342	-0.08708408
CBL	-0.29573654	0.07487726	-0.28099151	-0.58350355	-3.8431829	-0.37896976
CBL	-0.50497098	0.082438505	-0.50578586	-0.23857608	3.2314378	0.19075206
CBL	0.070389402	0.077589943	0.062785978	0.08182364	0.14736753	-0.057420059
CBL	-0.139421	0.18574769	-0.16822076	-0.094160045	0.24366901	-0.0023970053
CHEK1	0.35520199	0.10157878	0.36017239	0.39620808	0.40368755	-0.040422032
CHEK1	-0.38715111	0.098749364	-0.40855366	-0.22950426	1.5964341	0.10259168
CHEK1	0.66928635	0.082163964	0.68135797	0.068320779	-7.3142232	-0.68949491
CHEK1	0.80354188	0.11705347	0.81408522	-0.25479483	-9.0414808	-1.1453378
CHEK1	0.3604347	0.081018414	0.35245732	0.18143051	-2.2094259	-0.24748453
CHEK1	-0.18205539	0.30355272	-0.11637645	-3.1893122	-9.9068684	-3.1493935
CHEK1	0.36385816	0.31754448	0.41332158	-0.2032836	-1.786023	-0.6930629
CHEK1	-0.15692537	0.1196958	-0.14050749	-1.0111257	-7.1364273	-0.94707598
CHEK1	0.58730532	0.07645688	0.59820381	0.12553088	-6.0396715	-0.54913065
CHEK1	0.26192845	0.069539492	0.25780844	-0.43487661	-10.020278	-0.76914277
CHEK1	-0.10605834	0.065230684	-0.087811928	-0.085458488	0.31580003	-0.07410428
CHEK1	0.0063498151	0.14467803	0.037606067	-1.06854	-7.4295302	-1.1826038
CHEK1	-0.69289363	0.105159	-0.68441417	-1.3093612	-5.8622429	-0.70140478
KDM5A	0.22356073	0.094732255	0.2056222	0.25304811	0.31127072	-0.029031813
KDM5A	0.36994962	0.25920611	0.31474386	0.2950126	-0.28910208	-0.096188985
KDM5A	0.41358954	0.097945523	0.39802457	0.63191524	2.2290523	0.15743295
KDM5A	1.0890834	0.096028692	1.100418	1.5739654	5.0493451	0.39708969
KDM5A	-0.177686	0.0503144	-0.17810995	-0.67445501	-9.8732969	-0.57280278
KDM5A	0.082043906	0.33324257	0.021886455	0.085884853	0.01152598	-0.012459322
KDM5A	0.37485973	0.054539277	0.36292249	0.02693416	-6.3793579	-0.41244605
KDM5A	0.19979207	0.10238871	0.18132991	-0.22466959	-4.1455905	-0.48245722
KDM5A	0.18365512	0.073673655	0.19264228	-0.84975398	-14.026847	-1.118854
KDM5A	-0.094038831	0.24114077	-0.13304529	-0.03119904	0.2605938	0.025388529
KDM5A	0.11772552	0.0606755	0.11241301	0.040500794	-1.2727497	-0.14836994
KDM5A	-0.12639274	0.058126474	-0.13760978	0.6753109	13.792401	0.73646296
KDM5A	-0.82217334	0.13030059	-0.82520571	-1.7840658	-7.3821037	-1.0353178
KDM5A	-0.26018247	0.084973011	-0.27669657	-0.24806775	0.14257142	-0.047828898
KDM5A	-0.15210868	0.063473252	-0.15666965	-0.56950813	-6.5759897	-0.4892962
KDM5A	-0.46827034	0.072977328	-0.46202472	-0.91462544	-6.1163531	-0.52905844
KDM5A	0.026630098	0.063285814	0.021696341	-0.061615746	-1.3944017	-0.15976981
KDM5A	-0.57087843	0.07803775	-0.58721628	-0.6850987	-1.4636541	-0.17434014
KDM5A	0.011679423	0.047982705	0.01811962	-0.37017057	-7.9580756	-0.46474791
KDM5A	-0.40109182	0.050098108	-0.40428263	0.22687028	12.534647	0.55469519
KDM5A	-0.17557871	0.054290118	-0.18556864	-0.093376708	1.5141246	0.015734211
KDM5A	0.57811719	0.091190105	0.59809914	-0.25583048	-9.1451553	-0.93038734
KDM5A	0.0084097593	0.10770796	0.0057072183	0.17325892	1.5305197	0.091093978
KDM5A	0.21239399	0.063965492	0.20994022	0.10568492	-1.6682287	-0.18071302
KDM5A	0.33338769	0.045627278	0.33870633	-0.50127063	-18.292968	-0.91643468
KDM5A	-0.49358594	0.068996202	-0.50084542	0.27947246	11.204362	0.70386016
KDM5A	0.005730329	0.13101732	0.030134559	-0.84871466	-6.5216186	-0.95530694
KDM5A	-0.32270525	0.12603671	-0.34669708	-0.14407311	1.4173025	0.12616625
RAD52	-0.034936829	0.087130331	-0.022532216	0.44111286	5.4636507	0.38718736
RAD52	0.33210842	0.16620946	0.31085711	0.43407282	0.6134693	0.046757991
RAD52	-0.63561846	0.052789997	-0.63374321	-0.48944312	2.7689969	0.067842368
RAD52	-0.11653963	0.36463961	-0.19928796	-0.43329543	-0.86868183	-0.31046519
RAD52	0.061554267	0.12107224	0.095157521	0.56659511	4.1714009	0.39497987
RAD52	-0.67013597	0.050999019	-0.66773007	-0.27953898	7.6589118	0.31173337
RAD52	-0.021876806	0.048775195	-0.019080013	0.16148868	3.7594004	0.10411097
RAD52	0.10257777	0.10558401	0.10743672	0.056367264	-0.43766576	-0.12752718
RAD52	0.12020476	0.11062038	0.13650234	0.18556519	0.59085343	-0.027394869
RAD52	-0.088084375	0.12076403	-0.082671588	-0.043195868	0.37170428	-0.036982
RAD52	-0.17365975	0.11471541	-0.16498435	0.13580572	2.69768	0.22433235
CCND2	-0.16746532	0.091610807	-0.19148733	0.046642145	2.337142	0.16167175
CCND2	0.042558403	0.082878434	0.021145973	0.30332468	3.1463707	0.20572098
CCND2	-0.21405051	0.0507325	-0.21152527	-0.24364877	-0.58341804	-0.10858122
CCND2	-0.046710035	0.11482288	-0.068161729	0.38155396	3.7297792	0.37325797
CCND2	-0.44291965	0.049559587	-0.44374048	-0.3109837	2.662168	0.056299058
CCND2	-0.40694653	0.059260663	-0.41209938	-0.37368265	0.56131475	-0.038040986
MAGOHB	-0.62452709	0.34247636	-0.57401653	-0.53138146	0.27197681	-0.033822651
ETV6	-0.567505	0.15138064	-0.58701927	-0.14144669	2.8144835	0.36911486
ETV6	-0.26029218	0.066653468	-0.28110441	-0.15271217	1.6140197	0.051934521
ETV6	-0.12360757	0.2859446	-0.17392649	0.079476664	0.71022231	0.17694543
ETV6	0.3480798	0.58892905	0.2355796	0.46270425	0.19463203	0.15066693
ETV6	0.63823136	0.14827545	0.61877266	0.91076958	1.8380536	0.2155392
ETV6	0.69790798	0.59791723	0.59053827	1.4603703	1.2751971	0.79337431
ETV6	0.21448795	0.34504922	0.15451034	1.349417	3.2891801	1.1184489
ETV6	-0.02834119	0.055601849	-0.028515451	0.33310485	6.500612	0.28516259
ETV6	-0.073345229	0.3546565	-0.15203745	0.87829548	2.6832744	0.9538752
ETV6	0.087629364	0.59133248	-0.01728898	-0.067004356	-0.26150047	-0.1261731
ETV6	0.1220982	0.29954065	0.050747028	0.99953928	2.9292888	0.87233454
ETV6	-0.033582202	0.45235823	-0.1209814	-0.41823047	-0.85031782	-0.37370679
ETV6	0.56927486	0.13724958	0.54637951	0.66221676	0.67717441	0.039379532
ETV6	1.1851759	0.12592961	1.1840835	2.4385537	9.9530035	1.1780125
ETV6	0.29877758	0.30179858	0.24261453	-0.0805567	-1.2569121	-0.39962895
ETV6	0.26672644	0.5860224	0.16123327	0.88686264	1.0582124	0.64917165
ETV6	0.054199559	0.40925585	-0.024464053	0.14809438	0.22942816	0.096100708
ETV6	-2.2258381	0.27143297	-2.1737464	-2.0700626	0.57390046	0.027226086
ETV6	-0.17172807	0.38584993	-0.25352081	0.27675632	1.1623285	0.45381941
ETV6	0.11601499	0.57765716	0.011565358	-0.1945246	-0.53758459	-0.28254767
ETV6	0.34327876	0.58896417	0.23053925	0.93320311	1.0016303	0.62620614
ETV6	-0.12222266	0.38902856	-0.19776942	0.14449295	0.68559392	0.26580465
ETV6	-0.043217103	0.47781274	-0.13515978	-0.29148696	-0.51959656	-0.2327849
ETV6	0.3449826	0.48114252	0.25560068	0.14777651	-0.40987042	-0.18428189
ETV6	0.083282687	0.39748823	0.010991264	0.13931168	0.14095763	0.0518627
ETV6	0.59461419	0.065914924	0.57760083	0.88074246	4.3408724	0.22668391
ETV6	0.25610685	0.39761536	0.17428437	0.74825358	1.2377458	0.49751149
ETV6	-0.0028621603	0.53460837	-0.094843351	-0.084014897	-0.15179848	-0.065629266
ETV6	0.57576731	0.11344354	0.57648748	1.0667469	4.3279647	0.41380175
ETV6	0.66153367	0.17877087	0.6296722	0.99234212	1.8504606	0.2862122
ETV6	1.6679316	0.21312158	1.7114392	-0.47575322	-10.058507	-2.2636501
ETV6	2.1799215	0.24937503	2.2315695	0.92708547	-5.0239033	-1.3809418
ETV6	1.5219857	0.22817866	1.4932685	1.855732	1.4626534	0.28600577
ETV6	0.86145855	0.59773114	0.75980515	1.3325125	0.78807002	0.49624967
ETV6	0.83017823	0.22052792	0.86595702	1.8917887	4.8139502	0.94937391
ETV6	-0.34928568	0.24509586	-0.43542751	1.8110565	8.8142746	2.1700263
ETV6	0.27254479	0.36062393	0.20556149	-0.059037064	-0.91946714	-0.34105627
ETV6	0.58090411	0.087978194	0.59352577	0.58764102	0.076574823	-0.082342466
ETV6	0.078584824	0.053067103	0.079602318	0.55351978	8.9497056	0.39745974
ETV6	-0.65995514	0.1176596	-0.62960107	-0.39918761	2.2162877	0.15395574
ETV6	-0.60127033	0.10273507	-0.5968705	-0.26006455	3.3212202	0.26034823
CDKN1B	-0.48970106	0.30489126	-0.5462736	-0.47000642	0.064595628	-0.00019053798
CDKN1B	-0.32789451	0.10110944	-0.33919973	0.16251725	4.8503064	0.42525926
PIK3C2G	-0.3331056	0.41334952	-0.40616176	-0.24017027	0.22483473	0.089533766
PIK3C2G	0.25205814	0.12262881	0.25999852	-0.78005937	-8.4165989	-1.1165156
PIK3C2G	0.4380566	0.054878702	0.43912407	0.3167895	-2.2097298	-0.19879229
PIK3C2G	0.7677519	0.08538588	0.77386637	0.022367813	-8.7295942	-0.82795628
PIK3C2G	-0.24254821	0.12529078	-0.23136658	-0.51844461	-2.2020487	-0.36353575
PIK3C2G	-0.14434522	0.1540042	-0.13185334	-0.53566605	-2.5409751	-0.48027043
PIK3C2G	0.22198736	0.13141592	0.25490416	-0.86744132	-8.2899293	-1.1988032
PIK3C2G	0.127559	0.073319695	0.12189984	-0.053074196	-2.4636381	-0.25143176
PIK3C2G	0.29764345	0.12212314	0.32835484	0.17702668	-0.98766514	-0.22778588
PIK3C2G	-0.13384775	0.11039815	-0.14444584	-1.6892487	-14.089013	-1.6212606
PIK3C2G	0.70530917	0.079165021	0.71422137	0.20807863	-6.2809374	-0.58260046
PIK3C2G	0.34209174	0.074761467	0.34764559	-0.71458491	-14.133974	-1.1386882
PIK3C2G	0.35286097	0.067183543	0.35326814	-0.03621845	-5.7912906	-0.46594431
PIK3C2G	-0.21153892	0.11709739	-0.1796239	-2.3121219	-17.938768	-2.2089557
PIK3C2G	0.18198315	0.11265788	0.18445308	-1.632386	-16.105124	-1.8932968
PIK3C2G	-0.20922737	0.12815544	-0.17693325	-1.2796982	-8.35291	-1.1792227
