gene	mean_log2ND	std_log2ND	median_log2ND	sample20190415-I1-log2_ND	sample20190415-RZ	sample20190415-CopyRatio
BRAF	0.27941692	0.10923017	0.30122529	0.48904528	1.9191434	0.17210523
BRAF	-0.35138283	0.076377223	-0.36429303	-0.23464204	1.5284765	0.11393624
BRAF	-0.038582237	0.10589609	-0.022357564	0.064162104	0.97023735	0.070804912
BRAF	-0.33936686	0.083401958	-0.33951004	-0.25861816	0.96818713	0.065177126
BRAF	0.29578824	0.12283825	0.3195715	0.6751489	3.0882942	0.33986264
BRAF	0.14170995	0.053142739	0.14491432	0.48889127	6.5329963	0.32826219
BRAF	0.52533455	0.082373689	0.53281834	0.59797074	0.88178876	0.049437647
BRAF	0.16172666	0.094645689	0.17999017	0.39576402	2.4727736	0.20005909
BRAF	0.40142841	0.036739055	0.40353535	0.54288199	3.8502237	0.12363189
BRAF	0.21827247	0.085861361	0.23558683	0.40810639	2.2109354	0.1568048
BRAF	-0.26856128	0.050567374	-0.28352764	-0.14411775	2.4609451	0.12369513
BRAF	-0.41251688	0.12058702	-0.39146417	-0.26711216	1.2058074	0.10863725
BRAF	-0.24592212	0.13877929	-0.20823886	0.15201105	2.8673815	0.34453516
BRAF	0.3500631	0.17163261	0.31607757	0.43329363	0.48493422	0.1015013
BRAF	0.091847993	0.14799791	0.11118314	0.36242685	1.8282613	0.23552895
BRAF	-1.1290992	0.12641669	-1.1535331	-1.3122175	-1.4485291	-0.17439911
EZH2	-0.066462851	0.13043481	-0.033227374	-0.012615091	0.41283274	0.0048975271
EZH2	-0.049133274	0.10804344	-0.033701664	-0.059033148	-0.09162864	-0.041046239
EZH2	0.12604159	0.10376515	0.13405654	0.040134326	-0.82790092	-0.10963697
EZH2	-0.50035476	0.1513144	-0.50378958	-0.74843095	-1.6394751	-0.26035612
EZH2	-0.08755141	0.094954723	-0.063460706	-0.055446049	0.33811231	-0.0077000993
EZH2	-0.0061132364	0.079566715	-0.014546708	0.20404715	2.6413103	0.2028791
EZH2	-0.25714712	0.085265254	-0.26475904	-0.53735955	-3.2863613	-0.28831527
EZH2	-0.36972921	0.1144852	-0.37189063	-0.72351343	-3.0902179	-0.36733755
EZH2	-0.32395466	0.070823644	-0.31377619	-0.12571687	2.799034	0.17234456
EZH2	0.23779539	0.046027056	0.23308242	0.13506918	-2.2318658	-0.113728
EZH2	0.7022423	0.14944728	0.68910496	0.84623387	0.96349409	0.14141415
EZH2	0.72477463	0.094951787	0.7396086	0.99112841	2.8051477	0.23580506
EZH2	0.37145572	0.094917407	0.34550557	0.37588471	0.046661463	0.014664379
EZH2	0.11418903	0.14827672	0.14810303	0.22607202	0.75455532	0.062254232
EZH2	0.24489383	0.066195947	0.24782317	0.33100224	1.300811	0.067464318
EZH2	0.15730547	0.11628299	0.18016334	0.28197023	1.0720808	0.086092135
EZH2	-0.27492891	0.089364805	-0.27076857	-0.29283041	-0.2003194	-0.0377766
EZH2	0.4071512	0.060627232	0.40881708	0.50180871	1.5613035	0.077276873
EZH2	0.61616494	0.057672655	0.61856911	0.80246964	3.2303819	0.16818577
EZH2	-0.15372313	0.091337637	-0.13524157	0.0057051084	1.7454824	0.12523192
KMT2C	0.26801121	0.090038154	0.28336367	0.47334692	2.2805411	0.1742685
KMT2C	0.68778587	0.049106246	0.69757282	0.87686555	3.8504201	0.16357797
KMT2C	-0.10709775	0.11442149	-0.10393495	0.53698603	5.6290455	0.62520622
KMT2C	0.36589885	0.044991513	0.35984599	0.3600981	-0.12892994	-0.015462649
KMT2C	0.22164007	0.077647965	0.20993499	0.22473784	0.039895025	-0.00091190845
KMT2C	-0.075523137	0.060110229	-0.089523119	-0.25182366	-2.9329538	-0.1780153
KMT2C	-0.4941662	0.066144204	-0.48919349	-0.4088807	1.2893873	0.064598032
KMT2C	-0.082263573	0.52754741	-0.17745649	-0.16103742	-0.14932089	0.00070431169
KMT2C	-0.14759005	0.051194554	-0.1417352	-0.32517132	-3.4687532	-0.19915088
KMT2C	0.14836897	0.04752361	0.1425352	0.020345011	-2.6939022	-0.13790494
KMT2C	-0.086242877	0.14565964	-0.11396698	-0.10231331	-0.11032869	-0.0040610904
KMT2C	0.063846139	0.058355134	0.073386088	0.055399219	-0.14475024	-0.033701625
KMT2C	-0.0011436921	0.1115629	-0.023550692	0.16375222	1.4780533	0.17158816
KMT2C	0.47258051	0.072598115	0.45779192	0.55503421	1.1357554	0.081527533
KMT2C	0.35542846	0.040215875	0.34293763	0.56142695	5.1223177	0.20277456
KMT2C	-0.53031299	0.064642494	-0.5312021	-0.58636737	-0.86714442	-0.070880024
KMT2C	0.89080622	0.10352618	0.87198039	0.96786528	0.74434369	0.080170133
KMT2C	0.43227076	0.33150802	0.37378667	0.48024882	0.14472669	0.090747394
KMT2C	0.54605644	0.49278853	0.45694326	0.37083739	-0.35556642	-0.10182063
KMT2C	0.25127971	0.10493564	0.23575786	0.23303526	-0.1738632	-0.018437352
KMT2C	0.32218739	0.099730364	0.34293259	0.26012059	-0.62234611	-0.09852676
KMT2C	0.093243387	0.13858213	0.10448673	0.50034605	2.9376274	0.38014456
KMT2C	0.27925808	0.094974886	0.26371952	0.32806914	0.51393654	0.048634868
KMT2C	0.58859974	0.60205516	0.47648364	0.52514632	-0.1053947	0.032947919
KMT2C	0.35298665	0.19727924	0.32789182	0.16106452	-0.97284503	-0.18254205
KMT2C	0.60543438	0.57481492	0.50157456	0.56522965	-0.069943791	0.047940329
KMT2C	1.3193359	0.25112951	1.3548856	1.3481913	0.11490246	-0.022409058
KMT2C	0.4891612	0.090233143	0.47133657	0.5021981	0.1444802	0.015146777
KMT2C	0.97624812	0.14702944	1.0053783	1.1671209	1.2981942	0.14602783
KMT2C	0.5750222	0.10681905	0.55307115	0.51258556	-0.58450848	-0.056200346
KMT2C	-0.28563518	0.042029499	-0.28162567	-0.1718528	2.7072028	0.09405811
KMT2C	0.44386523	0.069692523	0.43265757	0.39651028	-0.67948395	-0.051862047
KMT2C	0.7001129	0.22136111	0.71780171	0.85944007	0.71976132	0.1259236
KMT2C	-0.081237841	0.070171471	-0.060508905	0.13641529	3.1017325	0.18120944
KMT2C	-0.17958458	0.10063674	-0.17736481	-0.1893557	-0.097092989	-0.027705648
KMT2C	-0.23591106	0.11429389	-0.21085094	-0.28862166	-0.46118479	-0.09348548
KMT2C	0.12426038	0.10613638	0.12426857	0.14861133	0.22943072	0.0086280003
KMT2C	0.60609498	0.088641911	0.64054065	0.91609629	3.4972318	0.25984089
KMT2C	0.54999583	0.075579574	0.54403979	0.57354226	0.31154485	0.013787711
KMT2C	0.79317192	0.069134337	0.80723466	0.91343156	1.7395067	0.090482148
KMT2C	0.49875349	0.064519087	0.48436557	0.58322209	1.3092033	0.083141764
KMT2C	-0.75104881	0.13955505	-0.7217929	-0.67613851	0.53677958	0.029939634
KMT2C	-0.2530449	0.11071104	-0.23976119	-0.079995142	1.5630759	0.14405129
KMT2C	-0.50765597	0.042511517	-0.50369229	-0.60394161	-2.2649307	-0.11596408
KMT2C	-0.094654935	0.072193024	-0.10669502	0.083209662	2.4637366	0.17418993
KMT2C	1.0387458	0.22274805	1.0970596	1.4545161	1.8665498	0.34174177
KMT2C	-0.5342744	0.12222731	-0.51782092	-0.36475756	1.3868982	0.1373486
KMT2C	0.12727329	0.12723256	0.12498059	0.6598679	4.185993	0.51917255
KMT2C	0.05127176	0.10483446	0.053007658	-0.072975541	-1.1851761	-0.14169795
KMT2C	0.80097366	0.46368108	0.71340781	1.0673371	0.57445405	0.33821457
KMT2C	-0.21409093	0.11082413	-0.19295903	-0.043937227	1.5353489	0.13330705
KMT2C	0.31757267	0.077958265	0.30257393	0.40793143	1.1590658	0.089642745
KMT2C	-0.042284165	0.051461845	-0.034953771	-0.010608634	0.61551488	0.0086303812
KMT2C	-0.086913117	0.060475829	-0.090623959	0.0354537	2.0234004	0.1103629
KMT2C	-0.33451926	0.10062432	-0.31355418	-0.2198745	1.1393345	0.077964923
KMT2C	1.4388842	0.14056216	1.4596245	1.4946911	0.39702662	0.019351864
KMT2C	1.6408476	0.13901263	1.6634812	2.1480843	3.648853	0.46888829
KMT2C	-0.11921304	0.062454665	-0.10770273	-0.030019951	1.4281253	0.061968023
KMT2C	-0.47682125	0.066841371	-0.48817587	-0.36796724	1.6285424	0.10449387
KMT2C	0.75518462	0.081532004	0.74928797	0.89480357	1.7124435	0.12980085
KMT2C	0.42841962	0.051425377	0.42448769	0.45829062	0.58086099	0.018088169
KMT2C	0.65487401	0.13151017	0.68253075	0.64263239	-0.093084991	-0.055613119
KMT2C	-0.082907957	0.072717664	-0.080914462	-0.19688404	-1.5673782	-0.13168433
UBE3C	0.14823752	0.24713214	0.20714529	-0.077768599	-0.91451528	-0.30062864
UBE3C	1.2449953	0.35080061	1.321221	1.0544784	-0.54309181	-0.2824574
ERI1	-0.57440786	0.40984202	-0.62779844	-0.97530112	-0.97816534	-0.36321743
TNKS	0.59187238	0.32302863	0.64384993	0.13941985	-1.4006577	-0.52014483
TNKS	0.99470505	0.30473037	1.0356739	1.1362879	0.46461669	0.084899209
WHSC1L1	-0.22988977	0.11835818	-0.26461687	-0.15751201	0.61151464	0.091390104
WHSC1L1	0.80115163	0.073613941	0.79251562	0.95871606	2.1404156	0.15048569
WHSC1L1	-0.13330753	0.064786153	-0.14323771	-0.16215946	-0.44534099	-0.034636505
WHSC1L1	0.11355262	0.047754687	0.11762287	0.36969204	5.3636498	0.23635441
WHSC1L1	0.41004831	0.11613148	0.41777833	0.37674399	-0.28678119	-0.0567491
WHSC1L1	0.24664067	0.15685596	0.21605614	0.60600026	2.2910165	0.37422936
WHSC1L1	1.2009337	0.061496213	1.2086442	1.2599545	0.95974706	0.035595554
WHSC1L1	-0.063172813	0.10369976	-0.076411513	0.028433153	0.88337684	0.08912991
WHSC1L1	0.16007317	0.045182005	0.1509032	0.070929346	-1.972994	-0.09568861
WHSC1L1	-0.045123725	0.045030903	-0.06203968	-0.22732544	-4.0461483	-0.18100051
WHSC1L1	0.072677695	0.07830843	0.058259581	-0.02169432	-1.2051323	-0.095668657
WHSC1L1	-0.57730508	0.06491564	-0.58993572	-0.62529976	-0.7393393	-0.0510788
WHSC1L1	-0.16821565	0.08847639	-0.17526783	0.030389038	2.2447196	0.18994211
WHSC1L1	-0.45225842	0.064010733	-0.44955216	-0.39344448	0.91881368	0.040392921
WHSC1L1	-0.26967207	0.068702141	-0.25918212	-0.00043761227	3.9188656	0.24302975
WHSC1L1	0.08727317	0.091251778	0.10314226	0.48036029	4.3077201	0.36150327
WHSC1L1	0.0013766848	0.55168518	-0.10246481	-0.069606714	-0.1286665	0.01714334
WHSC1L1	1.0484447	0.20699176	1.0929658	1.3347668	1.3832537	0.22608626
WHSC1L1	-0.20590396	0.15378083	-0.22411603	-0.12907781	0.49958212	0.079323467
WHSC1L1	0.080953031	0.11478438	0.091301119	0.075740115	-0.045414855	-0.03127576
WHSC1L1	0.480169	0.11711848	0.49916548	0.6544196	1.4878148	0.13953937
WHSC1L1	0.58228546	0.040142304	0.58729266	0.68320945	2.5141554	0.080202035
WHSC1L1	0.072809457	0.34434101	0.0029090269	0.14169964	0.20006385	0.12307586
WHSC1L1	0.65332541	0.051952424	0.64075709	0.7602345	2.0578269	0.10376266
WHSC1L1	-0.064097267	0.04577583	-0.0641331	-0.0071686576	1.243639	0.041249686
WHSC1L1	0.71206669	0.10664659	0.73746213	1.0286034	2.9680901	0.27542649
WHSC1L1	0.31565376	0.43297641	0.22850276	0.51123167	0.4517057	0.26701416
FGFR1	0.47848843	0.058828564	0.47557484	0.15684436	-5.4674813	-0.33444524
FGFR1	0.56113391	0.097328998	0.57643508	0.90100408	3.4919724	0.30885425
FGFR1	0.45016376	0.053069527	0.44970155	0.72007317	5.0859585	0.25465687
FGFR1	-0.21437686	0.088200171	-0.20466634	-1.5591288	-15.246591	-1.3701772
FGFR1	0.43769071	0.042629252	0.43582941	0.13224389	-7.1651931	-0.31930028
FGFR1	0.29088897	0.09866572	0.28662883	0.43977441	1.5089886	0.13743083
FGFR1	-0.012986509	0.052258682	-0.0091417162	-0.094539257	-1.5605588	-0.1011123
FGFR1	0.22740316	0.070603792	0.22032538	0.2205613	-0.096904945	-0.015478833
FGFR1	-0.50064274	0.051815474	-0.50892249	-0.67577217	-3.3798674	-0.18256444
FGFR1	-0.16600334	0.11431308	-0.18297184	-0.35757416	-1.6758434	-0.19031708
FGFR1	0.052328883	0.056655984	0.049812459	-0.083796184	-2.40266	-0.1493234
FGFR1	0.47153629	0.059651443	0.46620629	0.32951802	-2.3808019	-0.15240302
FGFR1	-0.18298429	0.052398465	-0.18281498	-0.40619305	-4.259834	-0.23909283
FGFR1	1.2485818	0.079279253	1.2463584	1.2372752	-0.14261698	-0.024797924
FGFR1	0.60494532	0.29801821	0.65601687	0.67428334	0.23266369	0.0025517119
FGFR1	0.11549403	0.29225214	0.18023829	0.82477173	2.4269376	0.62881868
FGFR1	0.14710644	0.14297432	0.12084902	0.24931229	0.71485458	0.11274851
FGFR1	-0.64304672	0.1104917	-0.62958432	-0.95316289	-2.806692	-0.33929333
FGFR1	-0.22373128	0.074587576	-0.21872284	-0.1914241	0.4331442	0.01158398
FGFR1	0.072288878	0.083515318	0.083700738	-0.4185162	-5.876827	-0.5179317
LYN	-0.48541154	0.055562873	-0.48332154	-0.56913341	-1.5067952	-0.10152662
LYN	0.60999892	0.11935995	0.62355387	0.76135957	1.2681025	0.12209094
LYN	-0.18467904	0.12160258	-0.16929549	-0.17411336	0.08688694	-0.02053263
LYN	0.055726876	0.10102195	0.068050034	0.15316859	0.96455985	0.069403803
LYN	-0.088882772	0.11011974	-0.082996828	-0.15282416	-0.58065332	-0.085542093
LYN	0.067559829	0.063439828	0.066295065	0.083186837	0.24632803	0.0011770159
LYN	0.40485375	0.051760691	0.38967476	0.47999917	1.4517856	0.074609658
LYN	-0.21524696	0.089763457	-0.23408347	-0.036619701	1.9899775	0.18174901
LYN	0.26935344	0.12163034	0.28424059	0.32719934	0.47558776	0.027243995
LYN	-0.2255468	0.055187062	-0.22275477	-0.18012077	0.82312828	0.026919246
LYN	0.20887907	0.062324207	0.21396863	0.27630108	1.0817949	0.046617692
LYN	-0.36303887	0.067602847	-0.37672034	-0.36982449	-0.10037475	-0.008818905
PREX2	-0.43616127	0.093423199	-0.44407298	-0.14963566	3.0669642	0.27872256
PREX2	-0.63801689	0.09785995	-0.63357507	-0.56773024	0.71823717	0.050130077
PREX2	0.18854854	0.0847273	0.17539688	0.064275835	-1.4667375	-0.1268358
PREX2	0.40990506	0.12406587	0.42495361	0.57326055	1.3166836	0.13259219
PREX2	-0.4611765	0.12205174	-0.43289594	-0.38382705	0.63374315	0.033354138
PREX2	-0.19431426	0.051936021	-0.20217818	-0.094678248	1.9184375	0.091785176
PREX2	0.030482624	0.054534664	0.028327874	0.099895264	1.2728169	0.055852634
PREX2	0.027705619	0.09689901	0.042275036	0.28841433	2.6905198	0.23042454
PREX2	0.2721094	0.042132381	0.2761309	0.36179942	2.128767	0.069953765
PREX2	0.13615803	0.087549319	0.13306705	0.070887283	-0.74553118	-0.077894523
PREX2	-0.12573313	0.12023273	-0.10425935	0.12079406	2.0504167	0.20933866
PREX2	-0.18398363	0.12719885	-0.17072388	-0.075016289	0.85666923	0.079992835
PREX2	0.78280311	0.18022904	0.82908964	1.0962437	1.7391236	0.2514393
PREX2	-0.090402379	0.10999266	-0.074824633	0.13093804	2.0123199	0.19004792
PREX2	0.044956402	0.12827423	0.065307219	0.16975134	0.97287618	0.08872937
PREX2	0.96819109	0.048668656	0.97250693	0.91345689	-1.1246294	-0.074764796
PREX2	0.24530578	0.12258953	0.26458543	0.29269871	0.38659852	0.012398525
PREX2	0.45604841	0.042475508	0.45045118	0.31514971	-3.3171752	-0.15101623
PREX2	0.36582495	0.13174617	0.39223956	0.59155576	1.7133766	0.18360144
PREX2	-1.0403577	0.087732921	-1.0345566	-0.9180567	1.3940149	0.10078514
PREX2	0.075205239	0.064319072	0.096407368	0.18974648	1.7808286	0.077624358
PREX2	-0.65397252	0.078595493	-0.66051612	-0.74793696	-1.1955449	-0.1031356
PREX2	0.29065015	0.11887401	0.26078521	0.093641246	-1.6572917	-0.18285872
PREX2	-0.0014277862	0.30994593	-0.059544737	0.052312113	0.17338475	0.096142094
PREX2	-0.019549683	0.10940532	-0.028233912	-0.072610594	-0.48499388	-0.060091438
PREX2	-0.44137532	0.093436249	-0.46334187	-0.31246645	1.3796452	0.13516066
PREX2	-0.291302	0.082688157	-0.3071851	-0.47119862	-2.1756032	-0.17972827
PREX2	-0.82889259	0.081860065	-0.81075317	-0.68803026	1.7207698	0.10700815
PREX2	0.27817392	0.096857869	0.29599038	0.3092733	0.32108259	-0.0024318406
PREX2	0.15287683	0.10507262	0.16068813	0.35062205	1.8819862	0.17421916
PREX2	-0.36445631	0.052519481	-0.36251992	-0.40866056	-0.84167343	-0.061855398
PREX2	0.50875331	0.16572486	0.54302006	0.6471518	0.83511002	0.088416986
PREX2	-0.20519907	0.11701587	-0.2270771	-0.15294218	0.44657955	0.058420169
PREX2	0.0032822647	0.19308734	0.045149003	0.20393962	1.0392051	0.14307586
PREX2	0.593376	0.054762929	0.60206033	0.84513813	4.5973094	0.22736304
PREX2	-0.44297485	0.075297725	-0.42114819	-0.24956164	2.5686461	0.15587179
PREX2	2.1888144	0.092319598	2.2006943	2.7957103	6.5738574	0.57930122
PREX2	-0.1730594	0.11173571	-0.17900842	0.071491002	2.1886504	0.23478467
PREX2	-0.90051878	0.11133062	-0.8932911	-0.50013249	3.5963717	0.37744386
PREX2	-0.54083911	0.11813785	-0.52903987	-0.41240614	1.087145	0.10091897
PREX2	-0.7599938	0.13856804	-0.72272591	-0.93134791	-1.2366063	-0.22433676
rs1517114	0.40426904	0.12475719	0.43115701	0.22503058	-1.4366984	-0.22184118
HEY1_fus	-0.28182209	0.26471234	-0.31401817	-0.58545231	-1.1470195	-0.28714889
MMP16	-0.96771947	0.2577579	-0.93184546	-0.91146278	0.218254	0.0046679258
MMP16	0.45828933	0.34926628	0.48229057	0.13225948	-0.93347073	-0.36574584
RIPK2	-1.4805891	0.28950142	-1.4119264	-1.4459716	0.11957633	-0.049759939
RIPK2	-0.20784402	0.31160316	-0.16561344	0.17958394	1.2433377	0.32948262
NBN	0.83052779	0.11842143	0.84061379	1.0598861	1.9367973	0.20355755
NBN	0.1141826	0.12152519	0.13277699	0.27190489	1.2978567	0.12341314
NBN	0.50485845	0.056468144	0.50081284	0.71475081	3.7170047	0.19822321
NBN	0.45563626	0.13034733	0.46379317	0.57069002	0.88267064	0.091182095
NBN	0.60008828	0.20794419	0.63879857	0.98497585	1.8509176	0.33046252
NBN	0.77272851	0.28063588	0.72259052	0.91686885	0.5136205	0.17856357
NBN	0.65509589	0.14042989	0.62549748	0.72932059	0.52855346	0.088108358
NBN	0.44370617	0.054933952	0.43755521	0.54048564	1.7617424	0.087215676
NBN	0.20439372	0.075571817	0.20460853	0.30894596	1.3834819	0.088622674
NBN	0.50301427	0.11082869	0.47928196	0.5149265	0.10748324	0.019929781
NBN	0.78367687	0.063846083	0.78049762	0.9558731	2.6970524	0.15966073
NBN	0.35393482	0.08284844	0.38412729	0.58708381	2.8141628	0.18724177
NBN	-0.030954321	0.10335679	-0.034102896	-0.022171771	0.084973127	-0.0037836312
NBN	-0.040201158	0.06481518	-0.035016783	0.0038719697	0.67998157	0.023173997
NBN	0.62714884	0.16108569	0.6581301	0.8795018	1.5665759	0.20565695
NBN	-0.19924706	0.077657346	-0.17699897	-0.00089788651	2.5541585	0.16038633
NBN	-0.042241578	0.14671896	-0.057249112	0.51808128	3.8190215	0.55961564
TMEM67	-1.266603	0.31187934	-1.2277741	-1.3383868	-0.23016518	-0.12632742
RNF19A	-0.62520741	0.3478746	-0.56625914	-0.71007046	-0.24394726	-0.15952608
RNF19A	-0.53876516	0.34158767	-0.49663318	-0.59940208	-0.17751496	-0.11848366
ANKRD46	-1.1413638	0.27883362	-1.1038548	-1.4711295	-1.1826611	-0.38298943
ANKRD46	0.40777737	0.34209893	0.43964868	0.20925267	-0.58031371	-0.24611077
RAD21	0.20818384	0.082834962	0.17869163	0.11820249	-1.0862726	-0.076203896
RAD21	0.30295442	0.11491657	0.32241083	0.38198304	0.68770432	0.043857455
RAD21	0.43025194	0.072133184	0.44790507	0.53322396	1.4275263	0.069604132
RAD21	0.34444526	0.054063201	0.3416549	0.47794767	2.4693767	0.12057802
RAD21	0.14339305	0.045584195	0.144741	0.11239213	-0.68008046	-0.048063626
RAD21	0.52858364	0.098907334	0.50791439	0.55580617	0.27523268	0.032177025
RAD21	0.21546865	0.10982537	0.23921646	-0.14884152	-3.3171768	-0.40377273
RAD21	-1.0000632	0.070461863	-1.0151007	-0.8942093	1.5022864	0.10517665
RAD21	0.31963072	0.10121399	0.32706685	0.40251757	0.81892676	0.059735959
RAD21	0.37668291	0.10508019	0.36703467	0.51680773	1.3335037	0.1340583
RAD21	-0.45803854	0.12138146	-0.43545883	-0.075694461	3.149938	0.34404961
RAD21	0.2295504	0.075038	0.2328713	0.29955085	0.9328667	0.050964796
RAD21	0.12846178	0.032397437	0.1291473	0.094264694	-1.0555491	-0.050597362
MYC	0.32150911	0.15235414	0.34354597	0.44097786	0.78415162	0.08171713
MYC	-0.20554987	0.429594	-0.28485229	0.042475227	0.57734767	0.31161276
MYC	-0.35917724	0.35216048	-0.42688297	-0.40486506	-0.12973579	0.0063031551
JAK2	0.18905214	0.1064515	0.18117283	0.16341222	-0.24086011	-0.033475366
JAK2	-0.28925614	0.11096704	-0.28302112	-0.25074856	0.34701822	0.016557809
JAK2	-0.029564276	0.059806988	-0.027019858	0.13579622	2.7649025	0.14710132
JAK2	0.047746335	0.057500606	0.047788001	0.033052284	-0.25554603	-0.030450473
JAK2	-0.11405925	0.20944451	-0.14449187	-0.099320444	0.070370937	0.02945667
JAK2	0.44222468	0.088368907	0.44835512	0.43782192	-0.04982251	-0.026247957
JAK2	0.016325333	0.052939384	0.024153913	0.1100709	1.7708096	0.070202236
JAK2	-0.55432329	0.24427571	-0.50846609	-0.11180091	1.8115693	0.38095042
JAK2	0.091212524	0.081617205	0.11304086	0.14075651	0.60702866	0.012000891
JAK2	0.68363396	0.083556842	0.69490043	0.86077202	2.1199707	0.15015683
JAK2	-0.41233094	0.06907061	-0.40108627	-0.38875712	0.34130037	-0.0033856011
JAK2	-0.17852541	0.13065505	-0.14911416	-0.077376613	0.77416676	0.056022791
JAK2	-0.046236877	0.084177475	-0.04834762	0.1216308	1.9942114	0.15426367
JAK2	0.92077216	0.28132727	0.97538	1.4102938	1.7400432	0.41919902
JAK2	0.11462903	0.14993736	0.14340307	0.25733374	0.95176222	0.098215918
JAK2	-0.18127046	0.065724401	-0.1826306	-0.1649855	0.24777653	0.0019303478
JAK2	0.071254652	0.064349545	0.083402384	-0.55585012	-9.7452868	-0.65496726
JAK2	-0.13016758	0.08771521	-0.12064094	-0.060383581	0.79557467	0.044542603
JAK2	-0.42472994	0.082826025	-0.41758724	-0.2124224	2.563295	0.18945008
JAK2	-0.48373059	0.12062681	-0.4587718	-0.28079757	1.6823211	0.16225948
JAK2	-0.29844913	0.11013242	-0.29031657	-0.37636341	-0.70745999	-0.1017616
JAK2	0.39606941	0.066384482	0.39243487	0.30951744	-1.3037982	-0.098632185
JAK2	0.30316608	0.075836941	0.30372747	0.27290701	-0.39900168	-0.046535213
JAK2	-0.39059411	0.059898878	-0.38867103	-0.35160287	0.6509511	0.021353405
CD274	0.27632329	0.13696729	0.30500674	0.54574824	1.9670752	0.22502675
CD274	-0.40764535	0.23153228	-0.44658754	-0.42122597	-0.058655404	0.0096468147
CD274	0.011067692	0.17557657	-0.01603106	0.14512262	0.76351263	0.14543892
CD274	0.40919549	0.11250467	0.40307164	0.37463428	-0.30719804	-0.04415212
CD274	-0.60929213	0.12323041	-0.59871994	-0.68144647	-0.58552379	-0.098441283
CD274	-0.11096943	0.12595261	-0.11160358	-0.17277641	-0.49071616	-0.076887587
PDCD1LG2	-0.64113834	0.12060799	-0.61919562	-1.0065335	-3.0296096	-0.4030526
PDCD1LG2	-0.6517587	0.16879278	-0.6774001	-0.61346585	0.22686307	0.048219492
PDCD1LG2	0.04867519	0.15385881	0.022691233	0.18350271	0.87630679	0.14509672
PDCD1LG2	0.3377974	0.062991771	0.33152559	0.35413105	0.25929821	0.0068907073
PDCD1LG2	0.41340474	0.13762456	0.42815735	0.39330223	-0.14606775	-0.050569876
PDCD1LG2	0.15845158	0.12841293	0.16636579	0.19166492	0.2586448	0.0095843708
KIAA1432	-1.0344903	0.2449765	-1.0078711	-1.4061209	-1.5170049	-0.41396451
KIAA1432	0.52116876	0.32695498	0.5482859	0.48843462	-0.10011819	-0.075566037
CDKN2A	0.25972959	0.11385777	0.26752649	0.2147355	-0.39517805	-0.068505747
CDKN2A	-0.14864829	0.18615773	-0.17325429	0.14377634	1.5708433	0.30131587
CDKN2A	-0.041939216	0.20455913	-0.083348893	0.35495602	1.940247	0.42259015
CDKN2A	0.62415301	0.14355296	0.64446219	-0.0040322906	-4.3759829	-0.66420924
CDKN2A	-0.081500905	0.42990358	-0.16361075	0.17679047	0.60081234	0.32468647
CDKN2A	0.27035906	0.266368	0.2327567	0.3362525	0.24737747	0.087781047
CDKN2A	0.33898677	0.32711048	0.30998745	0.53396742	0.59606972	0.20826522
CDKN2A	-0.3144842	0.18090386	-0.34022338	-0.35735731	-0.2369939	-0.032848688
CDKN2B	0.022525481	0.16761018	-0.024015729	0.16055187	0.82349644	0.16885284
CDKN2B	-0.071703034	0.17683842	-0.10828475	0.23087652	1.711051	0.32344652
C9orf72	0.13391678	0.34671507	0.19643371	0.24822938	0.32970184	0.03608091
FANCG	-0.38989833	0.061294234	-0.37866509	-0.47721573	-1.4245614	-0.11426539
FANCG	0.36085893	0.053988275	0.36985016	0.71252866	6.5138167	0.32696374
FANCG	-0.19109975	0.062565656	-0.19454773	-0.10308805	1.4067095	0.075744924
FANCG	-0.15281106	0.10393111	-0.14446232	0.018319672	1.6465785	0.14706724
FANCG	-0.33210591	0.17835196	-0.36362605	-0.14256539	1.0627331	0.20534591
FANCG	-0.17953309	0.093204995	-0.17314554	-0.14316169	0.39023014	0.014269092
FANCG	0.13141569	0.055626323	0.131759	0.15789848	0.47608372	0.010424721
FANCG	0.11604442	0.07595676	0.10869233	0.38828704	3.5841789	0.26387995
FANCG	0.22935339	0.058153805	0.22705775	0.47726114	4.262967	0.23448863
FANCG	-0.29595258	0.045662589	-0.29446998	-0.20486728	1.9947468	0.073887949
FANCG	0.067287668	0.10384292	0.044751223	0.34969223	2.719536	0.28922625
FANCG	-0.26338577	0.072915499	-0.27354309	-0.10744367	2.1386688	0.15038467
FANCG	-0.27555775	0.1187736	-0.26978028	0.18786706	3.9017493	0.44193258
FANCG	0.26924545	0.11932153	0.28049091	0.61644891	2.909814	0.32024325
PAX5	0.18790829	0.10208114	0.17333238	0.041809927	-1.4311984	-0.14723721
PAX5	0.69666475	0.1293579	0.72120182	1.1053487	3.1593275	0.36843215
PAX5	0.51432147	0.096857549	0.53400326	0.0048962599	-5.2595303	-0.54482176
PAX5	-0.40064929	0.085828755	-0.39633662	-0.30784311	1.0812947	0.072778755
PAX5	-0.054255703	0.10298937	-0.037488144	-0.19510329	-1.3675934	-0.1733299
PAX5	0.048241309	0.061854829	0.04816804	0.074071611	0.41759556	0.010188815
PAX5	0.41123321	0.074457906	0.40066537	0.46996079	0.78873533	0.053580665
PAX5	0.74823261	0.15099066	0.74194704	0.48120492	-1.7685047	-0.27645687
PAX5	0.77688788	0.067992629	0.77231959	0.94712209	2.5037157	0.15908774
