Chr	start	end	gene	depth	R-190115-979857-BLD-101100_BC_E19011812-32-DNA_F1901184313-27_L190118-00002-H6_20190121-C8_panel12_plus_P190121536-1_sample20190121-B3-A00168-log2_ND
chr9	93607681	93607896	SYK	1847	-0.052342107
chr9	93624466	93624638	SYK	1081	-0.29144718
chr9	93626826	93626968	SYK	1622	0.55097837
chr9	93627281	93627430	SYK	1144	-0.17146013
chr9	93629371	93629515	SYK	2320	0.79441494
chr9	93636451	93636604	SYK	1186	-0.1582423
chr9	93636921	93637169	SYK	1942	-0.11860956
chr9	93639826	93640076	SYK	2385	0.13762196
chr9	93641021	93641269	SYK	1512	-0.38244556
chr9	93649996	93650217	SYK	2654	0.42887591
chr9	93650766	93650956	SYK	894	-0.87184835
chr9	93657761	93657911	SYK	1029	-0.38525196
chr9	95051501	95051568	IARS	192	-0.67808174
chr9	97863966	97864179	FANCC	1630	-0.18641496
chr9	97869316	97869572	FANCC	2774	0.49096403
chr9	97872476	97873655	FANCC	5465	-0.78450312
chr9	97873721	97873936	FANCC	1521	-0.058959311
chr9	97876871	97877028	FANCC	1172	-0.1899704
chr9	97879556	97879708	FANCC	802	-0.77008622
chr9	97887346	97887481	FANCC	936	-0.23963977
chr9	97888766	97888918	FANCC	803	-0.57067792
chr9	97897606	97897809	FANCC	1050	-0.50183036
chr9	97905736	97905816	FANCC	982	0.57409316
chr9	97912176	97912384	FANCC	958	-0.90024918
chr9	97933321	97933469	FANCC	990	-0.064120746
chr9	97934296	97934462	FANCC	414	-0.82374709
chr9	98002901	98003037	FANCC	880	0.12047087
chr9	98009681	98009814	FANCC	894	0.1889471
chr9	98011386	98011600	FANCC	1323	-0.36125229
chr9	98209171	98209759	PTCH1	4520	0.16630674
chr9	98211326	98211635	PTCH1	2851	0.44613009
chr9	98212096	98212247	PTCH1	588	-1.2210863
chr9	98215726	98215946	PTCH1	1289	-0.44207347
chr9	98218531	98218716	PTCH1	1263	-0.22998449
chr9	98220271	98220582	PTCH1	2822	0.23236877
chr9	98221846	98222098	PTCH1	2843	0.40885955
chr9	98224116	98224292	PTCH1	2982	0.92401535
chr9	98229366	98229718	PTCH1	3868	0.29529343
chr9	98231001	98231476	PTCH1	5279	0.47507429
chr9	98232071	98232239	PTCH1	774	-0.8202542
chr9	98238291	98238460	PTCH1	988	-0.38054497
chr9	98239016	98239161	PTCH1	1266	0.094383386
chr9	98239796	98240028	PTCH1	1443	-0.35072855
chr9	98240311	98240496	PTCH1	1287	-0.25980715
chr9	98241251	98241475	PTCH1	2264	0.28106453
chr9	98242221	98242398	PTCH1	1493	-0.071917528
chr9	98242641	98242878	PTCH1	2790	0.47393735
chr9	98244191	98244337	PTCH1	1060	-0.12208886
chr9	98244376	98244512	PTCH1	1156	0.45702482
chr9	98247936	98248179	PTCH1	2504	0.28636123
chr9	98256521	98256701	PTCH1	1218	-0.041584963
chr9	98268666	98268905	PTCH1	1902	0.043369284
chr9	98269191	98269732	PTCH1	4260	0.099688835
chr9	98270206	98270309	PTCH1	798	0.10682824
chr9	98270421	98270660	PTCH1	1896	0.25220614
chr9	98270661	98271034	PTCH1	2936	0.18566112
chr9	98278726	98278971	PTCH1	7905	2.1771954
chr9	98278981	98279116	PTCH1	3581	1.7846123
chr9	102588086	102589246	NR4A3_fus	7685	-0.27730593
chr9	102589256	102589530	NR4A3_fus	2123	0.32951936
chr9	102589576	102590347	NR4A3_fus	7499	0.10193702
chr9	115986324	115986393	rs10981694	1936	1.7431641
chr9	115986394	115986472	rs10981694	1684	1.4297987
chr9	116002379	116002527	rs7851395	2037	1.1535389
chr9	125909972	125910042	STRBP	442	0.43687611
chr9	128001037	128001202	rs430397	900	-0.43206761
chr9	128327942	128328009	MAPKAP1	227	-1.5143991
chr9	133589680	133589860	ABL1	1307	-0.25664095
chr9	133710800	133710935	ABL1	725	-0.3305743
chr9	133729425	133729638	ABL1	1894	0.0013787181
chr9	133730160	133730508	ABL1	2349	-0.31621605
chr9	133738125	133738431	ABL1	2122	-0.15772917
chr9	133747485	133747622	ABL1	1656	0.44943169
chr9	133748215	133748439	ABL1	2030	0.20008069
chr9	133750230	133750477	ABL1	2200	0.10721284
chr9	133753770	133753998	ABL1	1918	-0.055621658
chr9	133755415	133755561	ABL1	936	-0.47832966
chr9	133755855	133756070	ABL1	1396	-0.26151775
chr9	133759325	133761110	ABL1	6964	-0.4739584
chr9	135771595	135771983	TSC1	2648	-0.38913841
chr9	135771995	135772165	TSC1	1289	0.015689587
chr9	135772535	135772768	TSC1	2601	0.4310538
chr9	135772780	135772997	TSC1	2074	0.29340435
chr9	135776070	135776253	TSC1	1696	0.096477395
chr9	135776945	135777129	TSC1	1270	-0.33580211
chr9	135777960	135778216	TSC1	3323	0.54706932
chr9	135779005	135779224	TSC1	1539	-0.1852178
chr9	135779735	135779873	TSC1	757	-0.6133066
chr9	135780935	135781552	TSC1	6589	0.37724767
chr9	135782090	135782239	TSC1	832	-0.51178892
chr9	135782640	135782792	TSC1	918	-0.36380621
chr9	135785935	135786114	TSC1	808	-0.85633629
chr9	135786365	135786536	TSC1	580	-1.2762803
chr9	135786810	135786981	TSC1	804	-0.89111255
chr9	135787640	135787857	TSC1	1230	-0.56752459
chr9	135796715	135796853	TSC1	867	-0.26559592
chr9	135797170	135797394	TSC1	1368	-0.40443923
chr9	135798710	135798916	TSC1	618	-1.5056347
chr9	135800950	135801122	TSC1	817	-0.75975754
chr9	135802555	135802703	TSC1	1239	-0.13023782
chr9	135804130	135804369	TSC1	1946	-0.088671561
chr9	139390492	139392023	NOTCH1	7198	-0.3228877
chr9	139393327	139393468	NOTCH1	1294	0.22467119
chr9	139393532	139393751	NOTCH1	1517	0.021741726
chr9	139394982	139395344	NOTCH1	2305	-0.076764793
chr9	139396172	139396385	NOTCH1	1339	-0.10132126
chr9	139396412	139396559	NOTCH1	1280	0.38298549
chr9	139396697	139396976	NOTCH1	891	-1.018875
chr9	139397602	139397822	NOTCH1	771	-0.95414848
chr9	139399092	139399590	NOTCH1	2302	-0.54882393
chr9	139399737	139400365	NOTCH1	2025	-1.0848154
chr9	139400957	139401134	NOTCH1	970	-0.31997011
chr9	139401142	139401465	NOTCH1	1641	-0.35942534
chr9	139401722	139401795	NOTCH1	454	-0.21121635
chr9	139401797	139401906	NOTCH1	459	-0.60805399
chr9	139402377	139402627	NOTCH1	1224	-0.48162444
chr9	139402662	139402868	NOTCH1	983	-0.46800732
chr9	139403292	139403541	NOTCH1	893	-0.95737909
chr9	139404152	139404435	NOTCH1	1719	-0.11011723
chr9	139405077	139405287	NOTCH1	1515	0.1799339
chr9	139405577	139405761	NOTCH1	558	-1.0781717
chr9	139407447	139407619	NOTCH1	531	-1.1957817
chr9	139407812	139408025	NOTCH1	1277	-0.33885013
chr9	139408937	139409191	NOTCH1	1265	-0.466613
chr9	139409712	139409893	NOTCH1	1377	0.14941631
chr9	139409912	139410196	NOTCH1	2255	0.29272549
chr9	139410407	139410550	NOTCH1	704	-0.50098073
chr9	139411702	139411873	NOTCH1	225	-2.2560647
chr9	139412172	139412429	NOTCH1	1410	-0.29583479
chr9	139412557	139412778	NOTCH1	1056	-0.44531998
chr9	139413017	139413300	NOTCH1	1277	-0.56328746
chr9	139413872	139414040	NOTCH1	1339	0.2327396
chr9	139417277	139417660	NOTCH1	1504	-0.75518667
chr9	139418147	139418467	NOTCH1	1307	-0.65078315
chr9	139438437	139438579	NOTCH1	607	-0.70955134
chr9	139440127	139440285	NOTCH1	347	-1.6014568
chr10	8097584	8097860	GATA3	1984	0.19841085
chr10	8100244	8100838	GATA3	5110	0.41172572
chr10	8105924	8106136	GATA3	2858	0.80033391
chr10	8111414	8111600	GATA3	1455	-0.020347971
chr10	8115679	8116026	GATA3	2513	-0.18219782
chr10	11990261	11990327	UPF2	229	-0.40449602
chr10	32311153	32311902	KIF5B_fus	4637	0.21047668
chr10	43572662	43572735	RET	242	-1.1279457
chr10	43572752	43572831	RET	254	-1.1443377
chr10	43595857	43596275	RET	2713	-0.16693786
chr10	43597767	43598113	RET	3225	0.43020047
chr10	43600377	43600697	RET	4197	0.99170978
chr10	43601792	43602040	RET	1182	-0.52039492
chr10	43604447	43604702	RET	2081	0.20751775
chr10	43606627	43607710	RET	9051	0.17398878
chr10	43608222	43609241	RET	4511	-0.64805567
chr10	43609252	43612218	RET	21442	0.90530953
chr10	43613752	43613970	RET	1425	-0.24288388
chr10	43614952	43615241	RET	1523	-0.28257161
chr10	43615497	43615675	RET	1064	-0.42408024
chr10	43617307	43617551	RET	2141	0.048995182
chr10	43619092	43619274	RET	1521	0.10608446
chr10	43620297	43620443	RET	709	-0.75909694
chr10	43621992	43622967	RET	1500	-2.4810618
chr10	43623532	43623739	RET	0.001	-20.595678
chr10	89624192	89624368	PTEN	1987	0.35039328
chr10	89653742	89653889	PTEN	1400	0.86148272
chr10	89685262	89685373	PTEN	655	0.64984011
chr10	89690752	89690894	PTEN	1436	0.9172744
chr10	89692747	89693084	PTEN	3342	0.39912244
chr10	89693182	89693815	PTEN	3633	0.4183705
chr10	89693832	89694429	PTEN	5757	0.89866337
chr10	89694707	89697374	PTEN	20610	1.2863956
chr10	89697387	89699056	PTEN	13114	0.68104081
chr10	89699372	89699435	PTEN	1228	1.5244408
chr10	89699442	89699930	PTEN	4293	1.077599
chr10	89700152	89700382	PTEN	1724	-0.0085617982
chr10	89700387	89702451	PTEN	11547	0.49427621
chr10	89702492	89702562	PTEN	338	-0.080121382
chr10	89702587	89702690	PTEN	469	0.38037859
chr10	89702692	89702810	PTEN	354	-0.28387165
chr10	89702892	89703162	PTEN	1152	-0.43055313
chr10	89703207	89703279	PTEN	264	-0.21821415
chr10	89703282	89703349	PTEN	253	-0.27060273
chr10	89703367	89704273	PTEN	5396	0.40953853
chr10	89704302	89704657	PTEN	4396	0.63832051
chr10	89704722	89705836	PTEN	7344	-0.20231277
chr10	89705852	89705954	PTEN	555	-0.40852419
chr10	89706222	89707089	PTEN	6786	0.072901466
chr10	89707092	89707376	PTEN	1484	-0.49163841
chr10	89707677	89707986	PTEN	1610	-0.22868024
chr10	89708012	89708402	PTEN	2185	0.34667406
chr10	89708712	89709747	PTEN	5351	0.26197959
chr10	89710042	89710383	PTEN	2856	0.76478075
chr10	89710387	89710489	PTEN	758	1.0446746
chr10	89710777	89711979	PTEN	12872	0.8382339
chr10	89717587	89717789	PTEN	1624	0.11156719
chr10	89720642	89721334	PTEN	5805	0.38904225
chr10	89721337	89721616	PTEN	5358	1.3445557
chr10	89721627	89721976	PTEN	4059	1.4960553
chr10	89722342	89722463	PTEN	508	0.22206094
chr10	89722627	89722791	PTEN	1532	0.57311603
chr10	89722827	89724028	PTEN	9220	0.29947011
chr10	89724312	89724519	PTEN	1788	1.1521755
chr10	89724802	89725250	PTEN	1854	-0.30973208
chr10	90750566	90750710	FAS	2750	1.3482905
chr10	90762761	90762972	FAS	1560	-0.10395279
chr10	90767426	90767604	FAS	1718	0.16417949
chr10	90768621	90768789	FAS	1275	0.1610286
chr10	90770251	90770387	FAS	1340	0.60286434
chr10	90770456	90770594	FAS	2273	1.408709
chr10	90771716	90771866	FAS	933	-0.12562947
chr10	90773041	90773181	FAS	1275	1.0922093
chr10	90773851	90774234	FAS	1688	-0.52325362
chr10	95422231	95422299	PDE6C	250	-0.35144051
chr10	96541541	96541676	rs4244285	615	0.22682364
chr10	96798471	96798614	rs1934951	1227	-0.02320642
chr10	96827026	96827096	rs11572080	785	0.24936196
chr10	98928871	98929021	rs2784917	920	-0.32720533
chr10	101620698	101620843	rs12762549	1210	0.076857769
chr10	104263884	104264121	SUFU	2047	0.40698982
chr10	104268904	104269085	SUFU	2627	0.7170747
chr10	104309704	104309880	SUFU	1961	0.34240717
chr10	104339524	104339665	SUFU	668	-0.82360837
chr10	104352304	104352516	SUFU	1759	0.04035495
chr10	104353354	104353511	SUFU	1011	-0.23649043
chr10	104353709	104353854	SUFU	1219	-0.12685078
chr10	104356859	104357082	SUFU	2222	0.36153795
chr10	104359164	104359335	SUFU	1248	-0.029667551
chr10	104374989	104375174	SUFU	1311	-0.16263242
chr10	104377019	104377201	SUFU	2277	0.60889086
chr10	104378794	104379262	SUFU	2770	-0.38185369
chr10	104386909	104387046	SUFU	1007	-0.19450559
chr10	104389784	104389931	SUFU	949	-0.31683722
chr10	104849448	104849698	NT5C2	1896	-0.22128147
chr10	104850333	104850588	NT5C2	1367	-0.72067407
chr10	104850648	104850797	NT5C2	890	-0.397236
chr10	104851273	104851401	NT5C2	588	-0.2189709
chr10	104852868	104853087	NT5C2	1970	0.18553671
chr10	104853678	104853833	NT5C2	1657	0.48765539
chr10	104854068	104854250	NT5C2	937	-0.74932418
chr10	104855643	104855740	NT5C2	435	-0.59217039
chr10	104857008	104857162	NT5C2	802	-0.28890636
chr10	104858633	104858770	NT5C2	579	-0.5019575
chr10	104859658	104859790	NT5C2	610	-0.70350256
chr10	104860758	104860903	NT5C2	455	-0.42715126
chr10	104860953	104861096	NT5C2	737	-0.19093657
chr10	104865053	104865161	NT5C2	225	-0.80701581
chr10	104865433	104865572	NT5C2	662	-0.69493968
chr10	104866318	104866497	NT5C2	647	-1.0842483
chr10	104871453	104871591	NT5C2	378	-1.6918196
chr10	104897903	104898040	rs11598702	1439	0.33452446
chr10	104899118	104899254	NT5C2	441	-0.88193998
chr10	104905763	104906246	NT5C2	3926	0.24591044
chr10	104913023	104913262	NT5C2	914	-0.99630937
chr10	104913293	104913606	NT5C2	1681	-0.40605796
chr10	104934588	104934730	NT5C2	907	-0.28447931
chr10	115805573	115805642	ADRB1	1739	1.5885885
chr10	123239065	123239553	FGFR2	2270	-0.92276299
chr10	123241640	123241712	FGFR2	177	-1.7627093
chr10	123242605	123243039	FGFR2_fus	2381	-0.56471428
chr10	123243190	123243329	FGFR2	702	-0.80206062
chr10	123244880	123245060	FGFR2	1489	-0.043053788
chr10	123246830	123246966	FGFR2	431	-1.4554042
chr10	123247475	123247652	FGFR2	2534	0.94769551
chr10	123256010	123256272	FGFR2	1322	-0.79909668
chr10	123257975	123258163	FGFR2	966	-0.5801616
chr10	123260315	123260496	FGFR2	1301	-0.15742656
chr10	123263280	123263502	FGFR2	1497	-0.40907839
chr10	123274605	123274854	FGFR2	2191	-0.039762633
chr10	123276810	123277007	FGFR2	1184	-0.4011288
chr10	123278170	123278378	FGFR2	975	-0.90396709
chr10	123279470	123279710	FGFR2	2165	0.20739976
chr10	123298080	123298257	FGFR2	1700	0.11678623
chr10	123310775	123310996	FGFR2	2739	0.49385493
chr10	123323975	123324125	FGFR2	689	-0.99571364
chr10	123324930	123325249	FGFR2	2574	-0.037767949
chr10	123353200	123353368	FGFR2	0.001	-20.468054
chr10	124183615	124183687	PLEKHA1	423	0.34817636
chr10	124183700	124183765	PLEKHA1	323	-0.56021311
chr10	124810625	124810705	ACADSB	210	-1.6417366
chr11	532555	532772	HRAS	729	-0.99914355
chr11	533235	533394	HRAS	751	-0.47375098
chr11	533430	533640	HRAS	1986	0.46235258
chr11	533740	533979	HRAS	1681	-0.0039503009
chr11	534190	534303	HRAS	932	0.36297644
chr11	2154189	2154465	IGF2	1577	-0.21156827
chr11	2154724	2154941	IGF2	858	-0.78125863
chr11	2156569	2156782	IGF2	2151	0.5443078
chr11	2158474	2158555	IGF2	468	-0.68462272
chr11	2159434	2159604	IGF2	493	-1.1718596
chr11	2159619	2160238	IGF2	885	-2.1621292
chr11	2161334	2161548	IGF2	1340	-0.33907777
chr11	4141061	4141204	rs183484	936	-0.3073256
chr11	4159376	4159517	rs9937	1031	0.14855397
chr11	8246141	8246291	LMO1	776	-0.76677029
chr11	8248366	8248694	LMO1	2386	0.034818454
chr11	8251816	8252094	LMO1	2576	0.47746068
chr11	8284856	8285143	LMO1	2004	-0.042280843
chr11	8285166	8285453	LMO1	1735	-0.40481423
chr11	8289911	8290054	LMO1	1381	0.46693892
chr11	9459521	9459592	IPO7	471	0.24691936
chr11	18047859	18047941	TPH1	331	-0.94601652
chr11	18047954	18048023	TPH1	335	0.12540902
chr11	32410573	32410753	WT1	2424	0.58900408
chr11	32413493	32413623	WT1	2366	1.2508078
chr11	32414183	32414319	WT1	1342	0.16625953
chr11	32417768	32417990	WT1	1125	-0.72978629
chr11	32421468	32421607	WT1	2275	1.0505281
chr11	32437983	32438135	WT1	1000	-0.38330819
chr11	32439088	32439227	WT1	928	-0.1896615
chr11	32449468	32449625	WT1	551	-0.93906678
chr11	32450013	32450192	WT1	1876	0.64239406
chr11	32452043	32452395	WT1	2088	-0.23602563
chr11	32456223	32456920	WT1	4007	-0.22971873
chr11	48186027	48186105	PTPRJ	357	-0.99988179
chr11	49454877	49454951	FOLH1	623	0.05667616
chr11	49454972	49455039	FOLH1	724	0.65687035
chr11	57472060	57472128	MED19	321	-1.0601824
chr11	63663058	63663135	MARK2	288	-1.2755216
chr11	64571778	64572319	MEN1	3817	0.014507594
chr11	64572473	64572685	MEN1	799	-0.82900478
chr11	64573078	64573257	MEN1	1287	-0.09057755
chr11	64573678	64573851	MEN1	987	-0.33067422
chr11	64574443	64574738	MEN1	1231	-0.83896029
chr11	64574998	64575182	MEN1	947	-0.61643346
chr11	64575338	64575581	MEN1	1167	-0.46393126
chr11	64577088	64577617	MEN1	2846	-0.37237258
chr11	67352613	67352760	rs1695	727	-0.70224109
chr11	67353508	67353653	rs1138272	668	-0.77923259
chr11	69456056	69456308	CCND1	3672	1.0902537
chr11	69457776	69458045	CCND1	1752	-0.019206832
chr11	69458571	69458782	CCND1	874	-0.86394903
chr11	69462726	69462943	CCND1	1891	0.18257715
chr11	69465861	69465967	CCND1	304	-1.0816104
chr11	69465991	69466066	CCND1	361	-0.44617419
chr11	69514001	69514355	FGF19	1914	-0.57975713
chr11	69518001	69518151	FGF19	777	-0.33784872
chr11	69518391	69518667	FGF19	829	-1.1403853
chr11	69588051	69588296	FGF4	2065	0.13188562
chr11	69588756	69588901	FGF4	693	-0.57724677
chr11	69589481	69589864	FGF4	1603	-0.73198742
chr11	69625066	69625489	FGF3	3597	0.22384814
chr11	69631066	69631206	FGF3	838	-0.42199841
chr11	69633456	69633746	FGF3	1103	-0.8001968
chr11	69998456	69998522	ANO1	181	-0.87024808
chr11	94153245	94153321	MRE11A	731	1.2287507
chr11	94163040	94163141	MRE11A	393	0.11671666
chr11	94168960	94169108	MRE11A	1126	0.0012091817
chr11	94170300	94170436	MRE11A	839	0.57101246
chr11	94178945	94179091	MRE11A	837	-0.42139507
chr11	94180350	94180646	MRE11A	3965	0.60588646
chr11	94189390	94189543	MRE11A	964	0.18352801
chr11	94192545	94192773	MRE11A	2949	0.7521267
chr11	94194075	94194209	MRE11A	1145	0.49053145
chr11	94197255	94197421	MRE11A	1127	0.025493181
chr11	94200945	94201075	MRE11A	763	0.050191475
chr11	94203605	94203823	MRE11A	1441	-0.11284995
chr11	94204715	94204961	MRE11A	2607	0.70256114
chr11	94209420	94209600	MRE11A	1473	0.6440793
chr11	94211870	94212082	MRE11A	1025	-0.37381354
chr11	94212810	94212939	MRE11A	408	-0.95409147
chr11	94219055	94219270	MRE11A	1461	0.17860043
chr11	94223965	94224155	MRE11A	1364	0.44658328
chr11	94225785	94225995	MRE11A	1228	-0.081069915
chr11	103418082	103418228	rs716274	1006	-0.27857171
chr11	108098313	108098448	ATM	943	0.2286319
chr11	108098473	108098641	ATM	1424	1.0233102
chr11	108099883	108100086	ATM	642	-0.52466071
chr11	108106388	108106591	ATM	1632	0.48260078
chr11	108114673	108114870	ATM	1279	0.14898946
chr11	108115483	108115767	ATM	2113	0.3334415
chr11	108117198	108117342	ATM	1501	0.61524013
chr11	108117668	108117878	ATM	829	-0.45696102
chr11	108119653	108119861	ATM	1580	0.25042802
chr11	108121418	108121839	ATM	2340	-0.53230965
chr11	108122538	108122786	ATM	2385	0.49348138
chr11	108123518	108123660	ATM	1282	0.68614382
chr11	108124518	108124772	ATM	1155	-0.68564499
chr11	108126918	108127088	ATM	2101	0.939475
chr11	108128173	108128355	ATM	1052	-0.076466736
chr11	108129678	108129820	ATM	2867	1.7564186
chr11	108137873	108138076	ATM	979	-0.59650811
chr11	108139103	108139363	ATM	3627	0.91745713
chr11	108141753	108141888	ATM	1473	0.58474203
chr11	108141968	108142167	ATM	2095	0.64420398
chr11	108143223	108143352	ATM	1527	1.4352039
chr11	108143418	108143602	ATM	1502	0.29937837
chr11	108150193	108150379	ATM	1277	0.024079526
chr11	108151708	108151917	ATM	2122	0.72037535
chr11	108153413	108153622	ATM	1923	1.1687744
chr11	108154943	108155215	ATM	1673	-0.099392345
chr11	108158303	108158474	ATM	1176	0.048473853
chr11	108159678	108159848	ATM	987	-0.00047216333
chr11	108160303	108160538	ATM	2179	1.0409881
chr11	108163323	108163526	ATM	2583	0.80271651
chr11	108164018	108164219	ATM	1412	0.80910749
chr11	108165628	108165800	ATM	1065	0.021751125
chr11	108168003	108168139	ATM	666	-0.5861312
chr11	108170418	108170630	ATM	1389	-0.013455449
chr11	108172343	108172533	ATM	1666	0.52627371
chr11	108173573	108173778	ATM	1056	-0.14809807
chr11	108175373	108175613	ATM	1523	-0.062014965
chr11	108178583	108178739	ATM	1539	0.37067632
chr11	108180853	108181067	ATM	1353	0.23096801
chr11	108183098	108183247	ATM	678	-0.29847879
chr11	108186523	108186656	ATM	2195	1.2650075
chr11	108186708	108186849	ATM	1435	0.34501887
chr11	108188078	108188261	ATM	1039	-0.42370988
chr11	108190658	108190802	ATM	773	-0.097117076
chr11	108191998	108192174	ATM	2578	0.88661766
chr11	108196013	108196286	ATM	902	-1.1774358
chr11	108196763	108196971	ATM	1703	0.10003286
chr11	108198348	108198516	ATM	1280	0.007363755
chr11	108199723	108199991	ATM	1534	-0.19536652
chr11	108200918	108201171	ATM	2239	0.19213362
chr11	108202148	108202316	ATM	1150	0.056685525
chr11	108202573	108202795	ATM	1271	-0.10067831
chr11	108203478	108203648	ATM	1242	0.25953763
chr11	108204573	108204717	ATM	1098	0.5065327
chr11	108205663	108205849	ATM	1093	-0.35476558
chr11	108206548	108206716	ATM	675	-0.77183279
chr11	108213923	108214125	ATM	2007	0.4433479
chr11	108216448	108216669	ATM	2617	0.97366969
chr11	108217993	108218130	ATM	840	0.39022372
chr11	108224468	108224637	ATM	2041	0.6536905
chr11	108225488	108225628	ATM	714	-0.24543846
chr11	108235783	108235966	ATM	2331	0.71753226
chr11	108236028	108236268	ATM	2546	0.43646098
chr11	111741031	111741107	ALG9	304	-1.1610046
chr11	111741121	111741192	ALG9	264	-1.0973762
chr11	111957631	111957734	SDHD	1622	1.3705246
chr11	111958546	111958631	SDHD	1007	0.43942107
chr11	111958661	111958746	SDHD	1090	0.46692957
chr11	111959561	111959777	SDHD	1344	-0.51188745
chr11	111961746	111961902	SDHD	2583	1.428669
chr11	111965516	111965667	SDHD	1026	-0.4216209
chr11	118255583	118255659	LOC100131626	764	0.3154865
chr11	118255678	118255753	LOC100131626	464	0.58042239
chr11	118307198	118307395	KMT2A	2248	0.82554587
chr11	118307423	118307688	KMT2A	2056	0.2081258
chr11	118339468	118339598	KMT2A	1366	0.5556826
chr11	118342353	118344067	KMT2A	12329	0.025503741
chr11	118344078	118345049	KMT2A	7989	-0.057551368
chr11	118347493	118347710	KMT2A	1619	-0.22330755
chr11	118348648	118348946	KMT2A	2816	0.10909792
chr11	118350848	118350979	KMT2A	1564	0.94280544
chr11	118352438	118352815	KMT2A	3870	0.21534944
chr11	118353093	118353202	KMT2A	1031	0.36730814
chr11	118354873	118355049	KMT2A	1640	0.19313095
chr11	118355543	118355729	KMT2A	3060	0.89185469
chr11	118359293	118359511	KMT2A	3595	0.98115057
chr11	118360478	118360624	KMT2A	1922	0.6170782
chr11	118360833	118361001	KMT2A	1803	0.34873682
chr11	118361878	118362056	KMT2A	2105	0.58217573
chr11	118362423	118362673	KMT2A	2372	0.080375318
chr11	118363738	118363958	KMT2A	1207	-0.64463007
chr11	118364978	118365153	KMT2A	800	-0.37604461
chr11	118365373	118365504	KMT2A	1669	1.4259026
chr11	118366393	118366642	KMT2A	1469	-0.61673485
chr11	118366943	118367105	KMT2A	974	-0.46641064
chr11	118368628	118368809	KMT2A	1517	0.11319328
chr11	118369053	118369269	KMT2A	942	-0.85692915
chr11	118369993	118370170	KMT2A	1892	0.46712305
chr11	118370508	118370659	KMT2A	794	-0.56597417
chr11	118371678	118371895	KMT2A	1299	-0.5669063
chr11	118372363	118372606	KMT2A	2018	0.018841219
chr11	118373088	118377395	KMT2A	26275	1.0032175
chr11	118378208	118378349	KMT2A	844	-0.56835391
chr11	118379808	118379938	KMT2A	1258	0.51277993
chr11	118380633	118380856	KMT2A	1180	-0.52860133
chr11	118382623	118382765	KMT2A	1429	0.22882042
chr11	118390303	118390548	KMT2A	2552	0.23704459
chr11	118390648	118390794	KMT2A	1490	0.24678101
chr11	118391483	118391615	KMT2A	284	-1.7438963
chr11	118391968	118392154	KMT2A	2320	0.49459428
chr11	118392578	118392901	KMT2A	3129	0.14345147
chr11	118916993	118917065	HYOU1	385	-0.64573187
chr11	119077093	119077241	CBL	800	-0.36882276
chr11	119077253	119077358	CBL	918	0.51730868
chr11	119103128	119103444	CBL	1732	-0.45424738
chr11	119142418	119142625	CBL	1226	-0.30734196
chr11	119144548	119144759	CBL	1401	-0.39872691
chr11	119145508	119145691	CBL	2338	0.61265308
chr11	119146683	119146862	CBL	1962	0.31422784
chr11	119148438	119148576	CBL	1031	-0.063039827
chr11	119148868	119149047	CBL	870	-0.61676324
chr11	119149198	119149333	CBL	1503	0.35933974
chr11	119149363	119149467	CBL	859	0.19682263
chr11	119155643	119155836	CBL	4379	1.4252988
chr11	119155863	119156290	CBL	6501	0.75138298
chr11	119158533	119158679	CBL	1491	0.3524101
chr11	119167603	119167777	CBL	1592	0.084491801
chr11	119168058	119168216	CBL	658	-0.98773533
chr11	119169043	119169290	CBL	2238	0.051510911
chr11	119170183	119170531	CBL	2293	-0.43328629
chr11	125496615	125496769	CHEK1	3129	1.2113253
chr11	125497480	125497752	CHEK1	1296	-0.19465259
chr11	125499080	125499221	CHEK1	1621	0.58317077
chr11	125499245	125499380	CHEK1	1329	0.62066873
chr11	125503030	125503276	CHEK1	1923	0.088795079
chr11	125505300	125505375	CHEK1	934	0.48226155
chr11	125505380	125505450	CHEK1	908	0.9045098
chr11	125507320	125507454	CHEK1	749	-0.049873011
chr11	125513665	125513832	CHEK1	1433	0.20584947
chr11	125513950	125514177	CHEK1	1888	0.041929944
chr11	125514385	125514555	CHEK1	1467	0.21297883
chr11	125523605	125523745	CHEK1	1417	0.81628705
chr11	125525095	125525236	CHEK1	853	-0.4236582
chr12	394594	394841	KDM5A	3754	0.82170022
chr12	401899	402351	KDM5A	5985	0.68474891
chr12	404709	404980	KDM5A	2511	0.14976179
chr12	406184	406398	KDM5A	1265	-0.37270763
chr12	416079	416292	KDM5A	1058	-0.73890243
chr12	416594	417188	KDM5A	6116	0.26068545
chr12	418939	419144	KDM5A	2160	0.47323612
chr12	420029	420271	KDM5A	2141	0.053196937
chr12	422194	422369	KDM5A	1468	0.072385723
chr12	427249	427664	KDM5A	2992	-0.35097824
chr12	430139	430311	KDM5A	1154	-0.21025096
chr12	431554	431771	KDM5A	1675	0.0332638
chr12	432224	432359	KDM5A	545	-0.94484449
chr12	432744	432983	KDM5A	802	-1.2041484
chr12	437979	438218	KDM5A	1423	-0.41320515
chr12	440959	441134	KDM5A	705	-1.1097864
chr12	442624	442843	KDM5A	1291	-0.56421499
chr12	443379	443623	KDM5A	925	-1.0083514
chr12	459759	459963	KDM5A	1618	0.068103124
chr12	461339	461516	KDM5A	773	-0.77934471
chr12	463214	463417	KDM5A	817	-0.85752671
chr12	464294	464427	KDM5A	1629	0.71981157
