gene	mean_log2ND	std_log2ND	median_log2ND	R-181105-501025-BLD-485154_BC_E18110806-2-DNA_F1811082897-14_L181108-00003-A3_20181110-C8_panel12_P181110411-2_sample20181110-nextseq-TPNB500304-log2_ND	R-RZ	R-CopyRatio
MET	0.11934406	0.17590884	0.077369234	0.86685254	4.2494083	0.73938125
MET	0.68598247	0.098769799	0.70076436	0.7694831	0.84540647	0.018616675
MET	0.45092941	0.59937395	0.33833726	0.4626115	0.019490491	0.074172181
MET	-0.2012933	0.23746375	-0.25364361	-0.17687882	0.10281351	0.026662729
MET	0.65329801	0.6032216	0.5265466	1.2509473	0.99076237	0.67429861
MET	0.65154323	0.21874094	0.60546803	1.8601523	5.5252989	1.2045822
MET	0.79563609	0.5999213	0.68821222	0.68649061	-0.181933	-0.051823675
MET	0.51153866	0.26581954	0.46779274	0.64185809	0.49025526	0.12396329
MET	2.3308496	0.32470743	2.3339948	4.270055	5.972162	1.8859581
MET	1.1697697	0.58763748	1.0701974	1.2570017	0.14844518	0.13670219
MET	0.73209616	0.5815183	0.62241204	0.85135908	0.20508885	0.17884497
MET	0.32750866	0.37649557	0.2575619	0.666855	0.9013289	0.35919104
MET	0.10413845	0.56004134	0	0.021014656	-0.14842439	-0.029087406
MET	0.35368895	0.48159015	0.26220005	0.2844016	-0.14387203	-0.027900515
MET	0.93913305	0.085412696	0.92664278	0.36109166	-6.7676284	-0.61565318
MET	0.3002216	0.5791113	0.19456752	0.62673938	0.5638256	0.3820698
MET	0.037882626	0.37789568	-0.031732161	0.32326455	0.75518706	0.30489465
MET	1.4042157	0.11162905	1.410259	2.5050189	9.8612607	1.0446578
MET	0.83097822	0.054474019	0.82635215	0.63544268	-3.5895193	-0.24101153
MET	0.94035105	0.19616352	0.97710746	0.96671474	0.13439651	-0.060494779
MET	0.44509492	0.47655573	0.35674925	0.52649752	0.17081444	0.11964621
MET	0.79868965	0.060527379	0.79129777	1.0139491	3.556398	0.17254927
MET	-0.064650017	0.1264468	-0.075614662	-0.1883207	-0.97804521	-0.1628081
MET	0.47926225	0.11642707	0.50933059	-0.10215409	-4.9938244	-0.66158674
MET	0.18319515	0.083912428	0.17336252	0.43140937	2.958015	0.20794479
MET	-0.80929218	0.061651891	-0.80034778	-0.49601122	5.0814493	0.2542345
MET	0.41047114	0.060737555	0.41806801	0.37402337	-0.60008619	-0.0941467
MET	0.080997895	0.10441617	0.096714563	-0.097041591	-1.705095	-0.24385822
MET	0.16140937	0.15039791	0.14599048	0.38492618	1.4861696	0.18883363
SMO	-0.45162502	0.30554986	-0.3932053	-1.0069391	-1.8174255	-0.6638359
SMO	-0.48344177	0.15912375	-0.51495954	-0.78205578	-1.876615	-0.3171983
SMO	-0.062335992	0.084760592	-0.078103758	-0.29526257	-2.7480528	-0.26726087
SMO	-0.28590876	0.092805286	-0.30084173	-0.12945	1.685882	0.12128967
SMO	0.082853077	0.053249934	0.069878316	0.20979741	2.383934	0.08981703
SMO	0.69145738	0.12914578	0.67139777	0.71000806	0.1436414	-0.011491771
SMO	0.75869389	0.056040292	0.74679743	0.82991341	1.2708628	0.033013918
SMO	-0.35702739	0.073734968	-0.3403767	-0.14689301	2.8498606	0.14338163
SMO	0.39390101	0.047226667	0.40443794	0.61718515	4.7279251	0.16264515
SMO	-0.7757149	0.097870175	-0.80357342	-0.47753372	3.0467012	0.27593764
SMO	-0.75160331	0.047638465	-0.75488466	-0.50000788	5.2813504	0.20477472
SMO	-0.26453643	0.056954096	-0.25913566	-0.1667332	1.7172291	0.042300401
SMO	0.32346215	0.12966115	0.34763268	0.22686704	-0.74498117	-0.17086771
SMO	0.31329473	0.18720221	0.27931875	0.023314473	-1.5490215	-0.30610634
CALD1	-0.38837455	0.31988309	-0.34030105	-1.4782351	-3.4070588	-1.1880361
TRIM24	-1.2086575	0.25305958	-1.1631184	-1.5938997	-1.5223381	-0.4808834
BRAF	1.3029669	0.58851643	1.1867845	1.6284037	0.55297822	0.39151711
BRAF	0.11700658	0.44571054	0.033411595	0.30718935	0.4266957	0.22367569
BRAF	0.54505482	0.21263209	0.50071657	0.45818721	-0.40853479	-0.092631417
BRAF	0.70613251	0.49874924	0.61309811	0.96481515	0.51866273	0.30161498
BRAF	0.43400691	0.11223758	0.42024704	0.83263816	3.5516736	0.36228906
BRAF	-0.032555057	0.43557961	-0.1120825	0.067484561	0.22967011	0.129465
BRAF	-0.39454399	0.42791385	-0.48453424	0.044576582	1.0261892	0.47900876
BRAF	-0.071729599	0.06460415	-0.05863777	-0.15663523	-1.3142443	-0.14809953
BRAF	-0.53585638	0.10674185	-0.5038986	-1.0009677	-4.3573478	-0.5471712
BRAF	0.27941692	0.10923017	0.30122529	-0.38590342	-6.0909943	-0.73723077
BRAF	-0.35138283	0.076377223	-0.36429303	-1.1163206	-10.01526	-0.80212963
BRAF	-0.038582237	0.10589609	-0.022357564	0.20609917	2.3105802	0.17835467
BRAF	-0.33936686	0.083401958	-0.33951004	0.16887943	6.0939372	0.45828741
BRAF	0.29578824	0.12283825	0.3195715	-0.69082048	-8.0317712	-1.060494
BRAF	0.14170995	0.053142739	0.14491432	-0.45017665	-11.137676	-0.64519303
BRAF	0.52533455	0.082373689	0.53281834	-0.41175662	-11.376098	-0.99467702
BRAF	0.16172666	0.094645689	0.17999017	-0.16366318	-3.4379785	-0.39375542
BRAF	0.40142841	0.036739055	0.40353535	-0.0016942301	-10.972591	-0.45533164
BRAF	0.21827247	0.085861361	0.23558683	-0.25947017	-5.5641167	-0.54515906
BRAF	-0.26856128	0.050567374	-0.28352764	-0.022425309	4.8674857	0.21100027
BRAF	-0.41251688	0.12058702	-0.39146417	-0.483209	-0.58623326	-0.14184689
BRAF	-0.24592212	0.13877929	-0.20823886	-1.5097044	-9.1064184	-1.3515676
BRAF	0.3500631	0.17163261	0.31607757	0.081481377	-1.5648642	-0.28469826
BRAF	0.091847993	0.14799791	0.11118314	-1.3135718	-9.4962141	-1.474857
BRAF	-1.1290992	0.12641669	-1.1535331	-1.5281214	-3.1564046	-0.42469039
EZH2	-0.066462851	0.13043481	-0.033227374	-0.6383041	-4.3841153	-0.65517878
EZH2	-0.049133274	0.10804344	-0.033701664	0.44742238	4.595889	0.43102199
EZH2	0.12604159	0.10376515	0.13405654	0.9476714	7.9181672	0.7635128
EZH2	-0.50035476	0.1513144	-0.50378958	0.25476274	4.9903876	0.70845026
EZH2	-0.08755141	0.094954723	-0.063460706	0.087915838	1.8479044	0.10127448
EZH2	-0.0061132364	0.079566715	-0.014546708	-0.067710156	-0.77415436	-0.10326551
EZH2	-0.25714712	0.085265254	-0.26475904	0.28185714	6.3214995	0.49651412
EZH2	-0.36972921	0.1144852	-0.37189063	0.24501206	5.3696135	0.56680063
EZH2	-0.32395466	0.070823644	-0.31377619	-0.2336989	1.2743732	0.029975223
EZH2	0.23779539	0.046027056	0.23308242	0.36665165	2.7995763	0.083467164
EZH2	0.7022423	0.14944728	0.68910496	0.26600674	-2.918993	-0.47320028
EZH2	0.72477463	0.094951787	0.7396086	0.95695553	2.4452504	0.16724486
EZH2	0.37145572	0.094917407	0.34550557	0.36189793	-0.10069585	-0.033709701
EZH2	0.11418903	0.14827672	0.14810303	-0.42772601	-3.6547547	-0.6259311
EZH2	0.24489383	0.066195947	0.24782317	0.32746773	1.2474162	0.029542495
EZH2	0.15730547	0.11628299	0.18016334	-0.80698698	-8.2926355	-1.0372524
EZH2	-0.27492891	0.089364805	-0.27076857	-0.53822281	-2.9462818	-0.3175563
EZH2	0.4071512	0.060627232	0.40881708	0.44778451	0.67021556	-0.011134628
EZH2	0.61616494	0.057672655	0.61856911	0.94424731	5.6886989	0.27557614
EZH2	-0.15372313	0.091337637	-0.13524157	-0.44363351	-3.1740516	-0.358494
KMT2C	0.26801121	0.090038154	0.28336367	0.45430171	2.0690173	0.12083598
KMT2C	0.68778587	0.049106246	0.69757282	0.97639605	5.87726	0.22872116
KMT2C	-0.10709775	0.11442149	-0.10393495	0.2578127	3.1891776	0.31164559
KMT2C	0.36589885	0.044991513	0.35984599	0.63166595	5.9070496	0.2217179
KMT2C	0.22164007	0.077647965	0.20993499	0.53862486	4.0823322	0.27858781
KMT2C	-0.075523137	0.060110229	-0.089523119	0.0643984	2.3277492	0.10381946
KMT2C	-0.4941662	0.066144204	-0.48919349	-0.68967141	-2.9557421	-0.25057998
KMT2C	-0.082263573	0.52754741	-0.17745649	-0.39452662	-0.59191466	-0.26717219
KMT2C	-0.14759005	0.051194554	-0.1417352	-0.23791065	-1.7642618	-0.14627751
KMT2C	0.14836897	0.04752361	0.1425352	0.46866573	6.7397397	0.27602847
KMT2C	-0.086242877	0.14565964	-0.11396698	-0.21423514	-0.87870779	-0.15037022
KMT2C	0.063846139	0.058355134	0.073386088	0.36481745	5.1575807	0.2413293
KMT2C	-0.0011436921	0.1115629	-0.023550692	0.11471904	1.0385418	0.088167672
KMT2C	0.47258051	0.072598115	0.45779192	-0.061162641	-7.3520249	-0.56905662
KMT2C	0.35542846	0.040215875	0.34293763	0.54946203	4.8248004	0.15642234
KMT2C	-0.53031299	0.064642494	-0.5312021	-0.95960817	-6.6410677	-0.47850813
KMT2C	0.89080622	0.10352618	0.87198039	1.0901631	1.9256667	0.16808068
KMT2C	0.43227076	0.33150802	0.37378667	0.065499244	-1.106373	-0.35838949
KMT2C	0.54605644	0.49278853	0.45694326	0.079707697	-0.94634659	-0.42733763
KMT2C	0.25127971	0.10493564	0.23575786	0.40248513	1.4409348	0.1166252
KMT2C	0.32218739	0.099730364	0.34293259	0.9541191	6.3364024	0.56108445
KMT2C	0.093243387	0.13858213	0.10448673	0.15600392	0.45287609	0.0014151278
KMT2C	0.27925808	0.094974886	0.26371952	0.63825903	3.7799566	0.32443745
KMT2C	0.58859974	0.60205516	0.47648364	0.21306533	-0.62375415	-0.31352037
KMT2C	0.35298665	0.19727924	0.32789182	-0.10719075	-2.3326195	-0.48518463
KMT2C	0.60543438	0.57481492	0.50157456	0.22525562	-0.66139333	-0.326421
KMT2C	1.3193359	0.25112951	1.3548856	2.4309134	4.4263117	1.0259257
KMT2C	0.4891612	0.090233143	0.47133657	0.65104606	1.7940732	0.12960743
KMT2C	0.97624812	0.14702944	1.0053783	1.1273489	1.0276905	0.071868519
KMT2C	0.5750222	0.10681905	0.55307115	0.35283646	-2.0800198	-0.25033676
KMT2C	-0.28563518	0.042029499	-0.28162567	-0.36498942	-1.8880607	-0.13346582
KMT2C	0.44386523	0.069692523	0.43265757	0.41338464	-0.43735815	-0.069374995
KMT2C	0.7001129	0.22136111	0.71780171	1.3984972	3.154955	0.63059347
KMT2C	-0.081237841	0.070171471	-0.060508905	-1.1753658	-15.592205	-1.1649589
KMT2C	-0.17958458	0.10063674	-0.17736481	0.05727357	2.3535952	0.18453632
KMT2C	-0.23591106	0.11429389	-0.21085094	-0.17121348	0.56606329	-0.010464607
KMT2C	0.12426038	0.10613638	0.12426857	-0.82693065	-8.9619698	-1.0013013
KMT2C	0.60609498	0.088641911	0.64054065	-0.92495699	-17.272326	-1.6155997
KMT2C	0.54999583	0.075579574	0.54403979	0.077328009	-6.2539096	-0.51681384
KMT2C	0.79317192	0.069134337	0.80723466	0.070591968	-10.451824	-0.78674475
KMT2C	0.49875349	0.064519087	0.48436557	0.5796676	1.2541113	0.045199973
KMT2C	-0.75104881	0.13955505	-0.7217929	-1.040336	-2.0729251	-0.36864514
KMT2C	-0.2530449	0.11071104	-0.23976119	-0.25750144	-0.040253801	-0.067842312
KMT2C	-0.50765597	0.042511517	-0.50369229	-0.74245036	-5.5230773	-0.28886013
KMT2C	-0.094654935	0.072193024	-0.10669502	-0.29928836	-2.8345319	-0.24269541
KMT2C	1.0387458	0.22274805	1.0970596	-0.42128095	-6.5546107	-1.5684426
KMT2C	-0.5342744	0.12222731	-0.51782092	-1.4496373	-7.489021	-0.98191843
KMT2C	0.12727329	0.12723256	0.12498059	-0.82945256	-7.5195048	-1.0045352
KMT2C	0.05127176	0.10483446	0.053007658	-0.51857034	-5.4356373	-0.62168006
KMT2C	0.80097366	0.46368108	0.71340781	0.7424201	-0.12627982	-0.021089777
KMT2C	-0.21409093	0.11082413	-0.19295903	-0.91216535	-6.2989389	-0.76930838
KMT2C	0.31757267	0.077958265	0.30257393	0.34790102	0.3890332	-0.0047749684
KMT2C	-0.042284165	0.051461845	-0.034953771	0.091430322	2.5983228	0.076282031
KMT2C	-0.086913117	0.060475829	-0.090623959	-0.21261106	-2.0784824	-0.17208916
KMT2C	-0.33451926	0.10062432	-0.31355418	-0.39949696	-0.6457455	-0.13604484
KMT2C	1.4388842	0.14056216	1.4596245	1.5345775	0.68078992	0.024850939
KMT2C	1.6408476	0.13901263	1.6634812	1.2908928	-2.5174318	-0.42269048
KMT2C	-0.11921304	0.062454665	-0.10770273	0.042985623	2.5970624	0.10058629
KMT2C	-0.47682125	0.066841371	-0.48817587	-1.003828	-7.8844402	-0.56575424
KMT2C	0.75518462	0.081532004	0.74928797	0.40769356	-4.2620204	-0.39169647
KMT2C	0.42841962	0.051425377	0.42448769	0.43624037	0.15207949	-0.038349387
KMT2C	0.65487401	0.13151017	0.68253075	-0.15199038	-6.1353764	-0.88462319
KMT2C	-0.082907957	0.072717664	-0.080914462	-0.176513	-1.2872394	-0.1457006
UBE3C	0.14823752	0.24713214	0.20714529	-0.214239	-1.4667316	-0.47148635
UBE3C	1.2449953	0.35080061	1.321221	1.8720606	1.7875263	0.50073755
ERI1	-0.57440786	0.40984202	-0.62779844	0.5436547	2.728033	1.1213511
TNKS	0.59187238	0.32302863	0.64384993	0.50570032	-0.26676292	-0.18825167
TNKS	0.99470505	0.30473037	1.0356739	1.5294729	1.7548887	0.44369696
WHSC1L1	-0.22988977	0.11835818	-0.26461687	-0.27914681	-0.41616929	-0.064632002
WHSC1L1	0.80115163	0.073613941	0.79251562	1.0636856	3.5663627	0.22106796
WHSC1L1	-0.13330753	0.064786153	-0.14323771	-0.14451874	-0.17304952	-0.051383094
WHSC1L1	0.11355262	0.047754687	0.11762287	0.16133014	1.0004781	-0.0063947924
WHSC1L1	0.41004831	0.11613148	0.41777833	0.77493539	3.1420169	0.307055
WHSC1L1	0.24664067	0.15685596	0.21605614	0.2138069	-0.20932433	-0.0523513
WHSC1L1	1.2009337	0.061496213	1.2086442	0.77415994	-6.9398381	-0.48458632
WHSC1L1	-0.063172813	0.10369976	-0.076411513	-0.12980743	-0.64257254	-0.10349798
WHSC1L1	0.16007317	0.045182005	0.1509032	0.32372583	3.6220762	0.12272057
WHSC1L1	-0.045123725	0.045030903	-0.06203968	0.17768222	4.9478453	0.18961984
WHSC1L1	0.072677695	0.07830843	0.058259581	0.93858053	11.057594	0.83021889
WHSC1L1	-0.57730508	0.06491564	-0.58993572	-0.3535614	3.4466838	0.18627226
WHSC1L1	-0.16821565	0.08847639	-0.17526783	-0.30155465	-1.5070574	-0.17638888
WHSC1L1	-0.45225842	0.064010733	-0.44955216	-0.23452493	3.4015153	0.16492516
WHSC1L1	-0.26967207	0.068702141	-0.25918212	-0.65179943	-5.5620881	-0.44271937
WHSC1L1	0.08727317	0.091251778	0.10314226	-0.34809227	-4.7710351	-0.50133659
WHSC1L1	0.0013766848	0.55168518	-0.10246481	0.26055903	0.46980117	0.31292177
WHSC1L1	1.0484447	0.20699176	1.0929658	1.5278231	2.3159299	0.38475525
WHSC1L1	-0.20590396	0.15378083	-0.22411603	-0.19077361	0.09838907	-0.016759639
WHSC1L1	0.080953031	0.11478438	0.091301119	0.70826888	5.4651674	0.5668657
WHSC1L1	0.480169	0.11711848	0.49916548	-0.10705805	-5.0139572	-0.65632559
WHSC1L1	0.58228546	0.040142304	0.58729266	0.64543823	1.5732224	0.0080435107
WHSC1L1	0.072809457	0.34434101	0.0029090269	0.13510892	0.18092375	0.082097835
WHSC1L1	0.65332541	0.051952424	0.64075709	1.0237161	7.1294202	0.33285692
WHSC1L1	-0.064097267	0.04577583	-0.0641331	-0.56250671	-10.888048	-0.54847567
WHSC1L1	0.71206669	0.10664659	0.73746213	-0.53527457	-11.696026	-1.3228388
WHSC1L1	0.31565376	0.43297641	0.22850276	0.3632518	0.10993219	0.084646982
FGFR1	0.47848843	0.058828564	0.47557484	-0.021550678	-8.4999373	-0.54722758
FGFR1	0.56113391	0.097328998	0.57643508	0.86945546	3.1678283	0.24291832
FGFR1	0.45016376	0.053069527	0.44970155	0.5698679	2.2556097	0.070064289
FGFR1	-0.21437686	0.088200171	-0.20466634	-0.94413367	-8.2738707	-0.78956939
FGFR1	0.43769071	0.042629252	0.43582941	0.43182359	-0.13763131	-0.054107882
FGFR1	0.29088897	0.09866572	0.28662883	0.32641434	0.36005789	-0.010316551
FGFR1	-0.012986509	0.052258682	-0.0091417162	0.27674169	5.544116	0.23578134
FGFR1	0.22740316	0.070603792	0.22032538	0.31049786	1.1769156	0.040070421
FGFR1	-0.50064274	0.051815474	-0.50892249	-0.52587621	-0.48698706	-0.067055777
FGFR1	-0.16600334	0.11431308	-0.18297184	0.0013125426	1.4636635	0.13418232
FGFR1	0.052328883	0.056655984	0.049812459	0.21106269	2.8017129	0.11114816
FGFR1	0.47153629	0.059651443	0.46620629	0.5111516	0.66411324	-0.0051567487
FGFR1	-0.18298429	0.052398465	-0.18281498	-0.076209199	2.0377523	0.056503719
FGFR1	1.2485818	0.079279253	1.2463584	1.199597	-0.61787695	-0.096863485
FGFR1	0.60494532	0.29801821	0.65601687	0.83178729	0.76116814	0.12566835
FGFR1	0.11549403	0.29225214	0.18023829	0.41245844	1.016124	0.18211809
FGFR1	0.14710644	0.14297432	0.12084902	0.19574887	0.34021795	0.024797788
FGFR1	-0.64304672	0.1104917	-0.62958432	-0.54615495	0.8769145	0.033327312
FGFR1	-0.22373128	0.074587576	-0.21872284	-0.1181435	1.4156215	0.050477273
FGFR1	0.072288878	0.083515318	0.083700738	-0.43264084	-6.0459534	-0.56644364
LYN	-0.48541154	0.055562873	-0.48332154	-0.20644722	5.0206964	0.22677226
LYN	0.60999892	0.11935995	0.62355387	1.138512	4.4278933	0.46485612
LYN	-0.18467904	0.12160258	-0.16929549	0.18080695	3.0055776	0.30000038
LYN	0.055726876	0.10102195	0.068050034	0.014790823	-0.40521939	-0.10336127
LYN	-0.088882772	0.11011974	-0.082996828	0.30701898	3.5951933	0.33991375
LYN	0.067559829	0.063439828	0.066295065	-0.41177516	-7.5557423	-0.52817229
LYN	0.40485375	0.051760691	0.38967476	0.29165483	-2.1869668	-0.14812199
LYN	-0.21524696	0.089763457	-0.23408347	-0.14365078	0.79760942	0.040330627
LYN	0.26935344	0.12163034	0.28424059	0.68851032	3.4461539	0.35416766
LYN	-0.2255468	0.055187062	-0.22275477	-0.33133855	-1.9169665	-0.15868584
LYN	0.20887907	0.062324207	0.21396863	0.19359619	-0.24521578	-0.070474501
LYN	-0.36303887	0.067602847	-0.37672034	-0.25817763	1.5511364	0.068440644
PREX2	-0.43616127	0.093423199	-0.44407298	-0.42221961	0.14923125	-0.028248691
PREX2	-0.63801689	0.09785995	-0.63357507	-0.44281325	1.9947245	0.14065976
PREX2	0.18854854	0.0847273	0.17539688	0.86612736	7.9971723	0.64062842
PREX2	0.40990506	0.12406587	0.42495361	0.73104533	2.5884659	0.25598966
PREX2	-0.4611765	0.12205174	-0.43289594	-0.74249003	-2.3048712	-0.35969616
PREX2	-0.19431426	0.051936021	-0.20217818	-0.10640323	1.6926794	0.045672889
PREX2	0.030482624	0.054534664	0.028327874	0.45576803	7.7984419	0.3773381
PREX2	0.027705619	0.09689901	0.042275036	-0.15972152	-1.9342523	-0.25209862
PREX2	0.2721094	0.042132381	0.2761309	0.29390628	0.51734273	-0.032326681
PREX2	0.13615803	0.087549319	0.13306705	0.25925135	1.4059883	0.076082237
PREX2	-0.12573313	0.12023273	-0.10425935	-0.097358599	0.23599673	-0.043201311
PREX2	-0.18398363	0.12719885	-0.17072388	-0.61629118	-3.398675	-0.49566936
PREX2	0.78280311	0.18022904	0.82908964	-2.6902645	-19.2703	-3.5694562
PREX2	-0.090402379	0.10999266	-0.074824633	0.093423396	1.6712549	0.11814597
PREX2	0.044956402	0.12827423	0.065307219	0.11866683	0.57463158	0.0032575452
PREX2	0.96819109	0.048668656	0.97250693	1.9691712	20.567244	0.94656222
PREX2	0.24530578	0.12258953	0.26458543	0.45634487	1.7215099	0.14165738
PREX2	0.45604841	0.042475508	0.45045118	0.56449487	2.5531527	0.063941624
PREX2	0.36582495	0.13174617	0.39223956	0.30754923	-0.4423333	-0.13479239
PREX2	-1.0403577	0.087732921	-1.0345566	-1.1679852	-1.4547271	-0.18353062
PREX2	0.075205239	0.064319072	0.096407368	-0.14031823	-3.3508485	-0.28682766
PREX2	-0.65397252	0.078595493	-0.66051612	-0.7674419	-1.4437136	-0.15702785
PREX2	0.29065015	0.11887401	0.26078521	0.47489629	1.5499279	0.16400902
PREX2	-0.0014277862	0.30994593	-0.059544737	-0.3596455	-1.1557426	-0.35020282
PREX2	-0.019549683	0.10940532	-0.028233912	0.43866487	4.1882292	0.41679672
PREX2	-0.44137532	0.093436249	-0.46334187	-1.0069879	-6.0534595	-0.59374806
PREX2	-0.291302	0.082688157	-0.3071851	-0.50213436	-2.5497286	-0.24505132
PREX2	-0.82889259	0.081860065	-0.81075317	-0.8465801	-0.21607011	-0.085928995
PREX2	0.27817392	0.096857869	0.29599038	0.13940073	-1.4327509	-0.20669172
PREX2	0.15287683	0.10507262	0.16068813	-0.57401377	-6.9179831	-0.78480397
PREX2	-0.36445631	0.052519481	-0.36251992	-0.14229744	4.2300279	0.17012042
PREX2	0.50875331	0.16572486	0.54302006	0.40993864	-0.59625736	-0.18318348
PREX2	-0.20519907	0.11701587	-0.2270771	-0.22350717	-0.15645822	-0.046532127
PREX2	0.0032822647	0.19308734	0.045149003	-2.0788002	-10.783112	-2.1740512
PREX2	0.593376	0.054762929	0.60206033	-0.48903415	-19.765381	-1.1411965
PREX2	-0.44297485	0.075297725	-0.42114819	-1.4496922	-13.369824	-1.0786461
PREX2	2.1888144	0.092319598	2.2006943	2.2315945	0.46339147	-0.019201847
PREX2	-0.1730594	0.11173571	-0.17900842	-0.37999085	-1.8519724	-0.25108449
PREX2	-0.90051878	0.11133062	-0.8932911	-0.98634095	-0.77087658	-0.14315191
PREX2	-0.54083911	0.11813785	-0.52903987	-0.66348928	-1.0381954	-0.18455147
PREX2	-0.7599938	0.13856804	-0.72272591	-1.1482248	-2.8017352	-0.47560091
rs1517114	0.40426904	0.12475719	0.43115701	0.2548274	-1.19786	-0.22643167
HEY1_fus	-0.28182209	0.26471234	-0.31401817	-0.1365395	0.54883196	0.12737661
MMP16	-0.96771947	0.2577579	-0.93184546	-1.9575253	-3.8400602	-1.0757819
MMP16	0.45828933	0.34926628	0.48229057	0.80444919	0.99110587	0.27205656
RIPK2	-1.4805891	0.28950142	-1.4119264	-3.5909226	-7.2895444	-2.2290982
RIPK2	-0.20784402	0.31160316	-0.16561344	-0.47758618	-0.86565925	-0.3620748
NBN	0.83052779	0.11842143	0.84061379	0.033409364	-6.7312008	-0.85730649
NBN	0.1141826	0.12152519	0.13277699	0.30413033	1.5630318	0.12125128
NBN	0.50485845	0.056468144	0.50081284	0.10600164	-7.0633951	-0.44491326
NBN	0.45563626	0.13034733	0.46379317	-0.7643845	-9.359768	-1.2782797
NBN	0.60008828	0.20794419	0.63879857	0.66421796	0.30839851	-0.024682674
NBN	0.77272851	0.28063588	0.72259052	0.73868558	-0.12130642	-0.034007006
NBN	0.65509589	0.14042989	0.62549748	0.79945489	1.0279792	0.12385535
NBN	0.44370617	0.054933952	0.43755521	0.80856499	6.6417727	0.32090772
NBN	0.20439372	0.075571817	0.20460853	0.64751925	5.8636347	0.39280866
NBN	0.50301427	0.11082869	0.47928196	1.1953068	6.24651	0.66592277
NBN	0.78367687	0.063846083	0.78049762	0.79752085	0.2168337	-0.033078829
NBN	0.35393482	0.08284844	0.38412729	-0.14323624	-6.0009707	-0.5774656
NBN	-0.030954321	0.10335679	-0.034102896	-1.2604668	-11.895807	-1.2764659
NBN	-0.040201158	0.06481518	-0.035016783	0.45869485	7.6972094	0.44360957
NBN	0.62714884	0.16108569	0.6581301	0.72660034	0.61738261	0.018368183
NBN	-0.19924706	0.077657346	-0.17699897	-0.35239588	-1.9721099	-0.22549897
NBN	-0.042241578	0.14671896	-0.057249112	-0.056315033	-0.095921177	-0.049167983
TMEM67	-1.266603	0.31187934	-1.2277741	-2.125966	-2.7554341	-0.94829391
RNF19A	-0.62520741	0.3478746	-0.56625914	-1.6981562	-3.0842974	-1.1819991
RNF19A	-0.53876516	0.34158767	-0.49663318	-1.2671771	-2.1324304	-0.82064599
ANKRD46	-1.1413638	0.27883362	-1.1038548	-1.527047	-1.383202	-0.47329428
ANKRD46	0.40777737	0.34209893	0.43964868	1.9732827	4.5761771	1.4835319
RAD21	0.20818384	0.082834962	0.17869163	0.84445687	7.6812136	0.61566318
RAD21	0.30295442	0.11491657	0.32241083	-0.24343746	-4.7546831	-0.61595035
RAD21	0.43025194	0.072133184	0.44790507	-0.61473545	-14.486916	-1.1127426
RAD21	0.34444526	0.054063201	0.3416549	0.24529477	-1.8339738	-0.14646219
RAD21	0.14339305	0.045584195	0.144741	-0.41299105	-12.205636	-0.60783411
RAD21	0.52858364	0.098907334	0.50791439	1.1482961	6.2655864	0.59027963
RAD21	0.21546865	0.10982537	0.23921646	-0.26825212	-4.4044538	-0.55757064
RAD21	-1.0000632	0.070461863	-1.0151007	-1.2655498	-3.7678056	-0.30055116
RAD21	0.31963072	0.10121399	0.32706685	-0.44574996	-7.5620049	-0.82291888
RAD21	0.37668291	0.10508019	0.36703467	-0.33013167	-6.7264303	-0.7472684
RAD21	-0.45803854	0.12138146	-0.43545883	-1.1357931	-5.5836748	-0.75043637
RAD21	0.2295504	0.075038	0.2328713	0.39421696	2.1944423	0.1112436
RAD21	0.12846178	0.032397437	0.1291473	-0.20733896	-10.36504	-0.38658832
MYC	0.32150911	0.15235414	0.34354597	0.57561207	1.6678441	0.18196404
MYC	-0.20554987	0.429594	-0.28485229	-0.41652315	-0.49109922	-0.18177292
MYC	-0.35917724	0.35216048	-0.42688297	-0.4994299	-0.3982635	-0.122649
JAK2	0.18905214	0.1064515	0.18117283	0.21928433	0.2839997	-0.011990558
JAK2	-0.28925614	0.11096704	-0.28302112	-1.8343146	-13.92358	-1.6013955
JAK2	-0.029564276	0.059806988	-0.027019858	-0.16379196	-2.2443478	-0.18687416
JAK2	0.047746335	0.057500606	0.047788001	0.071530631	0.41363557	-0.026359432
JAK2	-0.11405925	0.20944451	-0.14449187	-0.29771632	-0.87687699	-0.20332651
JAK2	0.44222468	0.088368907	0.44835512	-0.90234815	-15.215452	-1.4008053
JAK2	0.016325333	0.052939384	0.024153913	-0.56535541	-10.987675	-0.63961138
JAK2	-0.55432329	0.24427571	-0.50846609	-2.2224433	-6.8288413	-1.7640793
JAK2	0.091212524	0.081617205	0.11304086	-0.093814176	-2.2670061	-0.2569571
JAK2	0.68363396	0.083556842	0.69490043	-0.42242929	-13.237255	-1.1674318
JAK2	-0.41233094	0.06907061	-0.40108627	-0.62563977	-3.088272	-0.27465556
JAK2	-0.17852541	0.13065505	-0.14911416	-0.49363053	-2.4117331	-0.39461843
JAK2	-0.046236877	0.084177475	-0.04834762	-1.0264024	-11.644036	-1.0281569
JAK2	0.92077216	0.28132727	0.97538	0.95407253	0.1183688	-0.07140953
JAK2	0.11462903	0.14993736	0.14340307	-0.66207088	-5.1801627	-0.85557602
JAK2	-0.18127046	0.065724401	-0.1826306	-0.38371037	-3.0801332	-0.25118183
JAK2	0.071254652	0.064349545	0.083402384	-0.75673912	-12.867127	-0.89024357
