Chr	start	end	gene	depth	R-181110-535748-BLD-521005_BC_E18111112-3-DNA_F1811112948-16_L181111-00002-A5_20181113-C12_panel12_P181114419-3_sample20181114-A3-A00168-log2_ND
chr9	87513888	87514159	NTRK2	734	1.1904413
chr9	87514178	87514376	NTRK2	833	3.4051269
chr9	87514383	87516092	NTRK2	12322	0.5786441
chr9	87516423	87516811	NTRK2	1576	0.68031146
chr9	87517133	87517473	NTRK2	1580	1.7558077
chr9	87517478	87518020	NTRK2	2568	0.80401448
chr9	87518028	87518542	NTRK2	1734	0.50839032
chr9	87518668	87519883	NTRK2	1674	0.41812669
chr9	87519888	87520197	NTRK2	1717	0.084277047
chr9	87520213	87522592	NTRK2	11487	0.84851605
chr9	87522618	87523000	NTRK2	1546	0.90842752
chr9	87523028	87523366	NTRK2	848	1.0075949
chr9	87523373	87523528	NTRK2	210	2.0881807
chr9	87523538	87524095	NTRK2	1060	0.37124841
chr9	87524108	87524403	NTRK2	760	1.452562
chr9	87524518	87524717	NTRK2	449	2.4239307
chr9	87524778	87525148	NTRK2	496	1.7135808
chr9	87525153	87525471	NTRK2	1737	0.032175079
chr9	87525493	87526567	NTRK2	1040	0.62136522
chr9	87526688	87526780	NTRK2	203	2.8803011
chr9	87526803	87526980	NTRK2	177	1.4673792
chr9	87526988	87527268	NTRK2	209	1.2295309
chr9	87527278	87527377	NTRK2	181	2.1328158
chr9	87527403	87527535	NTRK2	402	3.2894772
chr9	87527818	87527997	NTRK2	324	2.3966805
chr9	87528023	87528170	NTRK2	289	2.1930972
chr9	87528178	87528623	NTRK2	364	0.9751778
chr9	87528628	87528760	NTRK2	173	0.76974218
chr9	87528808	87529075	NTRK2	513	2.4593535
chr9	87529088	87529825	NTRK2	5742	1.4197286
chr9	87530018	87530281	NTRK2	2847	0.16118149
chr9	87530283	87530535	NTRK2	2833	0.28774818
chr9	87530558	87531555	NTRK2	3777	-0.42466688
chr9	87531563	87536904	NTRK2	36142	2.2108553
chr9	87536923	87538563	NTRK2	10672	0.8868551
chr9	87538848	87538990	NTRK2	808	0.76096727
chr9	87539208	87540088	NTRK2	10275	0.2152832
chr9	87540123	87540995	NTRK2	8861	-0.39022297
chr9	87541458	87542226	NTRK2	2038	1.248946
chr9	87542238	87543974	NTRK2	3177	0.65660017
chr9	87543978	87544481	NTRK2	2099	1.6043488
chr9	87544763	87546048	NTRK2	8972	-0.52486325
chr9	87546348	87546620	NTRK2	661	1.5315287
chr9	87546643	87547405	NTRK2	993	-0.2390817
chr9	87547408	87549243	NTRK2	12444	0.36175884
chr9	87563343	87563559	NTRK2	1900	-0.15756571
chr9	87570173	87570454	NTRK2	1949	-0.46265524
chr9	87635088	87635305	NTRK2	1874	-0.16001188
chr9	87636133	87636383	NTRK2	2002	-0.24904056
chr9	93606156	93606614	SYK	4144	-0.3646679
chr9	93607681	93607896	SYK	1426	-0.45560032
chr9	93624466	93624638	SYK	1177	-0.42359226
chr9	93626826	93626968	SYK	665	1.36513
chr9	93627281	93627430	SYK	1286	0.65095529
chr9	93629371	93629515	SYK	996	0.15643453
chr9	93636451	93636604	SYK	864	-0.30377698
chr9	93636921	93637169	SYK	1629	-0.52638478
chr9	93639826	93640076	SYK	2210	0.24341957
chr9	93641021	93641269	SYK	955	0.30880851
chr9	93649996	93650217	SYK	1845	-0.11662877
chr9	93650766	93650956	SYK	848	-0.59266406
chr9	93657761	93657911	SYK	934	-0.4072712
chr9	95051501	95051568	IARS	29	0.15316407
chr9	97863966	97864179	FANCC	2047	0.12641771
chr9	97869316	97869572	FANCC	3073	0.27611635
chr9	97872476	97873655	FANCC	3749	-0.69290367
chr9	97873721	97873936	FANCC	1552	-0.38903151
chr9	97876871	97877028	FANCC	1092	-0.22977072
chr9	97879556	97879708	FANCC	566	-0.96837402
chr9	97887346	97887481	FANCC	946	0.32655186
chr9	97888766	97888918	FANCC	535	0.63957384
chr9	97897606	97897809	FANCC	574	0.16404363
chr9	97905736	97905816	FANCC	271	0.10425033
chr9	97912176	97912384	FANCC	2046	0.08987366
chr9	97933321	97933469	FANCC	60	-1.3844582
chr9	97934296	97934462	FANCC	62	0.24595407
chr9	98002901	98003037	FANCC	64	-0.39394117
chr9	98009681	98009814	FANCC	53	-0.90248742
chr9	98011386	98011600	FANCC	1106	0.13944107
chr9	98209171	98209759	PTCH1	4847	-0.5367269
chr9	98211326	98211635	PTCH1	2579	-0.23388355
chr9	98212096	98212247	PTCH1	1114	-0.23641015
chr9	98215726	98215946	PTCH1	1434	-0.55967222
chr9	98218531	98218716	PTCH1	1368	-0.26394836
chr9	98220271	98220582	PTCH1	2874	-0.15916528
chr9	98221846	98222098	PTCH1	2639	0.12332829
chr9	98224116	98224292	PTCH1	2825	0.75805807
chr9	98229366	98229718	PTCH1	3823	0.31256849
chr9	98231001	98231476	PTCH1	4616	-0.34548649
chr9	98232071	98232239	PTCH1	1366	0.75239147
chr9	98238291	98238460	PTCH1	1598	0.12360419
chr9	98239016	98239161	PTCH1	1374	1.5582931
chr9	98239796	98240028	PTCH1	1386	-0.66712489
chr9	98240311	98240496	PTCH1	2041	0.29351714
chr9	98241251	98241475	PTCH1	2645	0.26759027
chr9	98242221	98242398	PTCH1	1417	0.23583078
chr9	98242641	98242878	PTCH1	2100	-0.03837662
chr9	98244191	98244337	PTCH1	347	0.13407542
chr9	98244376	98244512	PTCH1	233	1.2132683
chr9	98247936	98248179	PTCH1	2323	0.38506852
chr9	98256521	98256701	PTCH1	1633	0.050444283
chr9	98268666	98268905	PTCH1	2541	0.18272484
chr9	98269191	98269732	PTCH1	4771	-0.55783522
chr9	98270206	98270309	PTCH1	1074	0.30084851
chr9	98270421	98270660	PTCH1	1476	-0.24414637
chr9	98270661	98271034	PTCH1	2157	-0.60667151
chr9	98278726	98278971	PTCH1	5360	1.283434
chr9	98278981	98279116	PTCH1	2581	1.0452004
chr9	102588086	102589246	NR4A3_fus	4734	-0.35723704
chr9	102589256	102589530	NR4A3_fus	1366	2.5527741
chr9	102589576	102590347	NR4A3_fus	7731	-0.12182364
chr9	115986324	115986393	rs10981694	227	0.56649401
chr9	115986394	115986472	rs10981694	288	1.0433706
chr9	116002379	116002527	rs7851395	280	1.7229684
chr9	125909972	125910042	STRBP	42	0.71556398
chr9	128001037	128001202	rs430397	395	0.48701278
chr9	128327942	128328009	MAPKAP1	38	-3.7826944
chr9	133589680	133589860	ABL1	1347	-0.046954075
chr9	133710800	133710935	ABL1	1375	0.22804087
chr9	133729425	133729638	ABL1	1798	-0.11330307
chr9	133730160	133730508	ABL1	2555	-0.58449313
chr9	133738125	133738431	ABL1	3209	-0.0029699551
chr9	133747485	133747622	ABL1	1092	-0.11475754
chr9	133748215	133748439	ABL1	2693	0.32070348
chr9	133750230	133750477	ABL1	3754	0.69195246
chr9	133753770	133753998	ABL1	2194	0.060883277
chr9	133755415	133755561	ABL1	1410	0.25764607
chr9	133755855	133756070	ABL1	1954	-0.10891595
chr9	133759325	133761110	ABL1	12184	-0.75251079
chr9	135771595	135771983	TSC1	4707	0.036785245
chr9	135771995	135772165	TSC1	2348	0.64429222
chr9	135772535	135772768	TSC1	2944	1.2008231
chr9	135772780	135772997	TSC1	1420	0.65247198
chr9	135776070	135776253	TSC1	1880	0.29151531
chr9	135776945	135777129	TSC1	1948	0.28555204
chr9	135777960	135778216	TSC1	2251	0.28095144
chr9	135779005	135779224	TSC1	1756	-0.26600439
chr9	135779735	135779873	TSC1	876	0.064394451
chr9	135780935	135781552	TSC1	8613	0.083500978
chr9	135782090	135782239	TSC1	368	-0.01838884
chr9	135782640	135782792	TSC1	305	-0.16827905
chr9	135785935	135786114	TSC1	808	-1.0512503
chr9	135786365	135786536	TSC1	750	-0.14410002
chr9	135786810	135786981	TSC1	991	-0.58130308
chr9	135787640	135787857	TSC1	1059	-0.21096264
chr9	135796715	135796853	TSC1	325	0.38829264
chr9	135797170	135797394	TSC1	1060	-0.074804534
chr9	135798710	135798916	TSC1	1285	-0.020635721
chr9	135800950	135801122	TSC1	499	-0.65015842
chr9	135802555	135802703	TSC1	851	-0.093377368
chr9	135804130	135804369	TSC1	1472	-0.5433715
chr9	139390492	139392023	NOTCH1	12658	-0.46269989
chr9	139393327	139393468	NOTCH1	2156	0.76431691
chr9	139393532	139393751	NOTCH1	2411	0.34316807
chr9	139394982	139395344	NOTCH1	3568	0.099473225
chr9	139396172	139396385	NOTCH1	2200	0.22841579
chr9	139396412	139396559	NOTCH1	1783	0.78496717
chr9	139396697	139396976	NOTCH1	1409	-0.57775721
chr9	139397602	139397822	NOTCH1	1585	-0.31318713
chr9	139399092	139399590	NOTCH1	3853	-0.37014356
chr9	139399737	139400365	NOTCH1	4736	-0.63295629
chr9	139400957	139401134	NOTCH1	1788	0.29621181
chr9	139401142	139401465	NOTCH1	2672	-0.114074
chr9	139401722	139401795	NOTCH1	676	-0.090048307
chr9	139401797	139401906	NOTCH1	789	-0.053112481
chr9	139402377	139402627	NOTCH1	2193	0.078770401
chr9	139402662	139402868	NOTCH1	1832	0.091120052
chr9	139403292	139403541	NOTCH1	1567	-0.45299436
chr9	139404152	139404435	NOTCH1	2882	0.18073109
chr9	139405077	139405287	NOTCH1	1817	0.26249125
chr9	139405577	139405761	NOTCH1	1160	-0.13176921
chr9	139407447	139407619	NOTCH1	1251	-0.29675371
chr9	139407812	139408025	NOTCH1	2304	0.162615
chr9	139408937	139409191	NOTCH1	2458	0.12593915
chr9	139409712	139409893	NOTCH1	2180	0.51893556
chr9	139409912	139410196	NOTCH1	3653	0.73394978
chr9	139410407	139410550	NOTCH1	1116	-0.087287102
chr9	139411702	139411873	NOTCH1	1012	-0.30160557
chr9	139412172	139412429	NOTCH1	2174	0.023104047
chr9	139412557	139412778	NOTCH1	1918	0.17819038
chr9	139413017	139413300	NOTCH1	3475	0.38998443
chr9	139413872	139414040	NOTCH1	2159	0.67302801
chr9	139417277	139417660	NOTCH1	2279	-0.5840479
chr9	139418147	139418467	NOTCH1	2146	-0.32528012
chr9	139438437	139438579	NOTCH1	694	-0.73055846
chr9	139440127	139440285	NOTCH1	268	-1.9463449
chr10	8097584	8097860	GATA3	2404	0.2805834
chr10	8100244	8100838	GATA3	6207	0.052978104
chr10	8105924	8106136	GATA3	2333	0.17773419
chr10	8111414	8111600	GATA3	2297	0.47281051
chr10	8115679	8116026	GATA3	4459	0.25453716
chr10	11990261	11990327	UPF2	52	0.98328261
chr10	32311153	32311902	KIF5B_fus	847	0.63084042
chr10	43572662	43572735	RET	190	-1.7271139
chr10	43572752	43572831	RET	188	-1.7462957
chr10	43595857	43596275	RET	4217	-0.1671197
chr10	43597767	43598113	RET	4252	0.27412015
chr10	43600377	43600697	RET	3195	0.27284371
chr10	43601792	43602040	RET	1489	-0.52527861
chr10	43604447	43604702	RET	2414	-0.013018963
chr10	43606627	43607710	RET	12663	-0.31519517
chr10	43608222	43609241	RET	7913	-0.84527458
chr10	43609252	43612218	RET	28107	0.32728498
chr10	43613752	43613970	RET	1731	-0.29646359
chr10	43614952	43615241	RET	2105	-0.23719016
chr10	43615497	43615675	RET	1650	-0.035383803
chr10	43617307	43617551	RET	2213	0.28297526
chr10	43619092	43619274	RET	1737	0.062017394
chr10	43620297	43620443	RET	913	-0.44933462
chr10	43621992	43622967	RET	8958	-0.52499764
chr10	43623532	43623739	RET	1806	1.4669333
chr10	89624192	89624368	PTEN	1434	0.27417731
chr10	89653742	89653889	PTEN	35	-0.77067889
chr10	89685262	89685373	PTEN	18	-0.80753918
chr10	89690752	89690894	PTEN	26	-1.2792494
chr10	89692747	89693084	PTEN	244	-1.3005246
chr10	89693182	89693815	PTEN	251	-0.2796985
chr10	89693832	89694429	PTEN	606	0.65034936
chr10	89694707	89697374	PTEN	2927	1.1591351
chr10	89697387	89699056	PTEN	2165	0.77733715
chr10	89699372	89699435	PTEN	185	2.0665153
chr10	89699442	89699930	PTEN	431	1.0519338
chr10	89700152	89700382	PTEN	415	-0.12992916
chr10	89700387	89702451	PTEN	1240	-0.03509174
chr10	89702492	89702562	PTEN	38	0.39755524
chr10	89702587	89702690	PTEN	37	0.39926596
chr10	89702692	89702810	PTEN	39	0.29778961
chr10	89702892	89703162	PTEN	92	-0.81170755
chr10	89703207	89703279	PTEN	14	-0.90390641
chr10	89703282	89703349	PTEN	11	-1.2342665
chr10	89703367	89704273	PTEN	535	0.096122331
chr10	89704302	89704657	PTEN	1061	0.22302272
chr10	89704722	89705836	PTEN	5891	0.36159586
chr10	89705852	89705954	PTEN	903	1.2093636
chr10	89706222	89707089	PTEN	2374	0.14159787
chr10	89707092	89707376	PTEN	1110	0.94335916
chr10	89707677	89707986	PTEN	261	0.050344544
chr10	89708012	89708402	PTEN	463	1.4858488
chr10	89708712	89709747	PTEN	578	0.10837616
chr10	89710042	89710383	PTEN	520	1.7457316
chr10	89710387	89710489	PTEN	93	1.722466
chr10	89710777	89711979	PTEN	3445	1.5231249
chr10	89717587	89717789	PTEN	337	-0.95754527
chr10	89720642	89721334	PTEN	1318	0.61889524
chr10	89721337	89721616	PTEN	1050	0.15901657
chr10	89721627	89721976	PTEN	443	1.8173822
chr10	89722342	89722463	PTEN	65	0.96802594
chr10	89722627	89722791	PTEN	222	0.86146297
chr10	89722827	89724028	PTEN	1353	-0.10671526
chr10	89724312	89724519	PTEN	458	2.8357079
chr10	89724802	89725250	PTEN	242	0.037885736
chr10	90750566	90750710	FAS	1529	0.29059957
chr10	90762761	90762972	FAS	846	0.034835485
chr10	90767426	90767604	FAS	990	-0.36479509
chr10	90768621	90768789	FAS	757	1.9545592
chr10	90770251	90770387	FAS	229	1.0217438
chr10	90770456	90770594	FAS	329	1.585579
chr10	90771716	90771866	FAS	84	-0.6900231
chr10	90773041	90773181	FAS	49	0.14579925
chr10	90773851	90774234	FAS	175	-1.0134054
chr10	95422231	95422299	PDE6C	25	-0.10676443
chr10	96541541	96541676	rs4244285	30	-0.42603795
chr10	96798471	96798614	rs1934951	718	-0.20993385
chr10	96827026	96827096	rs11572080	568	-0.39430046
chr10	98928871	98929021	rs2784917	653	-0.92361076
chr10	101620698	101620843	rs12762549	492	0.91576765
chr10	104263884	104264121	SUFU	2137	0.3076693
chr10	104268904	104269085	SUFU	2347	0.54275745
chr10	104309704	104309880	SUFU	1832	0.16976659
chr10	104339524	104339665	SUFU	576	-0.066750133
chr10	104352304	104352516	SUFU	1767	-0.22434555
chr10	104353354	104353511	SUFU	887	-0.59925988
chr10	104353709	104353854	SUFU	1595	0.35003161
chr10	104356859	104357082	SUFU	2156	-0.0026033166
chr10	104359164	104359335	SUFU	1407	-0.088588912
chr10	104374989	104375174	SUFU	1440	-0.19156785
chr10	104377019	104377201	SUFU	1943	0.22527715
chr10	104378794	104379262	SUFU	4525	-0.32598045
chr10	104386909	104387046	SUFU	837	0.085869636
chr10	104389784	104389931	SUFU	1183	-0.085617174
chr10	104849448	104849698	NT5C2	2517	0.16634085
chr10	104850333	104850588	NT5C2	1497	-0.20558187
chr10	104850648	104850797	NT5C2	380	0.54832772
chr10	104851273	104851401	NT5C2	136	0.76553475
chr10	104852868	104853087	NT5C2	1118	0.65737357
chr10	104853678	104853833	NT5C2	942	1.4649712
chr10	104854068	104854250	NT5C2	748	-0.78590165
chr10	104855643	104855740	NT5C2	72	-0.91684772
chr10	104857008	104857162	NT5C2	63	-0.87243744
chr10	104858633	104858770	NT5C2	62	-0.40869196
chr10	104859658	104859790	NT5C2	269	-0.79392725
chr10	104860758	104860903	NT5C2	54	0.35088827
chr10	104860953	104861096	NT5C2	27	-1.4466281
chr10	104865053	104865161	NT5C2	5	-2.6684128
chr10	104865433	104865572	NT5C2	43	-3.1352428
chr10	104866318	104866497	NT5C2	122	-1.5450004
chr10	104871453	104871591	NT5C2	402	-1.1066123
chr10	104897903	104898040	rs11598702	519	-0.33153043
chr10	104899118	104899254	NT5C2	38	-1.1319298
chr10	104905763	104906246	NT5C2	840	0.15831358
chr10	104913023	104913262	NT5C2	511	0.066521608
chr10	104913293	104913606	NT5C2	828	0.84199182
chr10	104934588	104934730	NT5C2	133	-0.97792934
chr10	115805573	115805642	ADRB1	831	2.4648737
chr10	123239065	123239553	FGFR2	3888	-0.39313668
chr10	123241640	123241712	FGFR2	139	-0.95810903
chr10	123242605	123243039	FGFR2_fus	2767	1.1371907
chr10	123243190	123243329	FGFR2	1126	0.2438946
chr10	123244880	123245060	FGFR2	2634	0.66653598
chr10	123246830	123246966	FGFR2	524	-0.71501919
chr10	123247475	123247652	FGFR2	1351	2.2550085
chr10	123256010	123256272	FGFR2	1872	-0.43524149
chr10	123257975	123258163	FGFR2	1103	1.1632588
chr10	123260315	123260496	FGFR2	1750	0.066488172
chr10	123263280	123263502	FGFR2	1915	-0.17252822
chr10	123274605	123274854	FGFR2	2926	0.42348433
chr10	123276810	123277007	FGFR2	1361	0.31769421
chr10	123278170	123278378	FGFR2	1916	0.41520691
chr10	123279470	123279710	FGFR2	2412	0.10306699
chr10	123298080	123298257	FGFR2	2065	0.43861414
chr10	123310775	123310996	FGFR2	2547	0.31185309
chr10	123323975	123324125	FGFR2	1075	-0.12040174
chr10	123324930	123325249	FGFR2	3907	0.18496753
chr10	123353200	123353368	FGFR2	2069	0.57571854
chr10	124183615	124183687	PLEKHA1	33	0.25751215
chr10	124183700	124183765	PLEKHA1	31	-1.0887263
chr10	124810625	124810705	ACADSB	59	-2.0952557
chr11	532555	532772	HRAS	1236	-0.53887297
chr11	533235	533394	HRAS	1111	0.076411757
chr11	533430	533640	HRAS	3337	0.79640755
chr11	533740	533979	HRAS	2773	0.34564998
chr11	534190	534303	HRAS	1010	0.1230444
chr11	2154189	2154465	IGF2	1800	-0.36466934
chr11	2154724	2154941	IGF2	1186	-0.66025586
chr11	2156569	2156782	IGF2	1492	-0.42787248
chr11	2158474	2158555	IGF2	417	-0.89074818
chr11	2159434	2159604	IGF2	500	-1.2285874
chr11	2159619	2160238	IGF2	1439	-2.1446512
chr11	2161334	2161548	IGF2	1903	-0.13309706
chr11	4141061	4141204	rs183484	78	-2.5142513
chr11	4159376	4159517	rs9937	314	1.370277
chr11	8246141	8246291	LMO1	1132	-0.056676344
chr11	8248366	8248694	LMO1	2669	-0.36308138
chr11	8251816	8252094	LMO1	3611	0.50484745
chr11	8284856	8285143	LMO1	2103	-0.43450385
chr11	8285166	8285453	LMO1	2316	0.69355161
chr11	8289911	8290054	LMO1	598	-0.71244043
chr11	9459521	9459592	IPO7	24	-0.61089456
chr11	18047859	18047941	TPH1	97	-0.32636407
chr11	18047954	18048023	TPH1	92	1.8118069
chr11	32410573	32410753	WT1	2116	0.33510096
chr11	32413493	32413623	WT1	1231	0.85142506
chr11	32414183	32414319	WT1	1015	0.24150092
chr11	32417768	32417990	WT1	1383	-0.62684498
chr11	32421468	32421607	WT1	2179	0.80346612
chr11	32437983	32438135	WT1	954	-0.44037652
chr11	32439088	32439227	WT1	189	-0.47214823
chr11	32449468	32449625	WT1	445	-1.4408115
chr11	32450013	32450192	WT1	1833	0.24881728
chr11	32452043	32452395	WT1	2754	-0.3855496
chr11	32456223	32456920	WT1	3584	-1.0777893
chr11	48186027	48186105	PTPRJ	562	-0.20696992
chr11	49454877	49454951	FOLH1	182	-0.53564877
chr11	49454972	49455039	FOLH1	264	2.327237
chr11	57472060	57472128	MED19	221	-1.3059038
chr11	63663058	63663135	MARK2	524	-0.36756404
chr11	64571778	64572319	MEN1	4763	-0.44497698
chr11	64572473	64572685	MEN1	1626	-0.25074425
chr11	64573078	64573257	MEN1	1696	0.016222404
chr11	64573678	64573851	MEN1	2551	0.73925281
chr11	64574443	64574738	MEN1	1933	-0.64093936
chr11	64574998	64575182	MEN1	1640	-0.01160284
chr11	64575338	64575581	MEN1	3088	0.56661136
chr11	64577088	64577617	MEN1	4652	-0.49727929
chr11	67352613	67352760	rs1695	1136	-0.14861974
chr11	67353508	67353653	rs1138272	1279	0.016125742
chr11	69456056	69456308	CCND1	4631	1.0258541
chr11	69457776	69458045	CCND1	3047	0.38925858
chr11	69458571	69458782	CCND1	1770	-0.24556382
chr11	69462726	69462943	CCND1	2359	0.15858042
chr11	69465861	69465967	CCND1	535	-0.52335319
chr11	69465991	69466066	CCND1	467	-0.28829449
chr11	69514001	69514355	FGF19	3562	-0.16971682
chr11	69518001	69518151	FGF19	852	-0.25281124
chr11	69518391	69518667	FGF19	1005	-1.0376637
chr11	69588051	69588296	FGF4	2971	0.37296721
chr11	69588756	69588901	FGF4	732	-0.62700314
chr11	69589481	69589864	FGF4	1548	-1.167998
chr11	69625066	69625489	FGF3	4403	-0.088786906
chr11	69631066	69631206	FGF3	1542	0.27525201
chr11	69633456	69633746	FGF3	1653	-0.49455404
chr11	69998456	69998522	ANO1	88	1.6520767
chr11	94153245	94153321	MRE11A	16	-0.67498909
chr11	94163040	94163141	MRE11A	257	3.1941684
chr11	94168960	94169108	MRE11A	106	-0.819153
chr11	94170300	94170436	MRE11A	65	0.59724083
chr11	94178945	94179091	MRE11A	142	-0.60819578
chr11	94180350	94180646	MRE11A	2122	-0.39286599
chr11	94189390	94189543	MRE11A	110	0.64950275
chr11	94192545	94192773	MRE11A	497	-0.23258157
chr11	94194075	94194209	MRE11A	77	-0.50960203
chr11	94197255	94197421	MRE11A	74	-1.0669381
chr11	94200945	94201075	MRE11A	192	1.1234668
chr11	94203605	94203823	MRE11A	168	-0.81763927
chr11	94204715	94204961	MRE11A	122	-0.84198721
chr11	94209420	94209600	MRE11A	62	-0.37976744
chr11	94211870	94212082	MRE11A	127	-0.54055245
chr11	94212810	94212939	MRE11A	70	-0.59115247
chr11	94219055	94219270	MRE11A	167	0.28683755
chr11	94223965	94224155	MRE11A	47	-0.84160978
chr11	94225785	94225995	MRE11A	184	0.20569193
chr11	103418082	103418228	rs716274	708	0.27110048
chr11	108098313	108098448	ATM	91	0.058144042
chr11	108098473	108098641	ATM	127	1.3685407
chr11	108099883	108100086	ATM	77	0.081699901
chr11	108106388	108106591	ATM	119	-0.19968321
chr11	108114673	108114870	ATM	186	0.3125952
chr11	108115483	108115767	ATM	129	-0.64913748
chr11	108117198	108117342	ATM	101	-0.23453493
chr11	108117668	108117878	ATM	72	-0.51910715
chr11	108119653	108119861	ATM	142	-0.35581495
chr11	108121418	108121839	ATM	1111	0.15234257
chr11	108122538	108122786	ATM	265	0.04193758
chr11	108123518	108123660	ATM	42	-0.65739834
chr11	108124518	108124772	ATM	112	-1.7321428
chr11	108126918	108127088	ATM	202	0.21038436
chr11	108128173	108128355	ATM	148	0.20347622
chr11	108129678	108129820	ATM	117	0.65237748
chr11	108137873	108138076	ATM	289	-0.34504499
chr11	108139103	108139363	ATM	246	-0.69466162
chr11	108141753	108141888	ATM	279	0.59724083
chr11	108141968	108142167	ATM	374	0.60989625
chr11	108143223	108143352	ATM	71	0.61884283
chr11	108143418	108143602	ATM	165	-0.01649318
chr11	108150193	108150379	ATM	79	-1.3417278
chr11	108151708	108151917	ATM	198	0.26385779
chr11	108153413	108153622	ATM	73	0.11894648
chr11	108154943	108155215	ATM	129	-1.2866538
chr11	108158303	108158474	ATM	124	-0.73385968
chr11	108159678	108159848	ATM	53	-0.93930764
chr11	108160303	108160538	ATM	158	0.90367022
chr11	108163323	108163526	ATM	345	-0.35845562
chr11	108164018	108164219	ATM	65	0.087795604
chr11	108165628	108165800	ATM	62	-1.1012988
chr11	108168003	108168139	ATM	103	-0.98103812
chr11	108170418	108170630	ATM	99	-1.2269215
chr11	108172343	108172533	ATM	119	-0.16034395
chr11	108173573	108173778	ATM	85	-0.47670029
chr11	108175373	108175613	ATM	360	0.72145242
chr11	108178583	108178739	ATM	231	-0.32601023
chr11	108180853	108181067	ATM	68	-0.6556047
chr11	108183098	108183247	ATM	41	-0.63373078
chr11	108186523	108186656	ATM	154	-0.15240453
chr11	108186708	108186849	ATM	515	0.23854903
chr11	108188078	108188261	ATM	186	-0.8597704
chr11	108190658	108190802	ATM	16	-2.1222283
chr11	108191998	108192174	ATM	1189	0.83353181
chr11	108196013	108196286	ATM	254	-1.2023794
chr11	108196763	108196971	ATM	468	-0.54708286
chr11	108198348	108198516	ATM	322	0.035586281
chr11	108199723	108199991	ATM	157	-0.76256306
chr11	108200918	108201171	ATM	713	0.33772305
chr11	108202148	108202316	ATM	100	-0.48748049
chr11	108202573	108202795	ATM	150	-0.15353859
chr11	108203478	108203648	ATM	31	-1.9704196
chr11	108204573	108204717	ATM	74	0.30949146
chr11	108205663	108205849	ATM	209	-0.50741837
chr11	108206548	108206716	ATM	407	1.0577025
chr11	108213923	108214125	ATM	532	-0.039340697
chr11	108216448	108216669	ATM	234	0.63913476
chr11	108217993	108218130	ATM	27	-0.85531082
chr11	108224468	108224637	ATM	674	0.49783117
chr11	108225488	108225628	ATM	84	0.025286442
chr11	108235783	108235966	ATM	575	0.64295805
chr11	108236028	108236268	ATM	1184	0.43708314
chr11	111741031	111741107	ALG9	164	-1.7306736
chr11	111741121	111741192	ALG9	85	-0.52873545
chr11	111957631	111957734	SDHD	1256	0.65496915
chr11	111958546	111958631	SDHD	518	-0.065886753
chr11	111958661	111958746	SDHD	753	-0.15822943
chr11	111959561	111959777	SDHD	1865	-0.031265384
chr11	111961746	111961902	SDHD	510	2.2707701
chr11	111965516	111965667	SDHD	857	-0.1368795
chr11	118255583	118255659	LOC100131626	184	-0.99399326
chr11	118255678	118255753	LOC100131626	121	2.2556919
chr11	118307198	118307395	KMT2A	831	-0.69939605
chr11	118307423	118307688	KMT2A	1767	-0.17532774
chr11	118339468	118339598	KMT2A	622	0.80869913
chr11	118342353	118344067	KMT2A	18059	0.33328862
chr11	118344078	118345049	KMT2A	9537	-0.12772049
chr11	118347493	118347710	KMT2A	1140	-0.64431785
chr11	118348648	118348946	KMT2A	2294	-0.29591002
chr11	118350848	118350979	KMT2A	84	-0.55114779
chr11	118352438	118352815	KMT2A	3224	-0.43600293
chr11	118353093	118353202	KMT2A	297	-0.5733695
chr11	118354873	118355049	KMT2A	342	-1.1802986
chr11	118355543	118355729	KMT2A	401	-1.647579
chr11	118359293	118359511	KMT2A	1282	-0.026496933
chr11	118360478	118360624	KMT2A	362	-0.90646518
chr11	118360833	118361001	KMT2A	629	-0.87911162
chr11	118361878	118362056	KMT2A	365	-0.0092683561
chr11	118362423	118362673	KMT2A	1133	-0.62502633
chr11	118363738	118363958	KMT2A	652	-1.3457223
chr11	118364978	118365153	KMT2A	214	1.0097834
chr11	118365373	118365504	KMT2A	252	2.2357046
chr11	118366393	118366642	KMT2A	1322	-0.41048335
chr11	118366943	118367105	KMT2A	262	-1.7632334
chr11	118368628	118368809	KMT2A	652	0.84752637
chr11	118369053	118369269	KMT2A	1043	0.13827856
chr11	118369993	118370170	KMT2A	829	0.71141676
chr11	118370508	118370659	KMT2A	464	0.59309099
chr11	118371678	118371895	KMT2A	1251	-0.29045372
chr11	118372363	118372606	KMT2A	1814	0.50760967
chr11	118373088	118377395	KMT2A	45264	1.3680576
chr11	118378208	118378349	KMT2A	864	-0.5096014
chr11	118379808	118379938	KMT2A	306	0.52126977
chr11	118380633	118380856	KMT2A	448	0.027615625
chr11	118382623	118382765	KMT2A	912	0.24669978
chr11	118390303	118390548	KMT2A	3168	0.47157375
chr11	118390648	118390794	KMT2A	740	-0.1099421
chr11	118391483	118391615	KMT2A	1174	1.8313938
chr11	118391968	118392154	KMT2A	1833	0.25252118
chr11	118392578	118392901	KMT2A	3074	0.050532537
chr11	118916993	118917065	HYOU1	150	-1.2515388
chr11	119077093	119077241	CBL	1028	0.035677474
chr11	119077253	119077358	CBL	1055	0.34825728
chr11	119103128	119103444	CBL	795	-0.18338402
chr11	119142418	119142625	CBL	158	-1.2671035
chr11	119144548	119144759	CBL	837	-0.82757901
