gene	mean_log2ND	std_log2ND	median_log2ND	R-190115-979857-BLD-101100_BC_E19011812-32-DNA_F1901184313-27_L190118-00002-H6_20190121-C8_panel12_plus_P190121536-1_sample20190121-B3-A00168-log2_ND	R-RZ	R-CopyRatio
MET	0.65329801	0.6032216	0.5265466	0.85372645	0.33226337	0.32319321
MET	0.65154323	0.21874094	0.60546803	0.45256394	-0.9096573	-0.15689073
MET	0.79563609	0.5999213	0.68821222	1.1271678	0.55262527	0.4349689
MET	0.51153866	0.26581954	0.46779274	0.53908355	0.10362251	0.067304167
MET	2.3308496	0.32470743	2.3339948	1.2205277	-3.4194532	-1.1174537
MET	1.1697697	0.58763748	1.0701974	1.1988887	0.049552589	0.12470462
MET	0.73209616	0.5815183	0.62241204	0.85440132	0.21032041	0.22800264
MET	0.32750866	0.37649557	0.2575619	0.37345642	0.12204063	0.11190788
MET	0.10413845	0.56004134	0	0.067484896	-0.065447944	0.063498255
MET	0.35368895	0.48159015	0.26220005	1.2357797	1.8316212	0.96959301
MET	0.93913305	0.085412696	0.92664278	0.55153103	-4.5379907	-0.37909839
MET	0.3002216	0.5791113	0.19456752	0.22226308	-0.13461751	0.023708916
MET	0.037882626	0.37789568	-0.031732161	0.19537535	0.41676242	0.22312087
MET	1.4042157	0.11162905	1.410259	1.0219087	-3.4247986	-0.39233695
MET	0.83097822	0.054474019	0.82635215	0.36779906	-8.5027536	-0.46253973
MET	0.94035105	0.19616352	0.97710746	0.22900267	-3.6263031	-0.75209143
MET	0.44509492	0.47655573	0.35674925	0.55207758	0.22449139	0.19134169
MET	0.79868965	0.060527379	0.79129777	0.83955432	0.67514361	0.044269913
MET	-0.064650017	0.1264468	-0.075614662	-0.21997122	-1.2283522	-0.1483432
MET	0.47926225	0.11642707	0.50933059	0.55677946	0.66580055	0.043462226
MET	0.18319515	0.083912428	0.17336252	0.15819591	-0.2979206	-0.019153251
MET	-0.80929218	0.061651891	-0.80034778	-0.26975115	8.7514109	0.52660999
MET	0.41047114	0.060737555	0.41806801	1.2660935	14.087205	0.84403887
MET	0.080997895	0.10441617	0.096714563	0.89463584	7.79226	0.79393464
MET	0.16140937	0.15039791	0.14599048	0.57123837	2.7249647	0.42126125
SMO	-0.45162502	0.30554986	-0.3932053	-1.3541217	-2.9536806	-0.96490305
SMO	-0.48344177	0.15912375	-0.51495954	-0.60489186	-0.76324302	-0.093918962
SMO	-0.062335992	0.084760592	-0.078103758	0.070054953	1.5619398	0.14417207
SMO	-0.28590876	0.092805286	-0.30084173	-0.23181691	0.58285309	0.065038177
SMO	0.082853077	0.053249934	0.069878316	0.28757844	3.8446125	0.21371348
SMO	0.69145738	0.12914578	0.67139777	1.1025671	3.1832997	0.4271827
SMO	0.75869389	0.056040292	0.74679743	0.91201519	2.7359119	0.16123112
SMO	-0.35702739	0.073734968	-0.3403767	0.3861761	10.07939	0.72256616
SMO	0.39390101	0.047226667	0.40443794	1.3477331	20.196897	0.93930857
SMO	-0.7757149	0.097870175	-0.80357342	-0.15867778	6.3046492	0.640909
SMO	-0.75160331	0.047638465	-0.75488466	-0.24730049	10.586043	0.50359753
SMO	-0.26453643	0.056954096	-0.25913566	-0.49697482	-4.0811532	-0.2418258
SMO	0.32346215	0.12966115	0.34763268	0.35427283	0.23762461	0.0026535092
SMO	0.31329473	0.18720221	0.27931875	-0.17406915	-2.6034088	-0.45737454
CALD1	-0.38837455	0.31988309	-0.34030105	-0.085577258	0.94658737	0.25073715
TRIM24	-1.2086575	0.25305958	-1.1631184	-2.1015324	-3.5283189	-0.94240064
BRAF	1.3029669	0.58851643	1.1867845	1.1175395	-0.31507593	-0.073231601
BRAF	0.11700658	0.44571054	0.033411595	-0.075734083	-0.43243461	-0.11313232
BRAF	0.54505482	0.21263209	0.50071657	0.38561689	-0.74983004	-0.11908632
BRAF	0.70613251	0.49874924	0.61309811	0.86621921	0.32097632	0.24913446
BRAF	0.43400691	0.11223758	0.42024704	0.21620939	-1.9405044	-0.20802429
BRAF	-0.032555057	0.43557961	-0.1120825	0.01644541	0.11249486	0.12454127
BRAF	-0.39454399	0.42791385	-0.48453424	-0.39938338	-0.011309273	0.081164215
BRAF	-0.071729599	0.06460415	-0.05863777	0.32739266	6.1779662	0.38204379
BRAF	-0.53585638	0.10674185	-0.5038986	-0.49142251	0.41627417	0.0084894542
BRAF	0.27941692	0.10923017	0.30122529	0.4531268	1.5903104	0.14791487
BRAF	-0.35138283	0.076377223	-0.36429303	-0.6413833	-3.7969496	-0.28107691
BRAF	-0.038582237	0.10589609	-0.022357564	0.10497974	1.3556873	0.12335067
BRAF	-0.33936686	0.083401958	-0.33951004	-0.25716695	0.98558729	0.07835645
BRAF	0.29578824	0.12283825	0.3195715	0.16336842	-1.0780015	-0.16018972
BRAF	0.14170995	0.053142739	0.14491432	0.74071872	11.271695	0.59181776
BRAF	0.52533455	0.082373689	0.53281834	0.9226792	4.8236841	0.38587422
BRAF	0.16172666	0.094645689	0.17999017	0.76055991	6.3271054	0.5765831
BRAF	0.40142841	0.036739055	0.40353535	0.60341178	5.4977835	0.19588979
BRAF	0.21827247	0.085861361	0.23558683	-0.29032819	-5.9235103	-0.52990166
BRAF	-0.26856128	0.050567374	-0.28352764	-0.2534986	0.29787356	0.026042403
BRAF	-0.41251688	0.12058702	-0.39146417	-0.11682258	2.4521238	0.27065495
BRAF	-0.24592212	0.13877929	-0.20823886	-0.65548256	-2.951164	-0.45123034
BRAF	0.3500631	0.17163261	0.31607757	-0.12319473	-2.7573888	-0.44325894
BRAF	0.091847993	0.14799791	0.11118314	0.16349769	0.48412642	0.048327911
BRAF	-1.1290992	0.12641669	-1.1535331	-0.74549245	3.0344629	0.40405401
EZH2	-0.066462851	0.13043481	-0.033227374	-0.12135725	-0.42085694	-0.092116513
EZH2	-0.049133274	0.10804344	-0.033701664	-0.54250918	-4.5664587	-0.51279415
EZH2	0.12604159	0.10376515	0.13405654	0.004775541	-1.1686587	-0.13326764
EZH2	-0.50035476	0.1513144	-0.50378958	-0.77142024	-1.7914057	-0.2716173
EZH2	-0.08755141	0.094954723	-0.063460706	-0.47325688	-4.0619935	-0.41378281
EZH2	-0.0061132364	0.079566715	-0.014546708	0.14744987	1.9299918	0.15800994
EZH2	-0.25714712	0.085265254	-0.26475904	-0.71810323	-5.4061425	-0.45733083
EZH2	-0.36972921	0.1144852	-0.37189063	-0.61236275	-2.1193441	-0.24445876
EZH2	-0.32395466	0.070823644	-0.31377619	0.14907407	6.6789662	0.45886362
EZH2	0.23779539	0.046027056	0.23308242	-0.15426748	-8.5180958	-0.39133654
EZH2	0.7022423	0.14944728	0.68910496	1.1795223	3.1936345	0.4864307
EZH2	0.72477463	0.094951787	0.7396086	1.2881549	5.9333299	0.54455966
EZH2	0.37145572	0.094917407	0.34550557	0.29142545	-0.84315695	-0.058066762
EZH2	0.11418903	0.14827672	0.14810303	0.035857733	-0.52827778	-0.11623194
EZH2	0.24489383	0.066195947	0.24782317	-0.57888756	-12.44459	-0.83069737
EZH2	0.15730547	0.11628299	0.18016334	0.038812552	-1.0190047	-0.14533743
EZH2	-0.27492891	0.089364805	-0.27076857	-1.0646013	-8.8365029	-0.79781934
EZH2	0.4071512	0.060627232	0.40881708	0.38243864	-0.40761477	-0.030365076
EZH2	0.61616494	0.057672655	0.61856911	0.11223149	-8.737823	-0.51032426
EZH2	-0.15372313	0.091337637	-0.13524157	0.023953755	1.9452757	0.15520868
KMT2C	0.26801121	0.090038154	0.28336367	-0.41855885	-7.6253236	-0.70590916
KMT2C	0.68778587	0.049106246	0.69757282	0.92675435	4.866356	0.22519489
KMT2C	-0.10709775	0.11442149	-0.10393495	0.51969013	5.477886	0.61963844
KMT2C	0.36589885	0.044991513	0.35984599	0.16949594	-4.3653324	-0.19433669
KMT2C	0.22164007	0.077647965	0.20993499	0.35126288	1.6693651	0.13734125
KMT2C	-0.075523137	0.060110229	-0.089523119	-0.033392925	0.70088258	0.052143554
KMT2C	-0.4941662	0.066144204	-0.48919349	-0.62317626	-1.9504364	-0.13796941
KMT2C	-0.082263573	0.52754741	-0.17745649	-0.035755546	0.088158952	0.1377143
KMT2C	-0.14759005	0.051194554	-0.1417352	-0.0064933128	2.7560888	0.13125525
KMT2C	0.14836897	0.04752361	0.1425352	-0.15550998	-6.3942734	-0.30203182
KMT2C	-0.086242877	0.14565964	-0.11396698	-0.13519287	-0.33605735	-0.02521253
KMT2C	0.063846139	0.058355134	0.073386088	0.20943468	2.4948712	0.13206195
KMT2C	-0.0011436921	0.1115629	-0.023550692	0.027500504	0.25675378	0.047064556
KMT2C	0.47258051	0.072598115	0.45779192	0.39291608	-1.0973347	-0.068862481
KMT2C	0.35542846	0.040215875	0.34293763	0.28390597	-1.7784641	-0.063018299
KMT2C	-0.53031299	0.064642494	-0.5312021	-0.8315126	-4.6594676	-0.30429714
KMT2C	0.89080622	0.10352618	0.87198039	1.4949282	5.835451	0.61896114
KMT2C	0.43227076	0.33150802	0.37378667	0.9832197	1.6619475	0.60544639
KMT2C	0.54605644	0.49278853	0.45694326	0.68039459	0.2726081	0.21946469
KMT2C	0.25127971	0.10493564	0.23575786	1.0172414	7.2993469	0.77749685
KMT2C	0.32218739	0.099730364	0.34293259	0.20614014	-1.16361	-0.14077909
KMT2C	0.093243387	0.13858213	0.10448673	0.32364969	1.6625975	0.21517632
KMT2C	0.27925808	0.094974886	0.26371952	0.10065316	-1.8805489	-0.167053
KMT2C	0.58859974	0.60205516	0.47648364	0.65261219	0.10632323	0.17214191
KMT2C	0.35298665	0.19727924	0.32789182	0.25799764	-0.48149519	-0.073880816
KMT2C	0.60543438	0.57481492	0.50157456	0.62290911	0.030400617	0.11734791
KMT2C	1.3193359	0.25112951	1.3548856	1.1410946	-0.70975865	-0.21777768
KMT2C	0.4891612	0.090233143	0.47133657	0.4012397	-0.97438149	-0.074083514
KMT2C	0.97624812	0.14702944	1.0053783	0.56734185	-2.7811184	-0.44202309
KMT2C	0.5750222	0.10681905	0.55307115	0.35274473	-2.0808785	-0.20431306
KMT2C	-0.28563518	0.042029499	-0.28162567	-0.72164911	-10.373998	-0.44401008
KMT2C	0.44386523	0.069692523	0.43265757	0.31519883	-1.8462009	-0.12144538
KMT2C	0.7001129	0.22136111	0.71780171	0.6085736	-0.41352928	-0.11321475
KMT2C	-0.081237841	0.070171471	-0.060508905	-0.25316977	-2.4501685	-0.1966475
KMT2C	-0.17958458	0.10063674	-0.17736481	-0.45925869	-2.7790458	-0.28588052
KMT2C	-0.23591106	0.11429389	-0.21085094	-0.38505226	-1.3048922	-0.17818796
KMT2C	0.12426038	0.10613638	0.12426857	0.17661163	0.49324513	0.048356422
KMT2C	0.60609498	0.088641911	0.64054065	0.87715276	3.0578963	0.23262547
KMT2C	0.54999583	0.075579574	0.54403979	0.39755994	-2.0168927	-0.1504665
KMT2C	0.79317192	0.069134337	0.80723466	0.51058231	-4.0875435	-0.30063899
KMT2C	0.49875349	0.064519087	0.48436557	0.52018067	0.33210613	0.031828464
KMT2C	-0.75104881	0.13955505	-0.7217929	-0.60097362	1.0753834	0.11683264
KMT2C	-0.2530449	0.11071104	-0.23976119	-0.406542	-1.386466	-0.17076745
KMT2C	-0.50765597	0.042511517	-0.50369229	-0.35126318	3.6788334	0.14844247
KMT2C	-0.094654935	0.072193024	-0.10669502	-0.51505112	-5.8232245	-0.41234274
KMT2C	1.0387458	0.22274805	1.0970596	0.67514353	-1.6323477	-0.42590271
KMT2C	-0.5342744	0.12222731	-0.51782092	-0.29183844	1.9834844	0.22199584
KMT2C	0.12727329	0.12723256	0.12498059	-0.38076108	-3.9929588	-0.50972831
KMT2C	0.05127176	0.10483446	0.053007658	0.021240727	-0.28646146	-0.035753571
KMT2C	0.80097366	0.46368108	0.71340781	0.89681825	0.2067037	0.1794238
KMT2C	-0.21409093	0.11082413	-0.19295903	-0.15081927	0.57091949	0.038153115
KMT2C	0.31757267	0.077958265	0.30257393	0.015519991	-3.8745434	-0.29104058
KMT2C	-0.042284165	0.051461845	-0.034953771	-0.040692491	0.030929206	-0.0097253605
KMT2C	-0.086913117	0.060475829	-0.090623959	-0.52136823	-7.1839464	-0.43473091
KMT2C	-0.33451926	0.10062432	-0.31355418	-0.57725147	-2.4122619	-0.26768393
KMT2C	1.4388842	0.14056216	1.4596245	1.1711161	-1.9049799	-0.29249503
KMT2C	1.6408476	0.13901263	1.6634812	0.9227042	-5.1660299	-0.74476364
KMT2C	-0.11921304	0.062454665	-0.10770273	-0.18716861	-1.0880783	-0.083452518
KMT2C	-0.47682125	0.066841371	-0.48817587	-0.74516448	-4.0146279	-0.26097525
KMT2C	0.75518462	0.081532004	0.74928797	1.0315565	3.3897354	0.27828193
KMT2C	0.42841962	0.051425377	0.42448769	0.5433217	2.2343459	0.11484737
KMT2C	0.65487401	0.13151017	0.68253075	0.25964657	-3.0052994	-0.42687082
KMT2C	-0.082907957	0.072717664	-0.080914462	0.17311769	3.5208178	0.25004551
UBE3C	0.14823752	0.24713214	0.20714529	1.147736	4.0443889	0.93660407
UBE3C	1.2449953	0.35080061	1.321221	2.0905735	2.4104239	0.76536584
ERI1	-0.57440786	0.40984202	-0.62779844	0.51618063	2.6609973	1.1399924
TNKS	0.59187238	0.32302863	0.64384993	1.4749765	2.733826	0.82713988
TNKS	0.99470505	0.30473037	1.0356739	1.8408161	2.7765891	0.80115553
WHSC1L1	-0.22988977	0.11835818	-0.26461687	-0.10777048	1.0317774	0.15285975
WHSC1L1	0.80115163	0.073613941	0.79251562	1.0758466	3.7315623	0.27934438
WHSC1L1	-0.13330753	0.064786153	-0.14323771	0.28010766	6.3812276	0.41935873
WHSC1L1	0.11355262	0.047754687	0.11762287	0.056707044	-1.1903664	-0.064902467
WHSC1L1	0.41004831	0.11613148	0.41777833	0.30260409	-0.92519461	-0.11916088
WHSC1L1	0.24664067	0.15685596	0.21605614	0.19095169	-0.35503263	-0.029091095
WHSC1L1	1.2009337	0.061496213	1.2086442	1.4989166	4.8455495	0.28628581
WHSC1L1	-0.063172813	0.10369976	-0.076411513	0.021084762	0.81251466	0.093509635
WHSC1L1	0.16007317	0.045182005	0.1509032	0.1316851	-0.62830468	-0.023204736
WHSC1L1	-0.045123725	0.045030903	-0.06203968	-0.34722349	-6.7087209	-0.28917045
WHSC1L1	0.072677695	0.07830843	0.058259581	0.21587082	1.8285787	0.1536246
WHSC1L1	-0.57730508	0.06491564	-0.58993572	-0.8373182	-4.0054003	-0.25136912
WHSC1L1	-0.16821565	0.08847639	-0.17526783	0.28585059	5.1320611	0.45713178
WHSC1L1	-0.45225842	0.064010733	-0.44955216	-1.3840557	-14.556891	-0.93849015
WHSC1L1	-0.26967207	0.068702141	-0.25918212	-0.48230387	-3.0949806	-0.22710839
WHSC1L1	0.08727317	0.091251778	0.10314226	-0.36791045	-4.9882165	-0.47503935
WHSC1L1	0.0013766848	0.55168518	-0.10246481	-0.10809551	-0.19843236	-0.009617339
WHSC1L1	1.0484447	0.20699176	1.0929658	0.5824728	-2.2511616	-0.51447964
WHSC1L1	-0.20590396	0.15378083	-0.22411603	-0.53328653	-2.1288907	-0.31315714
WHSC1L1	0.080953031	0.11478438	0.091301119	-0.023635478	-0.91117371	-0.11892324
WHSC1L1	0.480169	0.11711848	0.49916548	0.60165462	1.0372882	0.098502496
WHSC1L1	0.58228546	0.040142304	0.58729266	1.2537789	16.727826	0.66249965
WHSC1L1	0.072809457	0.34434101	0.0029090269	0.60255789	1.5384413	0.59566222
WHSC1L1	0.65332541	0.051952424	0.64075709	0.90616408	4.8667349	0.26142035
WHSC1L1	-0.064097267	0.04577583	-0.0641331	0.19072911	5.5668326	0.25087557
WHSC1L1	0.71206669	0.10664659	0.73746213	0.73232927	0.18999748	-0.0091194976
WHSC1L1	0.31565376	0.43297641	0.22850276	0.85160756	1.237836	0.61911816
FGFR1	0.47848843	0.058828564	0.47557484	0.42340554	-0.93632895	-0.056155938
FGFR1	0.56113391	0.097328998	0.57643508	0.8002106	2.4563767	0.21978888
FGFR1	0.45016376	0.053069527	0.44970155	0.88773898	8.2453198	0.43405079
FGFR1	-0.21437686	0.088200171	-0.20466634	0.038696509	2.869307	0.23937621
FGFR1	0.43769071	0.042629252	0.43582941	0.74148743	7.1264849	0.30167138
FGFR1	0.29088897	0.09866572	0.28662883	0.42624097	1.371824	0.1356255
FGFR1	-0.012986509	0.052258682	-0.0091417162	-0.056292973	-0.82869416	-0.051137898
FGFR1	0.22740316	0.070603792	0.22032538	0.012508219	-3.0436742	-0.2118038
FGFR1	-0.50064274	0.051815474	-0.50892249	0.036349411	10.363548	0.54128526
FGFR1	-0.16600334	0.11431308	-0.18297184	-0.094770863	0.62313496	0.084214337
FGFR1	0.052328883	0.056655984	0.049812459	-0.30838455	-6.3667314	-0.36218365
FGFR1	0.47153629	0.059651443	0.46620629	0.47361982	0.034928395	0.0034268887
FGFR1	-0.18298429	0.052398465	-0.18281498	0.36579275	10.473151	0.54462109
FGFR1	1.2485818	0.079279253	1.2463584	0.94151852	-3.8731859	-0.30882652
FGFR1	0.60494532	0.29801821	0.65601687	0.27994752	-1.09053	-0.38005599
FGFR1	0.11549403	0.29225214	0.18023829	0.44256394	1.1191361	0.25833901
FGFR1	0.14710644	0.14297432	0.12084902	0.28299358	0.95043037	0.15815792
FGFR1	-0.64304672	0.1104917	-0.62958432	0.22955595	7.89745	0.85515363
FGFR1	-0.22373128	0.074587576	-0.21872284	-0.037988867	2.4902594	0.17674733
FGFR1	0.072288878	0.083515318	0.083700738	0.46924753	4.7531238	0.38156015
LYN	-0.48541154	0.055562873	-0.48332154	-1.0022395	-9.3016789	-0.52290464
LYN	0.60999892	0.11935995	0.62355387	0.70734184	0.8155409	0.079801331
LYN	-0.18467904	0.12160258	-0.16929549	-0.077211677	0.8837589	0.088097172
LYN	0.055726876	0.10102195	0.068050034	0.20213067	1.4492275	0.13009399
LYN	-0.088882772	0.11011974	-0.082996828	0.25077515	3.0844417	0.32978534
LYN	0.067559829	0.063439828	0.066295065	-0.10278711	-2.6851733	-0.17306881
LYN	0.40485375	0.051760691	0.38967476	0.28082317	-2.3962312	-0.11283823
LYN	-0.21524696	0.089763457	-0.23408347	-0.20996939	0.058794173	0.020127438
LYN	0.26935344	0.12163034	0.28424059	0.77427813	4.1513054	0.4860509
LYN	-0.2255468	0.055187062	-0.22275477	-0.47280545	-4.4803734	-0.25403732
LYN	0.20887907	0.062324207	0.21396863	0.4155583	3.316195	0.19760303
LYN	-0.36303887	0.067602847	-0.37672034	-0.71197263	-5.1615246	-0.33923893
PREX2	-0.43616127	0.093423199	-0.44407298	0.4087731	9.0441601	0.84885944
PREX2	-0.63801689	0.09785995	-0.63357507	-0.63140128	0.067602848	-0.0018128491
PREX2	0.18854854	0.0847273	0.17539688	0.26673427	0.92279263	0.087350747
PREX2	0.40990506	0.12406587	0.42495361	-0.061724987	-3.8014488	-0.49066524
PREX2	-0.4611765	0.12205174	-0.43289594	0.28012316	6.0736509	0.70903246
PREX2	-0.19431426	0.051936021	-0.20217818	0.21494256	7.8800187	0.4131341
PREX2	0.030482624	0.054534664	0.028327874	-0.25651822	-5.2627233	-0.28883274
PREX2	0.027705619	0.09689901	0.042275036	0.00628349	-0.22107686	-0.039978186
PREX2	0.2721094	0.042132381	0.2761309	0.45511524	4.3435913	0.1749977
PREX2	0.13615803	0.087549319	0.13306705	0.33223324	2.2395972	0.19517955
PREX2	-0.12573313	0.12023273	-0.10425935	0.6614646	6.5472831	0.7617373
PREX2	-0.18398363	0.12719885	-0.17072388	0.14054583	2.5513553	0.30728307
PREX2	0.78280311	0.18022904	0.82908964	1.0959059	1.7372496	0.26282966
PREX2	-0.090402379	0.10999266	-0.074824633	0.56721275	5.9787183	0.63805075
PREX2	0.044956402	0.12827423	0.065307219	1.1005884	8.2294943	1.0312946
PREX2	0.96819109	0.048668656	0.97250693	1.6473171	13.954074	0.67082355
PREX2	0.24530578	0.12258953	0.26458543	0.97704996	5.9690594	0.70847789
PREX2	0.45604841	0.042475508	0.45045118	0.75708172	7.0872208	0.3026439
PREX2	0.36582495	0.13174617	0.39223956	0.90734457	4.1103254	0.51111837
PREX2	-1.0403577	0.087732921	-1.0345566	-0.0337858	11.473138	0.99678416
PREX2	0.075205239	0.064319072	0.096407368	0.41227782	5.2406319	0.31188381
PREX2	-0.65397252	0.078595493	-0.66051612	-0.21617274	5.5702911	0.44035674
PREX2	0.29065015	0.11887401	0.26078521	0.83735304	4.5990111	0.57258119
PREX2	-0.0014277862	0.30994593	-0.059544737	0.14646125	0.47714463	0.20201935
PREX2	-0.019549683	0.10940532	-0.028233912	0.25458366	2.5056674	0.27883093
PREX2	-0.44137532	0.093436249	-0.46334187	-0.046868999	4.2221978	0.41248623
PREX2	-0.291302	0.082688157	-0.3071851	-0.36951813	-0.94591697	-0.066319672
PREX2	-0.82889259	0.081860065	-0.81075317	-0.1812464	7.9116257	0.62552013
PREX2	0.27817392	0.096857869	0.29599038	0.49542194	2.2429568	0.19544492
PREX2	0.15287683	0.10507262	0.16068813	0.017796906	-1.2855863	-0.14687786
PREX2	-0.36445631	0.052519481	-0.36251992	-0.35147383	0.24719355	0.0070594465
PREX2	0.50875331	0.16572486	0.54302006	0.65716802	0.89554885	0.11016132
PREX2	-0.20519907	0.11701587	-0.2270771	0.3050922	4.3608723	0.52818266
PREX2	0.0032822647	0.19308734	0.045149003	0.2628803	1.3444591	0.21374465
PREX2	0.593376	0.054762929	0.60206033	0.76306564	3.0986225	0.15701867
PREX2	-0.44297485	0.075297725	-0.42114819	-0.86045957	-5.5444533	-0.44329802
PREX2	2.1888144	0.092319598	2.2006943	0.0761542	-22.884201	-2.1285267
PREX2	-0.1730594	0.11173571	-0.17900842	0.63023886	7.1892706	0.80526064
PREX2	-0.90051878	0.11133062	-0.8932911	0.61978286	13.655737	1.5090873
PREX2	-0.54083911	0.11813785	-0.52903987	-0.34588104	1.6502592	0.17917219
PREX2	-0.7599938	0.13856804	-0.72272591	-1.0742346	-2.2677726	-0.35549534
rs1517114	0.40426904	0.12475719	0.43115701	0.39612683	-0.065264488	-0.039016825
HEY1_fus	-0.28182209	0.26471234	-0.31401817	-0.51969028	-0.89859123	-0.20965875
MMP16	-0.96771947	0.2577579	-0.93184546	-0.17165101	3.0884348	0.75620781
MMP16	0.45828933	0.34926628	0.48229057	0.16422952	-0.84193587	-0.32204769
RIPK2	-1.4805891	0.28950142	-1.4119264	-1.4261065	0.18819447	-0.018166775
RIPK2	-0.20784402	0.31160316	-0.16561344	-0.84282037	-2.0377725	-0.68119357
NBN	0.83052779	0.11842143	0.84061379	1.0659538	1.9880352	0.22135334
NBN	0.1141826	0.12152519	0.13277699	0.17394183	0.49174358	0.037178201
NBN	0.50485845	0.056468144	0.50081284	0.92708683	7.4772845	0.42228735
NBN	0.45563626	0.13034733	0.46379317	0.60142119	1.1184344	0.13364138
NBN	0.60008828	0.20794419	0.63879857	0.9657401	1.7584133	0.32295489
NBN	0.77272851	0.28063588	0.72259052	1.1402568	1.3096267	0.4136796
NBN	0.65509589	0.14042989	0.62549748	1.3744844	5.1227594	0.7450003
NBN	0.44370617	0.054933952	0.43755521	0.72642094	5.1464487	0.28487909
NBN	0.20439372	0.075571817	0.20460853	0.42714129	2.9474952	0.21854612
NBN	0.50301427	0.11082869	0.47928196	0.50608481	0.027705288	0.02281621
NBN	0.78367687	0.063846083	0.78049762	0.94027472	2.4527401	0.15579046
NBN	0.35393482	0.08284844	0.38412729	0.17663429	-2.1400588	-0.21147964
NBN	-0.030954321	0.10335679	-0.034102896	-0.26102738	-2.2260081	-0.23091112
NBN	-0.040201158	0.06481518	-0.035016783	0.12641402	2.5706197	0.15744416
NBN	0.62714884	0.16108569	0.6581301	0.99692827	2.2955449	0.33481153
NBN	-0.19924706	0.077657346	-0.17699897	0.018187712	2.7999253	0.19120004
NBN	-0.042241578	0.14671896	-0.057249112	1.0181884	7.2276273	1.0714509
TMEM67	-1.266603	0.31187934	-1.2277741	-0.87597223	1.2525061	0.34781523
RNF19A	-0.62520741	0.3478746	-0.56625914	-0.4562594	0.48565778	0.1060131
RNF19A	-0.53876516	0.34158767	-0.49663318	-0.59684601	-0.17003203	-0.10419947
ANKRD46	-1.1413638	0.27883362	-1.1038548	-0.15635793	3.5325936	0.94351023
ANKRD46	0.40777737	0.34209893	0.43964868	0.3498652	-0.16928486	-0.09377012
RAD21	0.20818384	0.082834962	0.17869163	0.48159373	3.3006581	0.29891546
RAD21	0.30295442	0.11491657	0.32241083	-0.0063141351	-2.6912442	-0.33271161
RAD21	0.43025194	0.072133184	0.44790507	0.95063428	7.2141879	0.49874257
RAD21	0.34444526	0.054063201	0.3416549	0.58745583	4.4949349	0.24181429
RAD21	0.14339305	0.045584195	0.144741	0.27129561	2.8058531	0.12256797
RAD21	0.52858364	0.098907334	0.50791439	0.76308081	2.3708775	0.25117978
RAD21	0.21546865	0.10982537	0.23921646	-0.35652982	-5.2082545	-0.59973292
RAD21	-1.0000632	0.070461863	-1.0151007	-1.1565439	-2.2207861	-0.14542986
RAD21	0.31963072	0.10121399	0.32706685	0.38701003	0.66571138	0.055956535
RAD21	0.37668291	0.10508019	0.36703467	0.27326141	-0.98421496	-0.097759896
RAD21	-0.45803854	0.12138146	-0.43545883	-0.81229892	-2.9185708	-0.38082673
RAD21	0.2295504	0.075038	0.2328713	0.44770601	2.9072685	0.21084807
RAD21	0.12846178	0.032397437	0.1291473	0.075670711	-1.6294829	-0.05746323
MYC	0.32150911	0.15235414	0.34354597	1.6063319	8.4331331	1.2587992
MYC	-0.20554987	0.429594	-0.28485229	0.37383805	1.3486872	0.6547037
MYC	-0.35917724	0.35216048	-0.42688297	-0.29465771	0.18321059	0.12823862
JAK2	0.18905214	0.1064515	0.18117283	0.11476642	-0.69783629	-0.07039305
JAK2	-0.28925614	0.11096704	-0.28302112	0.043554677	2.9991862	0.32258916
JAK2	-0.029564276	0.059806988	-0.027019858	0.31914082	5.8305076	0.34217404
JAK2	0.047746335	0.057500606	0.047788001	0.76077685	12.4004	0.70900221
JAK2	-0.11405925	0.20944451	-0.14449187	-0.10388448	0.048579785	0.036620749
JAK2	0.44222468	0.088368907	0.44835512	0.69173326	2.8234883	0.2393915
JAK2	0.016325333	0.052939384	0.024153913	0.24526836	4.3246258	0.21712781
JAK2	-0.55432329	0.24427571	-0.50846609	0.59699476	4.7131909	1.1014742
JAK2	0.091212524	0.081617205	0.11304086	-0.32651467	-5.1181267	-0.44354217
JAK2	0.68363396	0.083556842	0.69490043	0.76016329	0.91589545	0.061276221
JAK2	-0.41233094	0.06907061	-0.40108627	0.062456535	6.8739436	0.45955616
JAK2	-0.17852541	0.13065505	-0.14911416	0.51724073	5.3252143	0.66236825
JAK2	-0.046236877	0.084177475	-0.04834762	-0.22114349	-2.0778315	-0.17678251
JAK2	0.92077216	0.28132727	0.97538	1.0227672	0.36254931	0.043400527
JAK2	0.11462903	0.14993736	0.14340307	0.45339694	2.2593963	0.30600723
JAK2	-0.18127046	0.065724401	-0.1826306	-0.20011691	-0.28674966	-0.02147295
JAK2	0.071254652	0.064349545	0.083402384	0.2142351	2.2219341	0.12684608
JAK2	-0.13016758	0.08771521	-0.12064094	-0.0057609681	1.4183015	0.11089333
JAK2	-0.42472994	0.082826025	-0.41758724	-0.17726768	2.9877356	0.23633292
JAK2	-0.48373059	0.12062681	-0.4587718	-0.36762107	0.96255155	0.087164093
JAK2	-0.29844913	0.11013242	-0.29031657	-0.32806817	-0.26894026	-0.041738242
JAK2	0.39606941	0.066384482	0.39243487	0.80983113	6.2328079	0.41340962
JAK2	0.30316608	0.075836941	0.30372747	0.31329523	0.13356481	0.0055811161
