Chr	start	end	gene	depth	sample20190415-I1-log2_ND
chr9	139400957	139401134	NOTCH1	595	0
chr9	139401142	139401465	NOTCH1	888	-0.40903612
chr9	139401722	139401795	NOTCH1	224	0.38304132
chr9	139401797	139401906	NOTCH1	271	-0.32612587
chr9	139402377	139402627	NOTCH1	799	-0.17422069
chr9	139402662	139402868	NOTCH1	693	-0.12382092
chr9	139403292	139403541	NOTCH1	457	-1.0296086
chr9	139404152	139404435	NOTCH1	998	-0.13512866
chr9	139405077	139405287	NOTCH1	676	0.11682513
chr9	139405577	139405761	NOTCH1	449	-0.16682491
chr9	139407447	139407619	NOTCH1	377	-0.95040078
chr9	139407812	139408025	NOTCH1	858	-0.18012077
chr9	139408937	139409191	NOTCH1	991	0.071893958
chr9	139409712	139409893	NOTCH1	680	0.18518619
chr9	139409912	139410196	NOTCH1	1205	0.43967936
chr9	139410407	139410550	NOTCH1	307	-0.68030222
chr9	139411702	139411873	NOTCH1	255	-1.0778885
chr9	139412172	139412429	NOTCH1	723	-0.32235621
chr9	139412557	139412778	NOTCH1	592	-0.26798361
chr9	139413017	139413300	NOTCH1	1261	0.085397564
chr9	139413872	139414040	NOTCH1	871	0.46726978
chr9	139417277	139417660	NOTCH1	871	-0.55335724
chr9	139418147	139418467	NOTCH1	812	-0.40411334
chr9	139438437	139438579	NOTCH1	296	-0.68548591
chr9	139440127	139440285	NOTCH1	76	-2.4429901
chr10	8097584	8097860	GATA3	954	0.22433338
chr10	8100244	8100838	GATA3	3209	0.61783154
chr10	8105924	8106136	GATA3	1240	0.17355194
chr10	8111414	8111600	GATA3	987	0.17502138
chr10	8115679	8116026	GATA3	2625	0.33609894
chr10	11990261	11990327	UPF2	84	-0.95877154
chr10	32311153	32311902	KIF5B_fus	5512	0.14389065
chr10	43572662	43572735	RET	72	-0.96054052
chr10	43572752	43572831	RET	67	-1.5435783
chr10	43595857	43596275	RET	1750	-0.14901815
chr10	43597767	43598113	RET	1914	0.31454401
chr10	43600377	43600697	RET	1174	0.15432668
chr10	43601792	43602040	RET	675	-0.48391759
chr10	43604447	43604702	RET	1083	-0.013458445
chr10	43606627	43607710	RET	5498	-0.09702005
chr10	43608222	43609241	RET	3360	-0.57159648
chr10	43609252	43612218	RET	12318	0.58159612
chr10	43613752	43613970	RET	776	-0.44008717
chr10	43614952	43615241	RET	743	-0.47385027
chr10	43615497	43615675	RET	675	-0.42919007
chr10	43617307	43617551	RET	1513	-0.088836141
chr10	43619092	43619274	RET	775	-0.045930916
chr10	43620297	43620443	RET	411	-0.68808376
chr10	43621992	43622967	RET	7938	0.091485351
chr10	43623532	43623739	RET	1157	-0.37361227
chr10	89624192	89624368	PTEN	1050	-0.17234132
chr10	89653742	89653889	PTEN	737	0.21812966
chr10	89685262	89685373	PTEN	464	0.22444728
chr10	89690752	89690894	PTEN	952	0.43710623
chr10	89692747	89693084	PTEN	3743	0.51085437
chr10	89693182	89693815	PTEN	5927	0.84873071
chr10	89693832	89694429	PTEN	7461	0.94868856
chr10	89694707	89697374	PTEN	24529	1.1829319
chr10	89697387	89699056	PTEN	16295	0.6474866
chr10	89699372	89699435	PTEN	805	1.7273742
chr10	89699442	89699930	PTEN	5052	1.1610705
chr10	89700152	89700382	PTEN	2169	0.43597774
chr10	89700387	89702451	PTEN	16884	0.67007198
chr10	89702492	89702562	PTEN	581	1.5859912
chr10	89702587	89702690	PTEN	770	1.1920713
chr10	89702692	89702810	PTEN	735	0.86309567
chr10	89702892	89703162	PTEN	2044	0.27629381
chr10	89703207	89703279	PTEN	592	1.6937535
chr10	89703282	89703349	PTEN	575	1.7849223
chr10	89703367	89704273	PTEN	7161	0.59399468
chr10	89704302	89704657	PTEN	4157	0.53089119
chr10	89704722	89705836	PTEN	8654	-0.090921929
chr10	89705852	89705954	PTEN	887	0.58605161
chr10	89706222	89707089	PTEN	8185	0.16350498
chr10	89707092	89707376	PTEN	2189	0.0681466
chr10	89707677	89707986	PTEN	2364	0.097293177
chr10	89708012	89708402	PTEN	3406	0.86292836
chr10	89708712	89709747	PTEN	7578	0.59053461
chr10	89710042	89710383	PTEN	3251	0.85016785
chr10	89710387	89710489	PTEN	1031	1.5961493
chr10	89710777	89711979	PTEN	14826	0.71352251
chr10	89717587	89717789	PTEN	1928	0.4653872
chr10	89720642	89721334	PTEN	6665	0.21339154
chr10	89721337	89721616	PTEN	5719	1.4987405
chr10	89721627	89721976	PTEN	4769	1.6262872
chr10	89722342	89722463	PTEN	697	0.71497312
chr10	89722627	89722791	PTEN	2194	1.1251771
chr10	89722827	89724028	PTEN	11598	0.27985796
chr10	89724312	89724519	PTEN	1518	0.87011884
chr10	89724802	89725250	PTEN	2922	0.22281538
chr10	90750566	90750710	FAS	878	0.6706783
chr10	90762761	90762972	FAS	1341	-0.15037334
chr10	90767426	90767604	FAS	926	-0.25275154
chr10	90768621	90768789	FAS	1305	0.26439506
chr10	90770251	90770387	FAS	1327	0.56191401
chr10	90770456	90770594	FAS	2008	1.1883371
chr10	90771716	90771866	FAS	708	-0.29927642
chr10	90773041	90773181	FAS	1435	1.4003737
chr10	90773851	90774234	FAS	1896	-0.61574954
chr10	95422231	95422299	PDE6C	66	-1.3542609
chr10	96541541	96541676	rs4244285	777	0.64505524
chr10	96798471	96798614	rs1934951	679	-0.39332198
chr10	96827026	96827096	rs11572080	383	0.64184549
chr10	98928871	98929021	rs2784917	349	-0.72045731
chr10	101620698	101620843	rs12762549	735	-0.27983009
chr10	104263884	104264121	SUFU	677	-0.027966395
chr10	104268904	104269085	SUFU	1195	0.29844392
chr10	104309704	104309880	SUFU	1305	0.36499798
chr10	104339524	104339665	SUFU	509	-0.82706323
chr10	104352304	104352516	SUFU	948	-0.27905625
chr10	104353354	104353511	SUFU	373	-0.86098516
chr10	104353709	104353854	SUFU	845	0.16000999
chr10	104356859	104357082	SUFU	1094	-0.007611984
chr10	104359164	104359335	SUFU	615	-0.32157231
chr10	104374989	104375174	SUFU	632	-0.47535921
chr10	104377019	104377201	SUFU	890	-0.0074982417
chr10	104378794	104379262	SUFU	1918	-0.3313643
chr10	104386909	104387046	SUFU	463	-0.92407488
chr10	104389784	104389931	SUFU	500	-0.31764131
chr10	104849448	104849698	NT5C2	1809	0.18574632
chr10	104850333	104850588	NT5C2	1361	-0.44618849
chr10	104850648	104850797	NT5C2	793	-0.13547007
chr10	104851273	104851401	NT5C2	400	-0.84275463
chr10	104852868	104853087	NT5C2	1929	0.28101653
chr10	104853678	104853833	NT5C2	1100	0.17770779
chr10	104854068	104854250	NT5C2	757	-0.52507008
chr10	104855643	104855740	NT5C2	722	0.37588039
chr10	104857008	104857162	NT5C2	788	-0.21155373
chr10	104858633	104858770	NT5C2	762	-0.085348626
chr10	104859658	104859790	NT5C2	625	-0.45210089
chr10	104860758	104860903	NT5C2	670	0.41373457
chr10	104860953	104861096	NT5C2	928	0.28211412
chr10	104865053	104865161	NT5C2	351	-0.14978367
chr10	104865433	104865572	NT5C2	662	-0.46623061
chr10	104866318	104866497	NT5C2	931	-0.33161327
chr10	104871453	104871591	NT5C2	575	-0.64123786
chr10	104897903	104898040	rs11598702	918	0.030859567
chr10	104899118	104899254	NT5C2	532	-0.59168546
chr10	104905763	104906246	NT5C2	4059	0.067830628
chr10	104913023	104913262	NT5C2	1314	-0.35928207
chr10	104913293	104913606	NT5C2	2364	-0.029891177
chr10	104934588	104934730	NT5C2	805	-0.18587412
chr10	115805573	115805642	ADRB1	275	-0.092532249
chr10	123239065	123239553	FGFR2	3042	-0.31288929
chr10	123241640	123241712	FGFR2	181	-0.87254837
chr10	123242605	123243039	FGFR2_fus	2572	-0.4846996
chr10	123243190	123243329	FGFR2	713	-0.34484828
chr10	123244880	123245060	FGFR2	1400	0.5645967
chr10	123246830	123246966	FGFR2	419	-1.0883199
chr10	123247475	123247652	FGFR2	1465	0.30173615
chr10	123256010	123256272	FGFR2	1095	-0.56080317
chr10	123257975	123258163	FGFR2	1177	-0.10384461
chr10	123260315	123260496	FGFR2	962	0.19572235
chr10	123263280	123263502	FGFR2	1178	-0.19041685
chr10	123274605	123274854	FGFR2	1741	0.047680536
chr10	123276810	123277007	FGFR2	1012	-0.34450942
chr10	123278170	123278378	FGFR2	1109	-0.38545672
chr10	123279470	123279710	FGFR2	1499	0.32970514
chr10	123298080	123298257	FGFR2	1407	0.35312998
chr10	123310775	123310996	FGFR2	1780	0.36292287
chr10	123323975	123324125	FGFR2	678	-0.26824697
chr10	123324930	123325249	FGFR2	2094	0.11360608
chr10	123353200	123353368	FGFR2	1220	0.36099115
chr10	124183615	124183687	PLEKHA1	177	-0.06848194
chr10	124183700	124183765	PLEKHA1	180	-0.63258233
chr10	124810625	124810705	ACADSB	58	-3.0424871
chr11	532555	532772	HRAS	453	-0.72412151
chr11	533235	533394	HRAS	388	-0.15219789
chr11	533430	533640	HRAS	1306	0.60171834
chr11	533740	533979	HRAS	1036	0.028492515
chr11	534190	534303	HRAS	336	-0.2745186
chr11	2154189	2154465	IGF2	551	-0.88374423
chr11	2154724	2154941	IGF2	479	-0.6917012
chr11	2156569	2156782	IGF2	592	-0.57736371
chr11	2158474	2158555	IGF2	127	-1.7703302
chr11	2159434	2159604	IGF2	148	-1.721531
chr11	2159619	2160238	IGF2	336	-2.7433614
chr11	2161334	2161548	IGF2	730	-0.59114529
chr11	4141061	4141204	rs183484	633	-0.51393458
chr11	4159376	4159517	rs9937	649	-0.47651041
chr11	8246141	8246291	LMO1	458	-0.74205809
chr11	8248366	8248694	LMO1	1125	-0.43007941
chr11	8251816	8252094	LMO1	1481	0.34862968
chr11	8284856	8285143	LMO1	1170	-0.20582695
chr11	8285166	8285453	LMO1	1300	-0.70872848
chr11	8289911	8290054	LMO1	205	-0.8898201
chr11	9459521	9459592	IPO7	136	-0.75368007
chr11	18047859	18047941	TPH1	169	-1.6004074
chr11	18047954	18048023	TPH1	143	-0.2410081
chr11	32410573	32410753	WT1	1034	0.096723451
chr11	32413493	32413623	WT1	398	-0.96316827
chr11	32414183	32414319	WT1	864	-0.063306001
chr11	32417768	32417990	WT1	768	-0.76819304
chr11	32421468	32421607	WT1	1127	0.74144549
chr11	32437983	32438135	WT1	533	-0.49389105
chr11	32439088	32439227	WT1	858	-0.087797297
chr11	32449468	32449625	WT1	188	-1.4285336
chr11	32450013	32450192	WT1	775	0.311133
chr11	32452043	32452395	WT1	1197	-0.2734099
chr11	32456223	32456920	WT1	1346	-0.91941772
chr11	48186027	48186105	PTPRJ	232	-0.88704986
chr11	49454877	49454951	FOLH1	388	0.16362283
chr11	49454972	49455039	FOLH1	501	0.93727515
chr11	57472060	57472128	MED19	108	-1.412995
chr11	63663058	63663135	MARK2	156	-1.2991604
chr11	64571778	64572319	MEN1	2097	-0.16327583
chr11	64572473	64572685	MEN1	720	-0.18669308
chr11	64573078	64573257	MEN1	658	-0.23505747
chr11	64573678	64573851	MEN1	948	0.36091086
chr11	64574443	64574738	MEN1	854	-0.74703784
chr11	64574998	64575182	MEN1	761	-0.1530127
chr11	64575338	64575581	MEN1	1288	0.51016837
chr11	64577088	64577617	MEN1	1752	-0.47014129
chr11	67352613	67352760	rs1695	476	-0.3949017
chr11	67353508	67353653	rs1138272	647	0.19258159
chr11	69456056	69456308	CCND1	1778	0.8948068
chr11	69457776	69458045	CCND1	1028	0.027292219
chr11	69458571	69458782	CCND1	677	-0.5942527
chr11	69462726	69462943	CCND1	974	-0.051445197
chr11	69465861	69465967	CCND1	157	-1.0332237
chr11	69465991	69466066	CCND1	169	0.13371879
chr11	69514001	69514355	FGF19	1597	-0.28333972
chr11	69518001	69518151	FGF19	307	-0.37346858
chr11	69518391	69518667	FGF19	411	-1.0510465
chr11	69588051	69588296	FGF4	1697	0.50636142
chr11	69588756	69588901	FGF4	200	-1.1712399
chr11	69589481	69589864	FGF4	441	-1.5417682
chr11	69625066	69625489	FGF3	1691	-0.038764808
chr11	69631066	69631206	FGF3	577	-0.25907088
chr11	69633456	69633746	FGF3	463	-0.99825975
chr11	69998456	69998522	ANO1	57	-1.6141582
chr11	94153245	94153321	MRE11A	462	1.0599261
chr11	94163040	94163141	MRE11A	686	1.0139593
chr11	94168960	94169108	MRE11A	1014	0.21359389
chr11	94170300	94170436	MRE11A	848	0.68054672
chr11	94178945	94179091	MRE11A	671	-0.40274376
chr11	94180350	94180646	MRE11A	2484	0.20176471
chr11	94189390	94189543	MRE11A	1004	0.39205773
chr11	94192545	94192773	MRE11A	2717	0.73360658
chr11	94194075	94194209	MRE11A	1381	0.73586613
chr11	94197255	94197421	MRE11A	1280	0.25618227
chr11	94200945	94201075	MRE11A	916	0.27126502
chr11	94203605	94203823	MRE11A	1586	0.04352219
chr11	94204715	94204961	MRE11A	2527	0.56243281
chr11	94209420	94209600	MRE11A	1168	0.41357221
chr11	94211870	94212082	MRE11A	1284	-0.18219169
chr11	94212810	94212939	MRE11A	704	-0.16479337
chr11	94219055	94219270	MRE11A	1481	0.16525809
chr11	94223965	94224155	MRE11A	1409	0.51899409
chr11	94225785	94225995	MRE11A	1589	0.17038213
chr11	103418082	103418228	rs716274	527	-0.71100894
chr11	108098313	108098448	ATM	1329	0.75066571
chr11	108098473	108098641	ATM	1750	1.469866
chr11	108099883	108100086	ATM	744	-0.34256036
chr11	108106388	108106591	ATM	1434	0.16311487
chr11	108114673	108114870	ATM	2097	0.72524709
chr11	108115483	108115767	ATM	2136	0.19720718
chr11	108117198	108117342	ATM	971	0.13451282
chr11	108117668	108117878	ATM	1038	-0.2000285
chr11	108119653	108119861	ATM	1308	-0.14285271
chr11	108121418	108121839	ATM	2691	-0.3188119
chr11	108122538	108122786	ATM	1872	0.051453873
chr11	108123518	108123660	ATM	1121	0.58037348
chr11	108124518	108124772	ATM	1391	-0.41363811
chr11	108126918	108127088	ATM	2025	0.83827642
chr11	108128173	108128355	ATM	833	-0.34167444
chr11	108129678	108129820	ATM	1546	0.96271749
chr11	108137873	108138076	ATM	1117	-0.3270226
chr11	108139103	108139363	ATM	2235	0.23642609
chr11	108141753	108141888	ATM	1239	0.4686798
chr11	108141968	108142167	ATM	2100	0.64923916
chr11	108143223	108143352	ATM	1127	1.0283551
chr11	108143418	108143602	ATM	1119	-0.057445925
chr11	108150193	108150379	ATM	1193	-0.023454935
chr11	108151708	108151917	ATM	2112	0.58663546
chr11	108153413	108153622	ATM	1910	1.1662562
chr11	108154943	108155215	ATM	1874	-0.052634949
chr11	108158303	108158474	ATM	815	-0.50058183
chr11	108159678	108159848	ATM	1137	0.16868325
chr11	108160303	108160538	ATM	1824	0.8110186
chr11	108163323	108163526	ATM	2207	0.62010395
chr11	108164018	108164219	ATM	1612	1.0163239
chr11	108165628	108165800	ATM	1032	-0.13934738
chr11	108168003	108168139	ATM	630	-0.54766096
chr11	108170418	108170630	ATM	1372	-0.12657209
chr11	108172343	108172533	ATM	1502	0.30637896
chr11	108173573	108173778	ATM	1511	0.26266713
chr11	108175373	108175613	ATM	1940	0.21322867
chr11	108178583	108178739	ATM	1224	0.31646711
chr11	108180853	108181067	ATM	1424	0.24551741
chr11	108183098	108183247	ATM	523	-0.3999078
chr11	108186523	108186656	ATM	1488	0.79404581
chr11	108186708	108186849	ATM	1304	0.51345147
chr11	108188078	108188261	ATM	809	-0.50727313
chr11	108190658	108190802	ATM	466	-0.66501388
chr11	108191998	108192174	ATM	1773	0.59563661
chr11	108196013	108196286	ATM	1254	-0.66614741
chr11	108196763	108196971	ATM	1370	-0.10777505
chr11	108198348	108198516	ATM	1130	0.032929354
chr11	108199723	108199991	ATM	1312	-0.55225367
chr11	108200918	108201171	ATM	1555	-0.24684375
chr11	108202148	108202316	ATM	1483	0.44886385
chr11	108202573	108202795	ATM	1222	-0.27686918
chr11	108203478	108203648	ATM	674	-0.70687334
chr11	108204573	108204717	ATM	919	0.49159978
chr11	108205663	108205849	ATM	1021	-0.24794613
chr11	108206548	108206716	ATM	749	-0.53661712
chr11	108213923	108214125	ATM	1847	0.41341391
chr11	108216448	108216669	ATM	2287	0.71887737
chr11	108217993	108218130	ATM	586	-0.021927688
chr11	108224468	108224637	ATM	1248	0.13234314
chr11	108225488	108225628	ATM	768	-0.098330986
chr11	108235783	108235966	ATM	1268	0.10167147
chr11	108236028	108236268	ATM	2021	0.27002692
chr11	111741031	111741107	ALG9	201	-0.9055883
chr11	111741121	111741192	ALG9	178	-0.8077594
chr11	111957631	111957734	SDHD	703	1.1161861
chr11	111958546	111958631	SDHD	513	0.0018711301
chr11	111958661	111958746	SDHD	517	0.20821475
chr11	111959561	111959777	SDHD	2018	0.52301269
chr11	111961746	111961902	SDHD	1363	0.54367904
chr11	111965516	111965667	SDHD	859	0
chr11	118255583	118255659	LOC100131626	290	-0.35031199
chr11	118255678	118255753	LOC100131626	301	0.55405085
chr11	118307198	118307395	KMT2A	205	-1.456348
chr11	118307423	118307688	KMT2A	663	-0.29471844
chr11	118339468	118339598	KMT2A	1102	0.42997021
chr11	118342353	118344067	KMT2A	16307	0.41346411
chr11	118344078	118345049	KMT2A	8731	0.21367336
chr11	118347493	118347710	KMT2A	1050	-0.44527033
chr11	118348648	118348946	KMT2A	1983	-0.12848465
chr11	118350848	118350979	KMT2A	873	0.08621562
chr11	118352438	118352815	KMT2A	2531	0.026879482
chr11	118353093	118353202	KMT2A	414	-0.74120274
chr11	118354873	118355049	KMT2A	759	-0.62281603
chr11	118355543	118355729	KMT2A	1606	0.39691215
chr11	118359293	118359511	KMT2A	2098	0.52029651
chr11	118360478	118360624	KMT2A	1003	0.25108384
chr11	118360833	118361001	KMT2A	1306	0.35489218
chr11	118361878	118362056	KMT2A	1402	0.22924917
chr11	118362423	118362673	KMT2A	1787	0.026880968
chr11	118363738	118363958	KMT2A	1071	-0.45763818
chr11	118364978	118365153	KMT2A	1351	0.36107393
chr11	118365373	118365504	KMT2A	1261	1.0599807
chr11	118366393	118366642	KMT2A	1471	-0.24205621
chr11	118366943	118367105	KMT2A	846	-0.22202249
chr11	118368628	118368809	KMT2A	1088	-0.08710053
chr11	118369053	118369269	KMT2A	1073	-0.46623208
chr11	118369993	118370170	KMT2A	1536	0.35405644
chr11	118370508	118370659	KMT2A	745	-0.27881845
chr11	118371678	118371895	KMT2A	952	-0.6120386
chr11	118372363	118372606	KMT2A	2074	0.33738189
chr11	118373088	118377395	KMT2A	33592	1.4183099
chr11	118378208	118378349	KMT2A	590	-0.4050885
chr11	118379808	118379938	KMT2A	980	0.29248076
chr11	118380633	118380856	KMT2A	1111	-0.51155862
chr11	118382623	118382765	KMT2A	1001	0.18269927
chr11	118390303	118390548	KMT2A	2102	0.51108428
chr11	118390648	118390794	KMT2A	620	-0.43195183
chr11	118391483	118391615	KMT2A	966	0.19611263
chr11	118391968	118392154	KMT2A	1318	0.26785944
chr11	118392578	118392901	KMT2A	2104	-0.16713421
chr11	118916993	118917065	HYOU1	55	-2.5364929
chr11	119077093	119077241	CBL	329	-0.14682201
chr11	119077253	119077358	CBL	324	-0.075891765
chr11	119103128	119103444	CBL	1878	-0.40285035
chr11	119142418	119142625	CBL	959	-0.60450409
chr11	119144548	119144759	CBL	1304	-0.18890411
chr11	119145508	119145691	CBL	910	-0.29284948
chr11	119146683	119146862	CBL	1565	0.47135733
chr11	119148438	119148576	CBL	1003	0.12262009
chr11	119148868	119149047	CBL	922	-0.3266512
chr11	119149198	119149333	CBL	951	0.23881634
chr11	119149363	119149467	CBL	641	0.070887745
chr11	119155643	119155836	CBL	2402	1.0616975
chr11	119155863	119156290	CBL	4906	0.83717714
chr11	119158533	119158679	CBL	973	0.16359154
chr11	119167603	119167777	CBL	1002	-0.063328091
chr11	119168058	119168216	CBL	624	-0.63668414
chr11	119169043	119169290	CBL	1678	0.16773433
chr11	119170183	119170531	CBL	2319	0.03215989
chr11	125496615	125496769	CHEK1	1192	0.5753808
chr11	125497480	125497752	CHEK1	1489	-0.11871594
chr11	125499080	125499221	CHEK1	1608	0.7727314
chr11	125499245	125499380	CHEK1	1649	0.93938544
chr11	125503030	125503276	CHEK1	2265	0.34591004
chr11	125505300	125505375	CHEK1	518	0.55239296
chr11	125505380	125505450	CHEK1	450	0.68146797
chr11	125507320	125507454	CHEK1	749	-0.040203272
chr11	125513665	125513832	CHEK1	1764	0.72275654
chr11	125513950	125514177	CHEK1	2161	0.45109952
chr11	125514385	125514555	CHEK1	1041	-0.13163569
chr11	125523605	125523745	CHEK1	761	-0.027462109
chr11	125525095	125525236	CHEK1	525	-0.80448179
chr12	394594	394841	KDM5A	2359	0.41125109
chr12	401899	402351	KDM5A	5718	0.61608097
chr12	404709	404980	KDM5A	2751	0.59559238
chr12	406184	406398	KDM5A	4382	1.5340326
chr12	416079	416292	KDM5A	1181	-0.31267087
chr12	416594	417188	KDM5A	5347	0.16954085
chr12	418939	419144	KDM5A	2060	0.50595562
chr12	420029	420271	KDM5A	1911	0.2445847
chr12	422194	422369	KDM5A	1601	0.46010984
chr12	427249	427664	KDM5A	3441	0.097510373
chr12	430139	430311	KDM5A	1344	0.13750562
chr12	431554	431771	KDM5A	1210	-0.31842807
chr12	432224	432359	KDM5A	435	-1.0698724
chr12	432744	432983	KDM5A	1290	-0.36742633
chr12	437979	438218	KDM5A	1394	-0.23205183
chr12	440959	441134	KDM5A	1004	-0.18015783
chr12	442624	442843	KDM5A	1571	0.19813295
chr12	443379	443623	KDM5A	1129	-0.61066308
chr12	459759	459963	KDM5A	1344	-0.08736274
chr12	461339	461516	KDM5A	914	-0.36085676
chr12	463214	463417	KDM5A	1316	-0.096362007
chr12	464294	464427	KDM5A	1435	0.7745801
chr12	465574	465707	KDM5A	850	-0.035797824
chr12	472104	472283	KDM5A	1338	0.24344858
chr12	475074	475275	KDM5A	1767	0.37654011
chr12	493174	493349	KDM5A	835	-0.51427573
chr12	495029	495159	KDM5A	882	0.11947859
chr12	498069	498269	KDM5A	675	-0.064604423
chr12	1022504	1022659	RAD52	1008	0.05166212
chr12	1023029	1023322	RAD52	2579	0.41473645
chr12	1023544	1023727	RAD52	634	-0.76094402
chr12	1025404	1026002	RAD52	3243	0.21045411
chr12	1034579	1034710	RAD52	844	0.035362231
chr12	1035934	1036141	RAD52	824	-0.59694631
chr12	1036279	1036469	RAD52	1189	0.26982173
chr12	1038934	1039080	RAD52	890	0.28364002
chr12	1039184	1039323	RAD52	959	0.21575957
chr12	1040359	1040502	RAD52	668	0.036967153
chr12	1042099	1042254	RAD52	747	-0.17445019
chr12	4383183	4383424	CCND2	875	0.14114637
chr12	4385148	4385394	CCND2	1200	-0.15373761
chr12	4387903	4388117	CCND2	895	-0.23728341
chr12	4394408	4394651	CCND2	1378	-0.26779056
chr12	4397983	4398199	CCND2	822	-0.53869981
chr12	4408993	4409216	CCND2	1014	-0.28081656
chr12	10763102	10763172	MAGOHB	110	-0.82673881
chr12	11803007	11803142	ETV6	487	-0.77471087
chr12	11905362	11905538	ETV6	715	-0.28109868
chr12	11992052	11992530	ETV6	3213	-0.19404817
chr12	11992822	11994744	ETV6	14544	0.20739468
chr12	11995037	11995324	ETV6	2991	0.5564932
chr12	11995362	11997774	ETV6	17581	0.48319704
chr12	11998052	11998649	ETV6	4738	0.029989803
chr12	11998942	11999146	ETV6	1066	-0.42218275
chr12	11999177	11999783	ETV6	4202	-0.34634579
chr12	11999947	12001534	ETV6	10919	-0.094134006
chr12	12001547	12002032	ETV6	3825	-0.062640719
chr12	12002317	12003182	ETV6	5632	-0.25627127
chr12	12003202	12003489	ETV6	1923	0.088555453
chr12	12003492	12003635	ETV6	1162	0.34247936
chr12	12003652	12004171	ETV6	4743	0.46165801
chr12	12004172	12005821	ETV6	12896	0.046514479
chr12	12006127	12006828	ETV6	5978	0.032396177
chr12	12007062	12007148	ETV6	81	-2.5897069
chr12	12007292	12007958	ETV6	4388	-0.41980394
chr12	12008232	12009598	ETV6	12344	0.20482572
chr12	12009607	12011311	ETV6	14246	0.1930432
chr12	12011347	12012040	ETV6	4824	-0.29608005
chr12	12012402	12013448	ETV6	7216	-0.16222559
chr12	12013522	12014605	ETV6	11206	0.38552217
chr12	12014622	12015355	ETV6	6676	0.14172224
chr12	12015372	12015604	ETV6	2046	0.34855523
chr12	12015707	12016391	ETV6	6713	0.16315264
chr12	12016407	12017691	ETV6	10522	-0.0052064037
chr12	12017697	12017914	ETV6	2112	0.46933102
chr12	12018202	12018516	ETV6	2812	0.49691399
chr12	12018522	12018602	ETV6	1243	2.2134358
chr12	12018652	12018727	ETV6	1633	2.8954134
chr12	12018747	12019125	ETV6	7541	1.6361241
chr12	12019127	12021235	ETV6	21662	0.75371938
chr12	12021262	12021359	ETV6	968	0.75459507
chr12	12021527	12021870	ETV6	1737	-0.60257161
chr12	12022187	12022789	ETV6	4290	0.27020307
chr12	12022797	12022950	ETV6	1091	0.73336109
chr12	12037352	12037526	ETV6	1344	0.24095487
chr12	12038837	12038970	ETV6	521	-0.6599209
chr12	12043852	12043991	ETV6	593	-0.62218224
chr12	12870752	12871276	CDKN1B	2435	-0.17996221
chr12	12871737	12871906	CDKN1B	811	-0.45714741
chr12	18434987	18435721	PIK3C2G	5181	-0.28479102
chr12	18439737	18439878	PIK3C2G	1037	0.44517729
chr12	18443767	18443984	PIK3C2G	1595	0.44553693
chr12	18446812	18446978	PIK3C2G	1184	0.99637429
chr12	18466862	18467010	PIK3C2G	849	-0.074558073
chr12	18473847	18473996	PIK3C2G	511	-0.07614571
chr12	18477927	18478068	PIK3C2G	716	0.097070764
chr12	18491332	18491511	PIK3C2G	757	0.0017279714
chr12	18496192	18496333	PIK3C2G	727	0.48959512
chr12	18499542	18499801	PIK3C2G	1762	-0.057404996
chr12	18515662	18515845	PIK3C2G	1573	0.81030389
chr12	18524092	18524261	PIK3C2G	1353	0.29072949
chr12	18534677	18534846	PIK3C2G	1507	0.49880407
chr12	18544047	18544221	PIK3C2G	1099	-0.10046962
chr12	18552567	18552820	PIK3C2G	2186	0.26418366
chr12	18573842	18573994	PIK3C2G	797	-0.18142585
chr12	18576852	18576988	PIK3C2G	1103	0.32876226
chr12	18641372	18641577	PIK3C2G	1026	-0.46087133
chr12	18644362	18644531	PIK3C2G	1163	0.19152968
chr12	18648962	18649113	PIK3C2G	969	0.29656137
chr12	18650517	18650715	PIK3C2G	873	-0.63100995
chr12	18656192	18656371	PIK3C2G	1043	-0.19650785
chr12	18658197	18658407	PIK3C2G	1803	0.23099821
chr12	18691057	18691269	PIK3C2G	1431	-0.071299879
chr12	18699227	18699413	PIK3C2G	1115	-0.14580763
chr12	18715602	18715857	PIK3C2G	2185	0.23491325
chr12	18716287	18716458	PIK3C2G	975	-0.2557538
chr12	18719857	18719999	PIK3C2G	718	0.17455322
chr12	18747407	18747539	PIK3C2G	1022	0.45318277
chr12	18762442	18762579	PIK3C2G	646	-0.48500177
chr12	18793327	18793509	PIK3C2G	1081	-0.095612555
chr12	18800787	18801003	PIK3C2G	1408	0.088332907
chr12	21045610	21045757	rs11045585	619	-0.48179818
chr12	21331540	21331690	rs2291075	998	0.26673203
chr12	25362413	25362761	KRAS	2315	0.31197522
chr12	25362768	25362865	KRAS	1113	1.6771312
chr12	25368048	25368516	KRAS	3523	0.64589615
chr12	25378518	25378721	KRAS	2127	0.68873749
chr12	25380133	25380385	KRAS	2101	0.20814856
chr12	25398183	25398362	KRAS	1353	0.39829894
chr12	42736779	42736981	PPHLN1_fus	1673	1.0897603
chr12	42736999	42737237	PPHLN1_fus	1950	1.0729586
chr12	46123594	46123729	ARID2	631	-0.076434984
chr12	46123799	46123937	ARID2	772	-0.0024353551
chr12	46124964	46125111	ARID2	950	0.12013857
chr12	46205179	46205352	ARID2	1265	0.10329566
chr12	46211429	46211703	ARID2	2629	0.53752181
chr12	46215194	46215289	ARID2	381	0.035401186
