Chr	start	end	gene	depth	R-181108-995555-BLD-101100_BC_E18111102-16-DNA_F1811112948-6_L181111-00002-A4_20181113-C11_panel12_P181114419-3_sample20181114-A3-A00168-log2_ND
chr8	69058422	69058621	PREX2	242	-0.080679064
chr8	69069532	69069702	PREX2	96	-1.6196965
chr8	69103917	69104056	PREX2	813	2.1708439
chr8	69104537	69104808	PREX2	1783	-0.46504192
chr8	69129822	69129977	PREX2	619	-1.0858655
chr8	69136752	69136898	PREX2	673	-0.85946616
chr8	69143517	69143663	PREX2	541	-1.0602007
chr8	69389132	69389274	rs1517114	452	0.10535625
chr8	80678863	80679353	HEY1_fus	3203	-0.20950541
chr8	89198747	89198824	MMP16	176	-1.7796143
chr8	89198847	89198912	MMP16	96	1.3935364
chr8	90796292	90796370	RIPK2	45	-2.454021
chr8	90796382	90796447	RIPK2	47	0.3179223
chr8	90947757	90947901	NBN	89	0.050231402
chr8	90949212	90949362	NBN	104	0.19623889
chr8	90955447	90955629	NBN	658	0.16834434
chr8	90958332	90958581	NBN	124	-1.0029824
chr8	90960027	90960125	NBN	83	0.26254004
chr8	90965447	90965930	NBN	1302	0.61063947
chr8	90967487	90967792	NBN	1277	0.70382154
chr8	90970927	90971132	NBN	1689	0.8785683
chr8	90976612	90976779	NBN	252	0.63412948
chr8	90982567	90982831	NBN	836	1.266563
chr8	90983367	90983574	NBN	175	0.59584717
chr8	90990412	90990600	NBN	165	-0.071440942
chr8	90992937	90993180	NBN	194	-1.1156799
chr8	90993567	90993788	NBN	316	0.60031995
chr8	90994122	90994255	NBN	79	0.13404832
chr8	90994927	90995094	NBN	305	-0.61976998
chr8	90996717	90996859	NBN	1018	-0.013961177
chr8	94767992	94768066	TMEM67	34	-1.3369859
chr8	101280836	101280903	RNF19A	25	-0.66430318
chr8	101280926	101280993	RNF19A	32	-0.24521313
chr8	101540151	101540228	ANKRD46	179	-1.3795992
chr8	101540246	101540314	ANKRD46	149	1.9752824
chr8	117859717	117859959	RAD21	1750	0.80571916
chr8	117861147	117861299	RAD21	753	-0.29753001
chr8	117862822	117863018	RAD21	357	-0.78478594
chr8	117864162	117864377	RAD21	1848	0.15861592
chr8	117864752	117864960	RAD21	847	-0.19801246
chr8	117866462	117866734	RAD21	1181	0.9279281
chr8	117868382	117868525	RAD21	740	0.20518018
chr8	117868852	117869041	RAD21	276	-1.6378038
chr8	117869472	117869726	RAD21	290	-0.63473631
chr8	117870562	117870738	RAD21	200	-0.17607404
chr8	117874057	117874190	RAD21	210	-0.99234643
chr8	117875347	117875519	RAD21	548	0.38580332
chr8	117878802	117879004	RAD21	859	-0.1321901
chr8	128748777	128748905	MYC	1557	0.65182082
chr8	128750472	128751283	MYC	7743	-0.38416925
chr8	128752612	128753235	MYC	5388	-0.4488907
chr9	5021964	5022242	JAK2	1231	0.32544552
chr9	5029759	5029931	JAK2	120	-1.8053382
chr9	5044379	5044554	JAK2	561	0.0021753483
chr9	5050664	5050868	JAK2	675	0.062127353
chr9	5054539	5054916	JAK2	931	-0.40143887
chr9	5055644	5055812	JAK2	65	-0.53532217
chr9	5064874	5065075	JAK2	216	-0.68542334
chr9	5066654	5066756	JAK2	38	-2.8521841
chr9	5068989	5069230	JAK2	235	-0.18848935
chr9	5069914	5070116	JAK2	130	-0.41116174
chr9	5072469	5072638	JAK2	247	-0.66991929
chr9	5073684	5073831	JAK2	187	-0.90620637
chr9	5077429	5077606	JAK2	50	-0.96975584
chr9	5078274	5078346	JAK2	83	0.40084291
chr9	5078349	5078482	JAK2	143	-0.76362123
chr9	5080199	5080409	JAK2	266	-0.67037954
chr9	5080509	5080717	JAK2	276	-0.24985248
chr9	5081699	5081866	JAK2	397	-0.23798628
chr9	5089649	5089891	JAK2	1221	-0.27549686
chr9	5090424	5090611	JAK2	60	-1.582861
chr9	5090714	5090915	JAK2	171	-1.3333881
chr9	5122979	5123148	JAK2	773	0.8062525
chr9	5126309	5126483	JAK2	449	0.49996824
chr9	5126654	5126832	JAK2	306	-0.30828549
chr9	5456059	5456200	CD274	222	-0.4695932
chr9	5457054	5457446	CD274	1805	-0.69350918
chr9	5462809	5463160	CD274	2405	0.25140327
chr9	5465489	5465622	CD274	949	1.0339236
chr9	5466714	5466867	CD274	147	-0.39639986
chr9	5467779	5467915	CD274	525	0.17612127
chr9	5522499	5522636	PDCD1LG2	669	0.057147586
chr9	5534719	5535070	PDCD1LG2	2291	-0.45725663
chr9	5549309	5549627	PDCD1LG2	2650	-0.26237272
chr9	5557589	5557762	PDCD1LG2	1922	0.79317398
chr9	5563114	5563246	PDCD1LG2	371	1.0622462
chr9	5569899	5570035	PDCD1LG2	1029	1.2859281
chr9	5738464	5738547	KIAA1432	140	-1.1525159
chr9	5738559	5738631	KIAA1432	212	2.4104383
chr9	21968154	21968293	CDKN2A	1558	0.4597897
chr9	21968444	21968791	CDKN2A	3779	0.048834248
chr9	21970869	21971242	CDKN2A	3114	-0.13907865
chr9	21971289	21971440	CDKN2A	1650	0.62038188
chr9	21974379	21975150	CDKN2A	6330	-0.61986733
chr9	21991569	21991992	CDKN2A	412	-0.28934744
chr9	21991994	21992515	CDKN2A	209	-0.85547267
chr9	21994114	21994460	CDKN2A	2093	-0.49484285
chr9	22005954	22006291	CDKN2B	2588	-0.17011708
chr9	22008644	22008963	CDKN2B	2330	-0.26518557
chr9	27548349	27548417	C9orf72	223	-0.67717104
chr9	35074074	35074248	FANCG	1412	-0.12531026
chr9	35074344	35074526	FANCG	2327	0.54389277
chr9	35074889	35075116	FANCG	2131	0.017241301
chr9	35075214	35075370	FANCG	1500	0.28969684
chr9	35075439	35075784	FANCG	2947	-0.25863654
chr9	35075909	35076067	FANCG	1140	-0.25772353
chr9	35076394	35076584	FANCG	1770	0.081421539
chr9	35076694	35076903	FANCG	2383	0.29754217
chr9	35076944	35077126	FANCG	2139	0.42557117
chr9	35077229	35077407	FANCG	1385	-0.20005551
chr9	35078104	35078360	FANCG	2560	0.085173232
chr9	35078574	35078758	FANCG	1508	-0.09471843
chr9	35079114	35079268	FANCG	1078	-0.23177191
chr9	35079399	35079539	FANCG	1621	0.46668108
chr9	36840499	36840641	PAX5	1009	-0.22214245
chr9	36846809	36846939	PAX5	1759	0.74369773
chr9	36881969	36882118	PAX5	1162	-0.023473718
chr9	36923329	36923513	PAX5	964	-0.705904
chr9	36930839	36930988	PAX5	1336	0.11813947
chr9	36966519	36966727	PAX5	2512	0.39378259
chr9	37002619	37002790	PAX5	2229	0.60200078
chr9	37006444	37006578	PAX5	1490	1.2910276
chr9	37014964	37015205	PAX5	3940	0.84397469
chr9	37020599	37020818	PAX5	2164	0.064122409
chr9	37026494	37026758	PAX5	1944	-0.25037071
chr9	37033924	37034065	PAX5	1657	0.45989263
chr9	80336212	80336463	GNAQ	2862	0.30494785
chr9	80343397	80343579	GNAQ	668	-0.2276583
chr9	80409352	80409526	GNAQ	444	-0.83129931
chr9	80412412	80412584	GNAQ	1060	-0.40436172
chr9	80430507	80430710	GNAQ	399	-0.56400869
chr9	80537042	80537304	GNAQ	1671	-0.32413017
chr9	80645992	80646168	GNAQ	1803	0.33209317
chr9	87285633	87285912	NTRK2	4319	0.7168623
chr9	87317028	87317182	NTRK2	938	0.33118394
chr9	87317218	87317368	NTRK2	912	1.4454798
chr9	87322718	87322852	NTRK2	160	0.13134968
chr9	87325528	87325730	NTRK2	928	0.078077866
chr9	87338463	87338634	NTRK2	963	-0.051497632
chr9	87339113	87339297	NTRK2	953	0.3693792
chr9	87342543	87343354	NTRK2	7274	0.12971162
chr9	87343373	87345370	NTRK2	13566	0.8392073
chr9	87345718	87346079	NTRK2	1681	0.25317099
chr9	87346383	87349424	NTRK2	27110	0.86685671
chr9	87349748	87350061	NTRK2	2496	0.73823003
chr9	87350123	87352015	NTRK2	9798	0.38226645
chr9	87352038	87353957	NTRK2	12670	0.70460895
chr9	87354243	87356576	NTRK2	15635	1.036305
chr9	87356583	87357688	NTRK2	5889	-0.20268026
chr9	87358008	87358247	NTRK2	1084	1.536
chr9	87358253	87358875	NTRK2	1320	1.457869
chr9	87358878	87360000	NTRK2	9677	0.35383544
chr9	87366868	87367010	NTRK2	1566	0.75739799
chr9	87425463	87426176	NTRK2	3545	0.30916982
chr9	87426248	87426811	NTRK2	5633	0.080788876
chr9	87426833	87427865	NTRK2	4385	0.21152142
chr9	87427868	87429332	NTRK2	13978	0.043773984
chr9	87429363	87429437	NTRK2	1140	2.8995272
chr9	87429443	87430423	NTRK2	7255	0.029257836
chr9	87430448	87430518	NTRK2	238	2.6754969
chr9	87430528	87430643	NTRK2	180	1.4807411
chr9	87475933	87479215	NTRK2	23549	1.1141142
chr9	87479423	87479658	NTRK2	2384	0.5864827
chr9	87479943	87481532	NTRK2	9984	0.59160025
chr9	87481608	87481679	NTRK2	151	-0.03594452
chr9	87481748	87482025	NTRK2	626	0.080087401
chr9	87482068	87485007	NTRK2	18305	1.3623995
chr9	87485523	87487207	NTRK2	9108	0.30085236
chr9	87487213	87487525	NTRK2	3559	1.0653029
chr9	87487558	87487633	NTRK2	848	3.7553363
chr9	87487648	87488769	NTRK2	7410	0.30977265
chr9	87488793	87493263	NTRK2	32378	1.694472
chr9	87493563	87493995	NTRK2	4408	0.81946182
chr9	87494083	87494213	NTRK2	603	-0.25990833
chr9	87494218	87494920	NTRK2	4950	0.64641512
chr9	87494943	87497115	NTRK2	12447	0.85823686
chr9	87497123	87497617	NTRK2	6507	0.78289754
chr9	87497968	87500425	NTRK2	10878	1.4513992
chr9	87500438	87500679	NTRK2	1138	0.77624516
chr9	87500948	87503306	NTRK2	18719	1.0444904
chr9	87503558	87503899	NTRK2	2441	0.037231109
chr9	87504193	87504326	NTRK2	399	2.4577699
chr9	87504638	87506152	NTRK2	10909	0.35936063
chr9	87506153	87506846	NTRK2	4876	0.70226683
chr9	87506848	87507554	NTRK2	4309	0.1817463
chr9	87507918	87510961	NTRK2	22985	1.027083
chr9	87510973	87511158	NTRK2	2353	2.5590424
chr9	87511188	87511539	NTRK2	3322	0.20293937
chr9	87511548	87512065	NTRK2	5491	0.28255067
chr9	87512338	87512974	NTRK2	6808	-0.20249627
chr9	87512978	87513390	NTRK2	2553	0.60473496
chr9	87513453	87513589	NTRK2	1717	0.81658978
chr9	87513888	87514159	NTRK2	1028	0.61792797
chr9	87514178	87514376	NTRK2	1136	2.8728974
chr9	87514383	87516092	NTRK2	12525	0.34485845
chr9	87516423	87516811	NTRK2	1929	0.19488583
chr9	87517133	87517473	NTRK2	2218	1.2198397
chr9	87517478	87518020	NTRK2	3479	0.49182425
chr9	87518028	87518542	NTRK2	2585	0.25907839
chr9	87518668	87519883	NTRK2	3138	0.45479055
chr9	87519888	87520197	NTRK2	2235	0.13733665
chr9	87520213	87522592	NTRK2	13549	0.61560132
chr9	87522618	87523000	NTRK2	2440	0.72973625
chr9	87523028	87523366	NTRK2	1149	0.3808238
chr9	87523373	87523528	NTRK2	382	2.0172382
chr9	87523538	87524095	NTRK2	2068	0.26649713
chr9	87524108	87524403	NTRK2	1554	1.338869
chr9	87524518	87524717	NTRK2	673	2.0048106
chr9	87524778	87525148	NTRK2	1041	1.9042989
chr9	87525153	87525471	NTRK2	3093	0.53125712
chr9	87525493	87526567	NTRK2	1912	0.6981709
chr9	87526688	87526780	NTRK2	226	2.2002987
chr9	87526803	87526980	NTRK2	339	1.5224395
chr9	87526988	87527268	NTRK2	417	1.3229825
chr9	87527278	87527377	NTRK2	248	1.5748179
chr9	87527403	87527535	NTRK2	424	2.4858043
chr9	87527818	87527997	NTRK2	624	2.4563742
chr9	87528023	87528170	NTRK2	422	1.619725
chr9	87528178	87528623	NTRK2	691	1.1217655
chr9	87528628	87528760	NTRK2	343	0.62539534
chr9	87528808	87529075	NTRK2	700	2.0198179
chr9	87529088	87529825	NTRK2	6372	0.88288905
chr9	87530018	87530281	NTRK2	2670	0.11677297
chr9	87530283	87530535	NTRK2	2934	0.4391184
chr9	87530558	87531555	NTRK2	4799	-0.43602069
chr9	87531563	87536904	NTRK2	40187	2.0633046
chr9	87536923	87538563	NTRK2	11717	0.48408957
chr9	87538848	87538990	NTRK2	853	0.38086901
chr9	87539208	87540088	NTRK2	10279	0.25553553
chr9	87540123	87540995	NTRK2	8755	-0.19504452
chr9	87541458	87542226	NTRK2	3509	1.1035905
chr9	87542238	87543974	NTRK2	5519	0.52875483
chr9	87543978	87544481	NTRK2	2603	0.86762317
chr9	87544763	87546048	NTRK2	9409	-0.36170094
chr9	87546348	87546620	NTRK2	1185	1.2358471
chr9	87546643	87547405	NTRK2	2310	0.010341944
chr9	87547408	87549243	NTRK2	13054	0.28478723
chr9	87563343	87563559	NTRK2	1734	-0.22846524
chr9	87570173	87570454	NTRK2	2025	-0.38362301
chr9	87635088	87635305	NTRK2	1836	-0.13432812
chr9	87636133	87636383	NTRK2	2071	-0.16507675
chr9	93606156	93606614	SYK	4110	-0.29933944
chr9	93607681	93607896	SYK	1228	-0.58884521
chr9	93624466	93624638	SYK	1110	-0.49073314
chr9	93626826	93626968	SYK	841	0.92702206
chr9	93627281	93627430	SYK	1204	0.42743314
chr9	93629371	93629515	SYK	1048	0.11530882
chr9	93636451	93636604	SYK	860	-0.35677513
chr9	93636921	93637169	SYK	1892	-0.26062158
chr9	93639826	93640076	SYK	2210	0.18013309
chr9	93641021	93641269	SYK	1258	0.12346398
chr9	93649996	93650217	SYK	1785	-0.10780932
chr9	93650766	93650956	SYK	827	-0.75899525
chr9	93657761	93657911	SYK	794	-0.62223145
chr9	95051501	95051568	IARS	27	-0.54426443
chr9	97863966	97864179	FANCC	2021	0.17072631
chr9	97869316	97869572	FANCC	2910	0.26346066
chr9	97872476	97873655	FANCC	5004	-0.65665126
chr9	97873721	97873936	FANCC	1450	-0.43709161
chr9	97876871	97877028	FANCC	966	-0.41609569
chr9	97879556	97879708	FANCC	554	-1.0370632
chr9	97887346	97887481	FANCC	984	0.26357859
chr9	97888766	97888918	FANCC	647	0.15222209
chr9	97897606	97897809	FANCC	856	0.052040858
chr9	97905736	97905816	FANCC	250	-0.52984582
chr9	97912176	97912384	FANCC	1912	0.013162066
chr9	97933321	97933469	FANCC	171	-0.96855596
chr9	97934296	97934462	FANCC	87	-0.15887311
chr9	98002901	98003037	FANCC	129	-0.48595929
chr9	98009681	98009814	FANCC	208	-0.033126115
chr9	98011386	98011600	FANCC	1513	0.26064031
chr9	98209171	98209759	PTCH1	5063	-0.46180864
chr9	98211326	98211635	PTCH1	2475	-0.29124831
chr9	98212096	98212247	PTCH1	1107	-0.20359498
chr9	98215726	98215946	PTCH1	1413	-0.54121348
chr9	98218531	98218716	PTCH1	1347	-0.26019249
chr9	98220271	98220582	PTCH1	2807	-0.14563712
chr9	98221846	98222098	PTCH1	2603	0.1554052
chr9	98224116	98224292	PTCH1	2650	0.72679883
chr9	98229366	98229718	PTCH1	3635	0.16347692
chr9	98231001	98231476	PTCH1	4479	-0.29443808
chr9	98232071	98232239	PTCH1	1313	0.40906602
chr9	98238291	98238460	PTCH1	1490	0.033078541
chr9	98239016	98239161	PTCH1	1195	0.83585062
chr9	98239796	98240028	PTCH1	1353	-0.66106214
chr9	98240311	98240496	PTCH1	1750	0.10704204
chr9	98241251	98241475	PTCH1	2601	0.29267722
chr9	98242221	98242398	PTCH1	1494	0.17908961
chr9	98242641	98242878	PTCH1	2173	0.034738071
chr9	98244191	98244337	PTCH1	668	0.23590105
chr9	98244376	98244512	PTCH1	487	1.1247232
chr9	98247936	98248179	PTCH1	2703	0.54201594
chr9	98256521	98256701	PTCH1	1591	0.016924789
chr9	98268666	98268905	PTCH1	2630	0.25735232
chr9	98269191	98269732	PTCH1	4801	-0.46971676
chr9	98270206	98270309	PTCH1	1137	0.36204288
chr9	98270421	98270660	PTCH1	1492	-0.32067785
chr9	98270661	98271034	PTCH1	2205	-0.6294161
chr9	98278726	98278971	PTCH1	5550	1.3353712
chr9	98278981	98279116	PTCH1	2645	1.1479318
chr9	102588086	102589246	NR4A3_fus	6285	-0.31605472
chr9	102589256	102589530	NR4A3_fus	1665	1.7067915
chr9	102589576	102590347	NR4A3_fus	7557	-0.1499816
chr9	115986324	115986393	rs10981694	450	0.942632
chr9	115986394	115986472	rs10981694	514	1.0879015
chr9	116002379	116002527	rs7851395	511	1.4800264
chr9	125909972	125910042	STRBP	53	0.36553422
chr9	128001037	128001202	rs430397	578	0.20609554
chr9	128327942	128328009	MAPKAP1	57	-3.063537
chr9	133589680	133589860	ABL1	1115	-0.31427007
chr9	133710800	133710935	ABL1	1475	0.34110837
chr9	133729425	133729638	ABL1	1813	-0.036164967
chr9	133730160	133730508	ABL1	2748	-0.41798261
chr9	133738125	133738431	ABL1	3022	-0.04713334
chr9	133747485	133747622	ABL1	1048	-0.086382737
chr9	133748215	133748439	ABL1	2395	0.18881867
chr9	133750230	133750477	ABL1	3234	0.51729047
chr9	133753770	133753998	ABL1	1988	-0.04317714
chr9	133755415	133755561	ABL1	1226	0.055494878
chr9	133755855	133756070	ABL1	1780	-0.18196975
chr9	133759325	133761110	ABL1	12413	-0.5416118
chr9	135771595	135771983	TSC1	4144	-0.049153202
chr9	135771995	135772165	TSC1	2180	0.56975926
chr9	135772535	135772768	TSC1	3005	1.0363976
chr9	135772780	135772997	TSC1	1863	0.68661201
chr9	135776070	135776253	TSC1	1484	0.028669022
chr9	135776945	135777129	TSC1	1751	0.16543571
chr9	135777960	135778216	TSC1	2363	0.24185583
chr9	135779005	135779224	TSC1	1580	-0.37120419
chr9	135779735	135779873	TSC1	810	-0.11696698
chr9	135780935	135781552	TSC1	7586	0.034701033
chr9	135782090	135782239	TSC1	556	-0.1095431
chr9	135782640	135782792	TSC1	533	-0.13241728
chr9	135785935	135786114	TSC1	809	-1.0033503
chr9	135786365	135786536	TSC1	830	-0.30709789
chr9	135786810	135786981	TSC1	849	-0.77447411
chr9	135787640	135787857	TSC1	978	-0.50605515
chr9	135796715	135796853	TSC1	530	0.27914739
chr9	135797170	135797394	TSC1	1210	-0.21251651
chr9	135798710	135798916	TSC1	1178	-0.28591322
chr9	135800950	135801122	TSC1	784	-0.36297623
chr9	135802555	135802703	TSC1	962	-0.058057278
chr9	135804130	135804369	TSC1	2106	0.018513168
chr9	139390492	139392023	NOTCH1	13149	-0.24520955
chr9	139393327	139393468	NOTCH1	2088	0.78196181
chr9	139393532	139393751	NOTCH1	2442	0.31338961
chr9	139394982	139395344	NOTCH1	3841	0.17059773
chr9	139396172	139396385	NOTCH1	2476	0.35195466
chr9	139396412	139396559	NOTCH1	1934	0.8180443
chr9	139396697	139396976	NOTCH1	1540	-0.52971204
chr9	139397602	139397822	NOTCH1	1648	-0.28498238
chr9	139399092	139399590	NOTCH1	3988	-0.33774329
chr9	139399737	139400365	NOTCH1	4852	-0.55911145
chr9	139400957	139401134	NOTCH1	1967	0.38751609
chr9	139401142	139401465	NOTCH1	2784	-0.092676137
chr9	139401722	139401795	NOTCH1	649	-0.0047587932
chr9	139401797	139401906	NOTCH1	782	-0.13881806
chr9	139402377	139402627	NOTCH1	2494	0.22885448
chr9	139402662	139402868	NOTCH1	1970	0.12663283
chr9	139403292	139403541	NOTCH1	1507	-0.57047467
chr9	139404152	139404435	NOTCH1	2980	0.18647277
chr9	139405077	139405287	NOTCH1	1961	0.27667481
chr9	139405577	139405761	NOTCH1	1117	-0.2809839
chr9	139407447	139407619	NOTCH1	1220	-0.33945435
chr9	139407812	139408025	NOTCH1	2411	0.27206159
chr9	139408937	139409191	NOTCH1	2420	0.086685926
chr9	139409712	139409893	NOTCH1	2268	0.55807399
chr9	139409912	139410196	NOTCH1	3689	0.67853483
chr9	139410407	139410550	NOTCH1	1173	-0.0098807737
chr9	139411702	139411873	NOTCH1	1118	-0.21328677
chr9	139412172	139412429	NOTCH1	2146	-0.039148666
chr9	139412557	139412778	NOTCH1	2083	0.22557561
chr9	139413017	139413300	NOTCH1	3391	0.33756075
chr9	139413872	139414040	NOTCH1	2299	0.71120405
chr9	139417277	139417660	NOTCH1	2393	-0.55928848
chr9	139418147	139418467	NOTCH1	2263	-0.32592715
chr9	139438437	139438579	NOTCH1	753	-0.63464649
chr9	139440127	139440285	NOTCH1	296	-1.946074
chr10	8097584	8097860	GATA3	2584	0.29548736
chr10	8100244	8100838	GATA3	6287	0.054215238
chr10	8105924	8106136	GATA3	2352	0.22642218
chr10	8111414	8111600	GATA3	2095	0.35485476
chr10	8115679	8116026	GATA3	4510	0.3247468
chr10	11990261	11990327	UPF2	50	0.35800108
chr10	32311153	32311902	KIF5B_fus	1557	0.62851764
chr10	43572662	43572735	RET	282	-1.0414858
chr10	43572752	43572831	RET	295	-1.0386028
chr10	43595857	43596275	RET	4406	-0.067651684
chr10	43597767	43598113	RET	4233	0.26993246
chr10	43600377	43600697	RET	3411	0.28683039
chr10	43601792	43602040	RET	1587	-0.4658583
chr10	43604447	43604702	RET	2432	0.040913193
chr10	43606627	43607710	RET	11813	-0.16760207
chr10	43608222	43609241	RET	7629	-0.69561757
chr10	43609252	43612218	RET	27023	0.47952002
chr10	43613752	43613970	RET	1729	-0.25456879
chr10	43614952	43615241	RET	2013	-0.33458081
chr10	43615497	43615675	RET	1561	-0.063509235
chr10	43617307	43617551	RET	2411	0.34943742
chr10	43619092	43619274	RET	1710	0.088933809
chr10	43620297	43620443	RET	855	-0.55984582
chr10	43621992	43622967	RET	9642	-0.1881965
chr10	43623532	43623739	RET	1574	0.68323401
chr10	89624192	89624368	PTEN	1564	0.27993337
chr10	89653742	89653889	PTEN	60	-1.0092949
chr10	89685262	89685373	PTEN	17	-1.7276321
chr10	89690752	89690894	PTEN	37	-1.802935
chr10	89692747	89693084	PTEN	743	-0.60754233
chr10	89693182	89693815	PTEN	523	-0.014557874
chr10	89693832	89694429	PTEN	1012	0.42665297
chr10	89694707	89697374	PTEN	5688	1.2254403
chr10	89697387	89699056	PTEN	4192	0.82945363
chr10	89699372	89699435	PTEN	255	1.6895859
chr10	89699442	89699930	PTEN	648	0.88600918
chr10	89700152	89700382	PTEN	681	-0.2172955
chr10	89700387	89702451	PTEN	3136	0.42763085
chr10	89702492	89702562	PTEN	54	0.20953168
chr10	89702587	89702690	PTEN	54	0.068154483
chr10	89702692	89702810	PTEN	95	0.6822129
chr10	89702892	89703162	PTEN	292	-0.25306433
chr10	89703207	89703279	PTEN	23	-0.80721706
chr10	89703282	89703349	PTEN	17	-1.1804327
chr10	89703367	89704273	PTEN	1015	0.2689614
chr10	89704302	89704657	PTEN	2014	0.32084802
chr10	89704722	89705836	PTEN	6325	-0.05653089
chr10	89705852	89705954	PTEN	861	0.79327997
chr10	89706222	89707089	PTEN	3883	0.066242165
chr10	89707092	89707376	PTEN	1413	0.4973894
chr10	89707677	89707986	PTEN	550	-0.010298274
chr10	89708012	89708402	PTEN	830	1.4501999
chr10	89708712	89709747	PTEN	1246	0.51637772
chr10	89710042	89710383	PTEN	998	1.7274684
chr10	89710387	89710489	PTEN	192	1.8684218
chr10	89710777	89711979	PTEN	4965	1.1550273
chr10	89717587	89717789	PTEN	818	-0.16855518
chr10	89720642	89721334	PTEN	2638	0.62713475
chr10	89721337	89721616	PTEN	1948	0.49421808
chr10	89721627	89721976	PTEN	739	1.7277493
chr10	89722342	89722463	PTEN	109	0.77460817
chr10	89722627	89722791	PTEN	322	0.20075934
chr10	89722827	89724028	PTEN	2988	0.15285289
chr10	89724312	89724519	PTEN	598	2.3668123
chr10	89724802	89725250	PTEN	543	0.31911057
chr10	90750566	90750710	FAS	1513	0.29189713
chr10	90762761	90762972	FAS	968	-0.17028143
chr10	90767426	90767604	FAS	1035	-0.37130383
chr10	90768621	90768789	FAS	904	1.1306227
chr10	90770251	90770387	FAS	502	1.0308808
chr10	90770456	90770594	FAS	675	1.5297632
chr10	90771716	90771866	FAS	185	-0.67584583
chr10	90773041	90773181	FAS	80	0.0023050561
chr10	90773851	90774234	FAS	494	-0.60567995
chr10	95422231	95422299	PDE6C	51	0.30451426
chr10	96541541	96541676	rs4244285	80	0.16785262
chr10	96798471	96798614	rs1934951	771	-0.21862209
chr10	96827026	96827096	rs11572080	525	-0.23168318
chr10	98928871	98929021	rs2784917	695	-0.82074463
chr10	101620698	101620843	rs12762549	644	0.48522494
chr10	104263884	104264121	SUFU	2279	0.31645436
chr10	104268904	104269085	SUFU	1894	0.2834895
chr10	104309704	104309880	SUFU	1755	0.14672815
chr10	104339524	104339665	SUFU	539	-0.48353943
chr10	104352304	104352516	SUFU	1645	-0.2787051
chr10	104353354	104353511	SUFU	840	-0.68564538
chr10	104353709	104353854	SUFU	1502	0.27811881
chr10	104356859	104357082	SUFU	2077	-0.024977784
chr10	104359164	104359335	SUFU	1357	-0.12355756
chr10	104374989	104375174	SUFU	1432	-0.17782398
chr10	104377019	104377201	SUFU	1750	0.13119415
chr10	104378794	104379262	SUFU	4476	-0.28174604
chr10	104386909	104387046	SUFU	868	0.030989464
chr10	104389784	104389931	SUFU	1132	-0.13721911
chr10	104849448	104849698	NT5C2	2141	0.014038961
chr10	104850333	104850588	NT5C2	1542	-0.25388212
chr10	104850648	104850797	NT5C2	583	0.32769627
chr10	104851273	104851401	NT5C2	235	0.41686602
chr10	104852868	104853087	NT5C2	1437	0.45217017
chr10	104853678	104853833	NT5C2	1082	0.86972258
chr10	104854068	104854250	NT5C2	872	-0.61935438
chr10	104855643	104855740	NT5C2	223	-0.22508823
chr10	104857008	104857162	NT5C2	193	-0.42530525
chr10	104858633	104858770	NT5C2	94	-0.86871183
chr10	104859658	104859790	NT5C2	353	-0.80402003
chr10	104860758	104860903	NT5C2	102	0.4181319
chr10	104860953	104861096	NT5C2	80	-0.97631912
chr10	104865053	104865161	NT5C2	13	-2.1345101
chr10	104865433	104865572	NT5C2	153	-1.9306298
chr10	104866318	104866497	NT5C2	339	-0.85726664
chr10	104871453	104871591	NT5C2	546	-0.75337239
chr10	104897903	104898040	rs11598702	874	0.13257615
chr10	104899118	104899254	NT5C2	111	-0.68243383
chr10	104905763	104906246	NT5C2	1860	0.30332301
chr10	104913023	104913262	NT5C2	878	0.001021638
chr10	104913293	104913606	NT5C2	1374	0.53099474
chr10	104934588	104934730	NT5C2	328	-0.45534077
chr10	115805573	115805642	ADRB1	731	1.6739457
chr10	123239065	123239553	FGFR2	3995	-0.32090547
chr10	123241640	123241712	FGFR2	181	-0.92228359
chr10	123242605	123243039	FGFR2_fus	2853	0.45009822
chr10	123243190	123243329	FGFR2	1010	-0.012503123
chr10	123244880	123245060	FGFR2	2337	0.55090614
chr10	123246830	123246966	FGFR2	609	-0.58345044
chr10	123247475	123247652	FGFR2	1806	1.735662
chr10	123256010	123256272	FGFR2	1840	-0.41308078
chr10	123257975	123258163	FGFR2	1234	0.63705032
chr10	123260315	123260496	FGFR2	1680	0.061906939
chr10	123263280	123263502	FGFR2	1923	-0.11223278
chr10	123274605	123274854	FGFR2	2649	0.32923682
chr10	123276810	123277007	FGFR2	1542	0.35592807
chr10	123278170	123278378	FGFR2	1686	0.090286238
chr10	123279470	123279710	FGFR2	2196	0.0055054318
chr10	123298080	123298257	FGFR2	2046	0.48634849
chr10	123310775	123310996	FGFR2	2821	0.48503076
chr10	123323975	123324125	FGFR2	1082	-0.078040621
chr10	123324930	123325249	FGFR2	3804	0.20259129
chr10	123353200	123353368	FGFR2	2052	0.5451012
chr10	124183615	124183687	PLEKHA1	68	0.59751785
chr10	124183700	124183765	PLEKHA1	64	-0.90461428
chr10	124810625	124810705	ACADSB	71	-2.345883
chr11	532555	532772	HRAS	1277	-0.52543845
chr11	533235	533394	HRAS	1151	0.0063292093
chr11	533430	533640	HRAS	3642	0.92472452
chr11	533740	533979	HRAS	2934	0.43466396
chr11	534190	534303	HRAS	1046	0.13745663
