Chr	start	end	gene	depth	R-181105-501025-BLD-485154_BC_E18110806-2-DNA_F1811082897-14_L181108-00003-A3_20181110-C8_panel12_P181110411-2_sample20181110-nextseq-TPNB500304-log2_ND
chr9	139409712	139409893	NOTCH1	2065	0.56449402
chr9	139409912	139410196	NOTCH1	3484	0.74765324
chr9	139410407	139410550	NOTCH1	928	-0.16138752
chr9	139411702	139411873	NOTCH1	1015	-0.21369197
chr9	139412172	139412429	NOTCH1	2083	0.045775762
chr9	139412557	139412778	NOTCH1	1784	0.17315791
chr9	139413017	139413300	NOTCH1	3208	0.39982976
chr9	139413872	139414040	NOTCH1	1995	0.66445894
chr9	139417277	139417660	NOTCH1	2226	-0.47202865
chr9	139418147	139418467	NOTCH1	2249	-0.12511059
chr9	139438437	139438579	NOTCH1	779	-0.40937033
chr9	139440127	139440285	NOTCH1	293	-1.7448813
chr10	8097584	8097860	GATA3	2214	0.24299796
chr10	8100244	8100838	GATA3	5705	0.1480952
chr10	8105924	8106136	GATA3	2096	0.1297623
chr10	8111414	8111600	GATA3	1852	0.26773782
chr10	8115679	8116026	GATA3	3956	0.18940084
chr10	11990261	11990327	UPF2	36	0.2090956
chr10	32311153	32311902	KIF5B_fus	2128	0.93936236
chr10	43572662	43572735	RET	231	-0.82913166
chr10	43572752	43572831	RET	231	-1.0225279
chr10	43595857	43596275	RET	3403	-0.30535648
chr10	43597767	43598113	RET	4125	0.3855888
chr10	43600377	43600697	RET	3089	0.33492163
chr10	43601792	43602040	RET	1482	-0.47220744
chr10	43604447	43604702	RET	2623	0.2428418
chr10	43606627	43607710	RET	11631	-0.070613531
chr10	43608222	43609241	RET	7417	-0.59731603
chr10	43609252	43612218	RET	25641	0.53981606
chr10	43613752	43613970	RET	1756	-0.13723519
chr10	43614952	43615241	RET	1781	-0.36427094
chr10	43615497	43615675	RET	1536	-0.019805606
chr10	43617307	43617551	RET	2539	0.29490656
chr10	43619092	43619274	RET	1526	0.019676389
chr10	43620297	43620443	RET	917	-0.35120579
chr10	43621992	43622967	RET	10068	-0.19816275
chr10	43623532	43623739	RET	1811	0.66359771
chr10	89624192	89624368	PTEN	1613	0.19799058
chr10	89653742	89653889	PTEN	62	-1.0533863
chr10	89685262	89685373	PTEN	23	-1.283793
chr10	89690752	89690894	PTEN	47	-1.6177736
chr10	89692747	89693084	PTEN	885	-0.58690516
chr10	89693182	89693815	PTEN	591	0.15992671
chr10	89693832	89694429	PTEN	1091	0.40241534
chr10	89694707	89697374	PTEN	6998	1.3154322
chr10	89697387	89699056	PTEN	4391	0.66499693
chr10	89699372	89699435	PTEN	225	1.6553518
chr10	89699442	89699930	PTEN	555	0.6268263
chr10	89700152	89700382	PTEN	814	-0.23738434
chr10	89700387	89702451	PTEN	3861	0.49119272
chr10	89702492	89702562	PTEN	92	1.1710455
chr10	89702587	89702690	PTEN	40	-0.20347756
chr10	89702692	89702810	PTEN	109	0.8999602
chr10	89702892	89703162	PTEN	345	-0.20155165
chr10	89703207	89703279	PTEN	20	-0.78214436
chr10	89703282	89703349	PTEN	17	-0.89345081
chr10	89703367	89704273	PTEN	1390	0.74217382
chr10	89704302	89704657	PTEN	2312	0.33453846
chr10	89704722	89705836	PTEN	7126	-0.021069886
chr10	89705852	89705954	PTEN	948	0.87295955
chr10	89706222	89707089	PTEN	4621	0.08771888
chr10	89707092	89707376	PTEN	1367	0.17304259
chr10	89707677	89707986	PTEN	608	-0.11332096
chr10	89708012	89708402	PTEN	894	1.5878422
chr10	89708712	89709747	PTEN	1345	0.64131775
chr10	89710042	89710383	PTEN	871	1.464824
chr10	89710387	89710489	PTEN	187	1.9699602
chr10	89710777	89711979	PTEN	5759	1.1469427
chr10	89717587	89717789	PTEN	1013	-0.10462998
chr10	89720642	89721334	PTEN	3074	0.6097681
chr10	89721337	89721616	PTEN	2216	0.46851866
chr10	89721627	89721976	PTEN	844	1.8719426
chr10	89722342	89722463	PTEN	97	0.64800318
chr10	89722627	89722791	PTEN	470	0.52923674
chr10	89722827	89724028	PTEN	3510	0.097204497
chr10	89724312	89724519	PTEN	501	2.0300673
chr10	89724802	89725250	PTEN	558	0.29004233
chr10	90750566	90750710	FAS	1480	0.43000785
chr10	90762761	90762972	FAS	1260	0.0011544736
chr10	90767426	90767604	FAS	943	-0.61507496
chr10	90768621	90768789	FAS	1045	1.1317013
chr10	90770251	90770387	FAS	560	0.97966421
chr10	90770456	90770594	FAS	946	1.8928572
chr10	90771716	90771866	FAS	197	-0.79124036
chr10	90773041	90773181	FAS	60	-0.44543971
chr10	90773851	90774234	FAS	616	-0.51934916
chr10	95422231	95422299	PDE6C	30	-0.16381972
chr10	96541541	96541676	rs4244285	62	-0.20722809
chr10	96798471	96798614	rs1934951	809	-0.29114056
chr10	96827026	96827096	rs11572080	458	-0.15837896
chr10	98928871	98929021	rs2784917	522	-1.0863237
chr10	101620698	101620843	rs12762549	715	0.44391102
chr10	104263884	104264121	SUFU	1304	-0.30448257
chr10	104268904	104269085	SUFU	1990	0.35283165
chr10	104309704	104309880	SUFU	1866	0.25137393
chr10	104339524	104339665	SUFU	663	-0.35618596
chr10	104352304	104352516	SUFU	1675	-0.21109196
chr10	104353354	104353511	SUFU	751	-0.72150113
chr10	104353709	104353854	SUFU	1466	0.30862026
chr10	104356859	104357082	SUFU	2065	0.04647845
chr10	104359164	104359335	SUFU	1223	-0.20008539
chr10	104374989	104375174	SUFU	1360	-0.17887199
chr10	104377019	104377201	SUFU	1771	0.18718752
chr10	104378794	104379262	SUFU	3475	-0.50128318
chr10	104386909	104387046	SUFU	863	-0.13072414
chr10	104389784	104389931	SUFU	972	-0.24125754
chr10	104849448	104849698	NT5C2	2466	0.12696494
chr10	104850333	104850588	NT5C2	1552	-0.45569626
chr10	104850648	104850797	NT5C2	584	0.11131985
chr10	104851273	104851401	NT5C2	264	0.41817029
chr10	104852868	104853087	NT5C2	1713	0.49482036
chr10	104853678	104853833	NT5C2	1265	0.95326629
chr10	104854068	104854250	NT5C2	913	-0.6765972
chr10	104855643	104855740	NT5C2	281	0.080134935
chr10	104857008	104857162	NT5C2	260	-0.16075669
chr10	104858633	104858770	NT5C2	111	-0.818054
chr10	104859658	104859790	NT5C2	471	-0.54765655
chr10	104860758	104860903	NT5C2	155	1.0160333
chr10	104860953	104861096	NT5C2	125	-0.50474504
chr10	104865053	104865161	NT5C2	5	-3.4654376
chr10	104865433	104865572	NT5C2	151	-2.1362446
chr10	104866318	104866497	NT5C2	434	-0.75876685
chr10	104871453	104871591	NT5C2	598	-0.73671862
chr10	104897903	104898040	rs11598702	1027	0.26081973
chr10	104899118	104899254	NT5C2	110	-0.85849777
chr10	104905763	104906246	NT5C2	2207	0.36560393
chr10	104913023	104913262	NT5C2	1054	0.024131778
chr10	104913293	104913606	NT5C2	1630	0.5768731
chr10	104934588	104934730	NT5C2	388	-0.43718057
chr10	115805573	115805642	ADRB1	472	1.073724
chr10	123239065	123239553	FGFR2	4345	-0.27151783
chr10	123241640	123241712	FGFR2	165	-0.97205447
chr10	123242605	123243039	FGFR2_fus	3247	0.40644532
chr10	123243190	123243329	FGFR2	1147	0.10404147
chr10	123244880	123245060	FGFR2	2293	0.54744058
chr10	123246830	123246966	FGFR2	579	-0.78177088
chr10	123247475	123247652	FGFR2	1412	1.1298491
chr10	123256010	123256272	FGFR2	1810	-0.47007986
chr10	123257975	123258163	FGFR2	1457	0.71015194
chr10	123260315	123260496	FGFR2	1499	-0.026698501
chr10	123263280	123263502	FGFR2	1815	-0.23974903
chr10	123274605	123274854	FGFR2	2747	0.27341395
chr10	123276810	123277007	FGFR2	1324	-0.076760602
chr10	123278170	123278378	FGFR2	1832	0.068856994
chr10	123279470	123279710	FGFR2	2278	0.13313678
chr10	123298080	123298257	FGFR2	2326	0.60733755
chr10	123310775	123310996	FGFR2	2799	0.45818832
chr10	123323975	123324125	FGFR2	1111	-0.066176079
chr10	123324930	123325249	FGFR2	3585	0.16125494
chr10	123353200	123353368	FGFR2	1871	0.41109816
chr10	124183615	124183687	PLEKHA1	75	1.0123195
chr10	124183700	124183765	PLEKHA1	95	-0.22270231
chr10	124810625	124810705	ACADSB	78	-2.2183468
chr11	532555	532772	HRAS	1163	-0.51709245
chr11	533235	533394	HRAS	981	-0.021383054
chr11	533430	533640	HRAS	3389	0.95373468
chr11	533740	533979	HRAS	2688	0.42251792
chr11	534190	534303	HRAS	904	0.14222316
chr11	2154189	2154465	IGF2	1536	-0.49656659
chr11	2154724	2154941	IGF2	1122	-0.62235761
chr11	2156569	2156782	IGF2	1369	-0.37778276
chr11	2158474	2158555	IGF2	342	-0.90324045
chr11	2159434	2159604	IGF2	437	-1.3522881
chr11	2159619	2160238	IGF2	975	-2.5024795
chr11	2161334	2161548	IGF2	1721	-0.16034439
chr11	4141061	4141204	rs183484	232	-1.6274987
chr11	4159376	4159517	rs9937	523	0.74966354
chr11	8246141	8246291	LMO1	1082	-0.089611914
chr11	8248366	8248694	LMO1	2629	-0.21105611
chr11	8251816	8252094	LMO1	3166	0.4440383
chr11	8284856	8285143	LMO1	2413	-0.13379027
chr11	8285166	8285453	LMO1	1976	-0.051387725
chr11	8289911	8290054	LMO1	590	-0.59194032
chr11	9459521	9459592	IPO7	48	-0.36247644
chr11	18047859	18047941	TPH1	95	-1.3735609
chr11	18047954	18048023	TPH1	80	1.2615342
chr11	32410573	32410753	WT1	1857	0.23282801
chr11	32413493	32413623	WT1	500	-0.74918143
chr11	32414183	32414319	WT1	1167	0.23446697
chr11	32417768	32417990	WT1	1211	-0.77735601
chr11	32421468	32421607	WT1	1938	0.7965492
chr11	32437983	32438135	WT1	905	-0.430801
chr11	32439088	32439227	WT1	504	-0.087402418
chr11	32449468	32449625	WT1	353	-1.6807567
chr11	32450013	32450192	WT1	1520	0.14231404
chr11	32452043	32452395	WT1	2237	-0.51350694
chr11	32456223	32456920	WT1	3453	-0.87628599
chr11	48186027	48186105	PTPRJ	291	-0.98918354
chr11	49454877	49454951	FOLH1	276	-0.25862428
chr11	49454972	49455039	FOLH1	399	2.2158754
chr11	57472060	57472128	MED19	185	-1.2716616
chr11	63663058	63663135	MARK2	278	-1.0296554
chr11	64571778	64572319	MEN1	4506	-0.33794278
chr11	64572473	64572685	MEN1	1507	-0.19344465
chr11	64573078	64573257	MEN1	1257	-0.25668781
chr11	64573678	64573851	MEN1	2207	0.63378954
chr11	64574443	64574738	MEN1	1751	-0.67739546
chr11	64574998	64575182	MEN1	1552	0.01517578
chr11	64575338	64575581	MEN1	2783	0.53512895
chr11	64577088	64577617	MEN1	3733	-0.5875606
chr11	67352613	67352760	rs1695	810	-0.51093499
chr11	67353508	67353653	rs1138272	1059	-0.085858245
chr11	69456056	69456308	CCND1	4025	0.91452235
chr11	69457776	69458045	CCND1	2647	0.27105343
chr11	69458571	69458782	CCND1	1668	-0.16823552
chr11	69462726	69462943	CCND1	2309	0.28936382
chr11	69465861	69465967	CCND1	480	-0.4939514
chr11	69465991	69466066	CCND1	430	0.074449067
chr11	69514001	69514355	FGF19	3245	-0.10930717
chr11	69518001	69518151	FGF19	801	-0.2006107
chr11	69518391	69518667	FGF19	961	-1.0076421
chr11	69588051	69588296	FGF4	2937	0.44892606
chr11	69588756	69588901	FGF4	707	-0.52955012
chr11	69589481	69589864	FGF4	1399	-1.1521607
chr11	69625066	69625489	FGF3	4380	0.096448885
chr11	69631066	69631206	FGF3	1305	0.16407804
chr11	69633456	69633746	FGF3	1363	-0.6660178
chr11	69998456	69998522	ANO1	73	1.0635364
chr11	94153245	94153321	MRE11A	35	-0.074738823
chr11	94163040	94163141	MRE11A	397	3.0629199
chr11	94168960	94169108	MRE11A	372	-0.2235381
chr11	94170300	94170436	MRE11A	110	0.53972754
chr11	94178945	94179091	MRE11A	337	-0.52991617
chr11	94180350	94180646	MRE11A	2676	-0.12986312
chr11	94189390	94189543	MRE11A	302	0.79567756
chr11	94192545	94192773	MRE11A	1042	-0.11197312
chr11	94194075	94194209	MRE11A	196	-0.4335012
chr11	94197255	94197421	MRE11A	245	-0.71017081
chr11	94200945	94201075	MRE11A	494	1.1430233
chr11	94203605	94203823	MRE11A	529	-0.40853956
chr11	94204715	94204961	MRE11A	647	0.14100743
chr11	94209420	94209600	MRE11A	241	0.4168513
chr11	94211870	94212082	MRE11A	443	-0.1079918
chr11	94212810	94212939	MRE11A	303	0.1334665
chr11	94219055	94219270	MRE11A	285	-0.23263027
chr11	94223965	94224155	MRE11A	219	0.079054601
chr11	94225785	94225995	MRE11A	452	0.12822883
chr11	103418082	103418228	rs716274	911	0.11152697
chr11	108098313	108098448	ATM	249	0.25893814
chr11	108098473	108098641	ATM	214	1.1848448
chr11	108099883	108100086	ATM	235	0.60887038
chr11	108106388	108106591	ATM	330	-0.010509961
chr11	108114673	108114870	ATM	437	0.19357153
chr11	108115483	108115767	ATM	558	0.14022833
chr11	108117198	108117342	ATM	337	0.14856152
chr11	108117668	108117878	ATM	196	-0.38555638
chr11	108119653	108119861	ATM	311	-0.6447929
chr11	108121418	108121839	ATM	1827	-0.18258809
chr11	108122538	108122786	ATM	863	0.34717074
chr11	108123518	108123660	ATM	118	-0.45208688
chr11	108124518	108124772	ATM	409	-1.1146261
chr11	108126918	108127088	ATM	641	0.51633616
chr11	108128173	108128355	ATM	292	-0.12323885
chr11	108129678	108129820	ATM	226	0.32522096
chr11	108137873	108138076	ATM	537	-0.54287644
chr11	108139103	108139363	ATM	867	-0.090249808
chr11	108141753	108141888	ATM	473	0.18613075
chr11	108141968	108142167	ATM	798	0.42835948
chr11	108143223	108143352	ATM	144	0.61064927
chr11	108143418	108143602	ATM	404	-0.12144231
chr11	108150193	108150379	ATM	321	-0.62715102
chr11	108151708	108151917	ATM	553	0.37874153
chr11	108153413	108153622	ATM	160	0.32774272
chr11	108154943	108155215	ATM	423	-0.8710593
chr11	108158303	108158474	ATM	324	-0.60651325
chr11	108159678	108159848	ATM	124	-1.0825151
chr11	108160303	108160538	ATM	339	1.0614556
chr11	108163323	108163526	ATM	901	0.0071683469
chr11	108164018	108164219	ATM	101	-0.23311676
chr11	108165628	108165800	ATM	233	-0.53776376
chr11	108168003	108168139	ATM	305	-0.56453143
chr11	108170418	108170630	ATM	371	-0.64928615
chr11	108172343	108172533	ATM	383	0.13379104
chr11	108173573	108173778	ATM	313	0.089004154
chr11	108175373	108175613	ATM	740	0.3519092
chr11	108178583	108178739	ATM	598	-0.037394453
chr11	108180853	108181067	ATM	167	-0.67383998
chr11	108183098	108183247	ATM	38	-2.0318246
chr11	108186523	108186656	ATM	484	0.33777821
chr11	108186708	108186849	ATM	1003	0.4900448
chr11	108188078	108188261	ATM	364	-0.95694968
chr11	108190658	108190802	ATM	41	-2.0242823
chr11	108191998	108192174	ATM	1549	0.63208253
chr11	108196013	108196286	ATM	642	-0.95494429
chr11	108196763	108196971	ATM	935	-0.30746527
chr11	108198348	108198516	ATM	735	0.1071266
chr11	108199723	108199991	ATM	450	-0.62234602
chr11	108200918	108201171	ATM	1300	0.12240764
chr11	108202148	108202316	ATM	334	-0.18286339
chr11	108202573	108202795	ATM	340	-0.31325724
chr11	108203478	108203648	ATM	151	-1.084551
chr11	108204573	108204717	ATM	162	0.37696835
chr11	108205663	108205849	ATM	423	-0.65787695
chr11	108206548	108206716	ATM	644	0.45040442
chr11	108213923	108214125	ATM	1272	0.37794078
chr11	108216448	108216669	ATM	668	0.84106767
chr11	108217993	108218130	ATM	60	-0.61631193
chr11	108224468	108224637	ATM	1140	0.46088949
chr11	108225488	108225628	ATM	245	0.29803489
chr11	108235783	108235966	ATM	968	0.32383602
chr11	108236028	108236268	ATM	1840	0.42117811
chr11	111741031	111741107	ALG9	178	-1.4834774
chr11	111741121	111741192	ALG9	120	-0.70471601
chr11	111957631	111957734	SDHD	1090	0.68366948
chr11	111958546	111958631	SDHD	638	0.14957077
chr11	111958661	111958746	SDHD	788	0.14343539
chr11	111959561	111959777	SDHD	2279	0.25463545
chr11	111961746	111961902	SDHD	807	1.5449367
chr11	111965516	111965667	SDHD	1215	0.14257054
chr11	118255583	118255659	LOC100131626	230	-0.81928679
chr11	118255678	118255753	LOC100131626	151	2.0816197
chr11	118307198	118307395	KMT2A	650	-0.97009525
chr11	118307423	118307688	KMT2A	1448	-0.36771947
chr11	118339468	118339598	KMT2A	1147	0.92799977
chr11	118342353	118344067	KMT2A	17800	0.20986208
chr11	118344078	118345049	KMT2A	10267	-0.052818916
chr11	118347493	118347710	KMT2A	1272	-0.58075142
chr11	118348648	118348946	KMT2A	2431	-0.27005
chr11	118350848	118350979	KMT2A	380	0.322307
chr11	118352438	118352815	KMT2A	3221	-0.33130956
chr11	118353093	118353202	KMT2A	367	-0.76164001
chr11	118354873	118355049	KMT2A	689	-0.66775598
chr11	118355543	118355729	KMT2A	1054	-0.49319781
chr11	118359293	118359511	KMT2A	1947	0.24608991
chr11	118360478	118360624	KMT2A	708	-0.38085661
chr11	118360833	118361001	KMT2A	1025	-0.3581958
chr11	118361878	118362056	KMT2A	817	0.088529507
chr11	118362423	118362673	KMT2A	1917	-0.16052306
chr11	118363738	118363958	KMT2A	1083	-0.79906668
chr11	118364978	118365153	KMT2A	758	1.5496417
chr11	118365373	118365504	KMT2A	563	2.2755877
chr11	118366393	118366642	KMT2A	1812	-0.25526974
chr11	118366943	118367105	KMT2A	705	-0.65096006
chr11	118368628	118368809	KMT2A	1042	0.46048876
chr11	118369053	118369269	KMT2A	1132	-0.23672021
chr11	118369993	118370170	KMT2A	1457	0.70482652
chr11	118370508	118370659	KMT2A	709	0.21731604
chr11	118371678	118371895	KMT2A	1320	-0.44272751
chr11	118372363	118372606	KMT2A	2145	0.31594904
chr11	118373088	118377395	KMT2A	44023	1.3274991
chr11	118378208	118378349	KMT2A	883	-0.42296869
chr11	118379808	118379938	KMT2A	722	0.70173836
chr11	118380633	118380856	KMT2A	908	-0.049083563
chr11	118382623	118382765	KMT2A	1232	0.39707267
chr11	118390303	118390548	KMT2A	3095	0.42808052
chr11	118390648	118390794	KMT2A	865	-0.18174621
chr11	118391483	118391615	KMT2A	1252	1.1020107
chr11	118391968	118392154	KMT2A	1951	0.33603449
chr11	118392578	118392901	KMT2A	3090	-0.024378151
chr11	118916993	118917065	HYOU1	80	-2.1541671
chr11	119077093	119077241	CBL	823	-0.14896025
chr11	119077253	119077358	CBL	703	-0.0087295797
chr11	119103128	119103444	CBL	1518	-0.169257
chr11	119142418	119142625	CBL	459	-0.87606461
chr11	119144548	119144759	CBL	1155	-0.61765242
chr11	119145508	119145691	CBL	1056	-0.23653569
chr11	119146683	119146862	CBL	1758	0.28471096
chr11	119148438	119148576	CBL	546	-0.38232942
chr11	119148868	119149047	CBL	609	-0.17342844
chr11	119149198	119149333	CBL	1121	-0.024361241
chr11	119149363	119149467	CBL	722	0.37543648
chr11	119155643	119155836	CBL	3123	0.92248281
chr11	119155863	119156290	CBL	6462	0.40978459
chr11	119158533	119158679	CBL	883	0.29577816
chr11	119167603	119167777	CBL	1292	-0.22479337
chr11	119168058	119168216	CBL	860	-0.2763192
chr11	119169043	119169290	CBL	2592	0.14605332
chr11	119170183	119170531	CBL	3426	-0.056889176
chr11	125496615	125496769	CHEK1	1644	0.40181569
chr11	125497480	125497752	CHEK1	406	0.17428546
chr11	125499080	125499221	CHEK1	774	0.722348
chr11	125499245	125499380	CHEK1	429	0.48433835
chr11	125503030	125503276	CHEK1	944	0.10277073
chr11	125505300	125505375	CHEK1	234	-1.1092869
chr11	125505380	125505450	CHEK1	189	0.65879091
chr11	125507320	125507454	CHEK1	153	-0.29512804
chr11	125513665	125513832	CHEK1	671	0.12858064
chr11	125513950	125514177	CHEK1	1466	-0.076810827
chr11	125514385	125514555	CHEK1	626	-0.027536468
chr11	125523605	125523745	CHEK1	75	-1.2240887
chr11	125525095	125525236	CHEK1	373	-1.0110977
chr12	394594	394841	KDM5A	2424	0.28814016
chr12	401899	402351	KDM5A	3469	0.26907081
chr12	404709	404980	KDM5A	3273	0.51999268
chr12	406184	406398	KDM5A	3039	1.4545721
chr12	416079	416292	KDM5A	1018	-0.43389439
chr12	416594	417188	KDM5A	6235	-0.043867608
chr12	418939	419144	KDM5A	1430	0.29662813
chr12	420029	420271	KDM5A	1832	-0.16345913
chr12	422194	422369	KDM5A	941	-0.23679399
chr12	427249	427664	KDM5A	3471	-0.20219461
chr12	430139	430311	KDM5A	1169	0.42839479
chr12	431554	431771	KDM5A	1080	0.30874773
chr12	432224	432359	KDM5A	245	-1.4647539
chr12	432744	432983	KDM5A	937	-0.48874158
chr12	437979	438218	KDM5A	1258	-0.29868481
chr12	440959	441134	KDM5A	838	-0.73583439
chr12	442624	442843	KDM5A	1898	-0.057929197
chr12	443379	443623	KDM5A	741	-0.52266629
chr12	459759	459963	KDM5A	971	-0.21307931
chr12	461339	461516	KDM5A	496	-0.42702617
chr12	463214	463417	KDM5A	665	-0.36005143
chr12	464294	464427	KDM5A	1054	0.5925891
chr12	465574	465707	KDM5A	713	0.20324057
chr12	472104	472283	KDM5A	1653	0.33561918
chr12	475074	475275	KDM5A	1026	0.17507188
chr12	493174	493349	KDM5A	579	-0.053001733
chr12	495029	495159	KDM5A	537	0.0010169032
chr12	498069	498269	KDM5A	904	-0.7255334
chr12	1022504	1022659	RAD52	768	0.2350338
chr12	1023029	1023322	RAD52	3903	0.39642748
chr12	1023544	1023727	RAD52	1144	-0.42891921
chr12	1025404	1026002	RAD52	5353	-0.21679913
chr12	1034579	1034710	RAD52	965	0.60014322
chr12	1035934	1036141	RAD52	1405	-0.49746095
chr12	1036279	1036469	RAD52	1888	0.23203427
chr12	1038934	1039080	RAD52	1406	0.20187078
chr12	1039184	1039323	RAD52	1466	0.35428684
chr12	1040359	1040502	RAD52	1103	-0.036810121
chr12	1042099	1042254	RAD52	1189	-0.032591798
chr12	4383183	4383424	CCND2	1725	-0.029640353
chr12	4385148	4385394	CCND2	1870	-0.23258099
chr12	4387903	4388117	CCND2	1637	-0.19484733
chr12	4394408	4394651	CCND2	1871	0.019933499
chr12	4397983	4398199	CCND2	1511	-0.39362481
chr12	4408993	4409216	CCND2	1476	-0.48820173
chr12	10763102	10763172	MAGOHB	20	-1.040642
chr12	11803007	11803142	ETV6	869	-0.28968737
chr12	11905362	11905538	ETV6	1204	-0.33854943
chr12	11992052	11992530	ETV6	4528	-0.12155072
chr12	11992822	11994744	ETV6	14870	0.30870095
chr12	11995037	11995324	ETV6	4400	0.72262451
chr12	11995362	11997774	ETV6	15433	0.89710601
chr12	11998052	11998649	ETV6	2439	0.76542613
chr12	11998942	11999146	ETV6	1137	0.002803115
chr12	11999177	11999783	ETV6	3446	0.33712588
chr12	11999947	12001534	ETV6	14271	-0.061438207
chr12	12001547	12002032	ETV6	4004	0.39196104
chr12	12002317	12003182	ETV6	8649	-0.27929102
chr12	12003202	12003489	ETV6	2869	-0.0084737891
chr12	12003492	12003635	ETV6	1924	1.334319
chr12	12003652	12004171	ETV6	6167	0.014614108
chr12	12004172	12005821	ETV6	10208	0.53602247
chr12	12006127	12006828	ETV6	6993	0.067626066
chr12	12007062	12007148	ETV6	117	-2.5345684
chr12	12007292	12007958	ETV6	4825	-0.060621906
chr12	12008232	12009598	ETV6	14733	-0.061463386
chr12	12009607	12011311	ETV6	11867	0.52974099
chr12	12011347	12012040	ETV6	6123	0.062414117
chr12	12012402	12013448	ETV6	9487	-0.26343037
chr12	12013522	12014605	ETV6	12800	0.14550592
chr12	12014622	12015355	ETV6	8649	0.055599217
chr12	12015372	12015604	ETV6	2947	0.60433495
chr12	12015707	12016391	ETV6	5937	0.39314814
chr12	12016407	12017691	ETV6	10352	-0.19021049
chr12	12017697	12017914	ETV6	1248	0.78751617
chr12	12018202	12018516	ETV6	674	0.59589329
chr12	12018522	12018602	ETV6	68	0.78656845
chr12	12018652	12018727	ETV6	177	2.187883
chr12	12018747	12019125	ETV6	1878	1.7388155
chr12	12019127	12021235	ETV6	17362	0.89388948
chr12	12021262	12021359	ETV6	1038	1.5905165
chr12	12021527	12021870	ETV6	1554	0.69331996
chr12	12022187	12022789	ETV6	7113	0.064556428
chr12	12022797	12022950	ETV6	1757	0.58808582
chr12	12037352	12037526	ETV6	1891	0.44420876
chr12	12038837	12038970	ETV6	779	-0.15404035
chr12	12043852	12043991	ETV6	809	-0.4297463
chr12	12870752	12871276	CDKN1B	4079	-0.50827433
chr12	12871737	12871906	CDKN1B	1062	-0.29194179
chr12	18434987	18435721	PIK3C2G	2965	-0.11813505
chr12	18439737	18439878	PIK3C2G	119	-0.48781482
chr12	18443767	18443984	PIK3C2G	414	0.71863105
chr12	18446812	18446978	PIK3C2G	136	0.64050835
chr12	18466862	18467010	PIK3C2G	498	-0.46302146
chr12	18473847	18473996	PIK3C2G	75	-0.19633135
chr12	18477927	18478068	PIK3C2G	90	-0.41185157
chr12	18491332	18491511	PIK3C2G	72	-0.80943769
chr12	18496192	18496333	PIK3C2G	65	-0.16085401
chr12	18499542	18499801	PIK3C2G	1066	-0.70431196
chr12	18515662	18515845	PIK3C2G	358	0.83895917
chr12	18524092	18524261	PIK3C2G	587	0.022521135
chr12	18534677	18534846	PIK3C2G	1647	0.31503113
chr12	18544047	18544221	PIK3C2G	272	-1.2226973
chr12	18552567	18552820	PIK3C2G	548	-0.94540718
chr12	18573842	18573994	PIK3C2G	213	-0.58035721
chr12	18576852	18576988	PIK3C2G	795	-0.029610894
chr12	18641372	18641577	PIK3C2G	512	-0.65836887
chr12	18644362	18644531	PIK3C2G	195	-0.462944
chr12	18648962	18649113	PIK3C2G	312	0.59364312
chr12	18650517	18650715	PIK3C2G	397	-1.2346154
chr12	18656192	18656371	PIK3C2G	686	-0.17510869
chr12	18658197	18658407	PIK3C2G	1429	0.5290267
chr12	18691057	18691269	PIK3C2G	870	-0.068616184
chr12	18699227	18699413	PIK3C2G	930	0.1187329
chr12	18715602	18715857	PIK3C2G	1239	0.45536628
chr12	18716287	18716458	PIK3C2G	655	-0.32526654
chr12	18719857	18719999	PIK3C2G	154	0.49356114
chr12	18747407	18747539	PIK3C2G	91	-1.1203232
chr12	18762442	18762579	PIK3C2G	270	-0.24052623
chr12	18793327	18793509	PIK3C2G	559	-0.046723773
chr12	18800787	18801003	PIK3C2G	316	-0.060248199
chr12	21045610	21045757	rs11045585	268	-0.99745297
chr12	21331540	21331690	rs2291075	99	-1.3631261
chr12	25362413	25362761	KRAS	345	0.12317433
chr12	25362768	25362865	KRAS	79	0.61671659
chr12	25368048	25368516	KRAS	531	0.54866508
chr12	25378518	25378721	KRAS	246	-0.6605175
chr12	25380133	25380385	KRAS	1127	0.095997717
chr12	25398183	25398362	KRAS	660	1.230565
chr12	42736779	42736981	PPHLN1_fus	90	-0.3690354
chr12	42736999	42737237	PPHLN1_fus	80	-0.77986133
chr12	46123594	46123729	ARID2	965	-0.20621326
chr12	46123799	46123937	ARID2	1167	-0.010545982
chr12	46124964	46125111	ARID2	646	-0.24734387
chr12	46205179	46205352	ARID2	709	-0.46887208
chr12	46211429	46211703	ARID2	734	0.58630846
chr12	46215194	46215289	ARID2	14	-2.1304158
chr12	46230334	46230467	ARID2	411	2.4529297
chr12	46230499	46230810	ARID2	1628	0.43648389
chr12	46231069	46231215	ARID2	160	-0.32361628
chr12	46231254	46231505	ARID2	507	-0.63869767
chr12	46233104	46233311	ARID2	1338	0.42948007
chr12	46240604	46240738	ARID2	232	-1.0176597
chr12	46242594	46242763	ARID2	220	-0.69698078
chr12	46243339	46243580	ARID2	1116	-0.23656963
chr12	46243794	46246706	ARID2	26845	0.77550746
chr12	46254554	46254762	ARID2	793	-0.65446816
chr12	46285529	46285708	ARID2	1458	0.469831
chr12	46285759	46285905	ARID2	846	0.17181738
